,2015-06-30,2015-09-30,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,896539.000,,,1421636.000,,,
AmortizationOfFinancingCosts,223740.000,,,948407.000,,,
AssetImpairmentCharges,0.000,,,0.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-70105400.000,,,909238.000,,,
CostsAndExpenses,22348866.000,26586525.000,39656045.000,38655411.000,38374995.000,39859783.000,38974202.000
Depreciation,,,,16092641.000,,,
DepreciationAndAmortization,4857427.000,8303555.000,13536900.000,16192745.000,16365517.000,16385921.000,16113304.000
DepreciationDepletionAndAmortization,4857427.000,,,16192745.000,,,
EarningsPerShareBasic,,0.720,0.970,,-0.130,0.090,
EarningsPerShareBasicAndDiluted,0.240,,,-0.020,,,
EarningsPerShareDiluted,,0.720,0.970,,-0.130,0.090,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,94657.000,,,-77911.000,,,
ForeignCurrencyTransactionGainLossBeforeTax,9016.000,-306453.000,-121352.000,-62709.000,766.000,-193160.000,-39503.000
ForeignCurrencyTransactionGainLossUnrealized,106399.000,,,-88067.000,,,
GainLossOnDerivativeInstrumentsNetPretax,142395.000,-6341763.000,5382442.000,,,,
GainLossOnSaleOfPropertyPlantEquipment,-105549.000,,,,,,
GeneralAndAdministrativeExpense,7214280.000,5281535.000,7506740.000,5611310.000,5203915.000,5166239.000,5751400.000
IncreaseDecreaseInAccountsPayable,505911.000,,,-212475.000,,,
IncreaseDecreaseInAccountsReceivable,-15552080.000,,,-18482.000,,,
IncreaseDecreaseInAccruedLiabilities,1409214.000,,,,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,,-198144.000,,,
IncreaseDecreaseInDueFromRelatedParties,19890974.000,,,-8830603.000,,,
IncreaseDecreaseInDueToRelatedParties,93754.000,,,-115926.000,,,
IncreaseDecreaseInInventories,-1005092.000,,,-156030.000,,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,-608.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,46305.000,,,35827.000,,,
IncreaseInRestrictedCash,3302789.000,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,49040.000,40239.000,,,33568.000,
InterestAndDebtExpense,,,,7038209.000,7160119.000,7332260.000,7441354.000
InterestExpenseDebt,135800.000,931329.000,4633454.000,,,,
InvestmentIncomeInterest,65585.000,49259.000,22382.000,23178.000,30317.000,27711.000,56350.000
NetCashProvidedByUsedInFinancingActivities,120341194.000,,,-27553084.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,120341194.000,,,-27553084.000,,,
NetCashProvidedByUsedInInvestingActivities,-207434058.000,,,-1241826.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-207434058.000,,,-1241826.000,,,
NetCashProvidedByUsedInOperatingActivities,16892807.000,,,29782059.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,16892807.000,,,29782059.000,,,
NetIncomeLossAvailableToCommonStockholdersBasic,13652883.000,41213264.000,54661323.000,-1291121.000,-7145588.000,5039624.000,1955270.000
NonoperatingIncomeExpense,359289.000,-7146643.000,650018.000,-13704387.000,-2934748.000,8493583.000,-7289585.000
OperatingIncomeLoss,13293594.000,48359907.000,54011305.000,12413266.000,-4210840.000,-3453959.000,9244855.000
OtherNoncashIncomeExpense,-21182.000,,,-20953.000,,,
OtherOperatingIncome,,,383642.000,552901.000,552922.000,670836.000,633883.000
OtherSalesRevenueNet,95514.000,459284.000,433341.000,324040.000,308238.000,214649.000,75629.000
PaymentsForRepurchaseOfCommonStock,,,,11853983.000,,,
PaymentsOfDebtIssuanceCosts,,,,99785.000,,,
PaymentsOfFinancingCosts,4218263.000,,,42047.000,,,
PaymentsToAcquireOtherProductiveAssets,,,,606.000,,,
PaymentsToAcquireProductiveAssets,191254.000,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,204076675.000,,,1241220.000,,,
ProceedsFromIssuanceOfLongTermDebt,127378019.000,,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,136660.000,,,,,,
RelatedPartyTransactionOtherRevenuesFromTransactionsWithRelatedParty,383642.000,383643.000,,,,,
RepaymentsOfLongTermDebt,2818562.000,,,15657054.000,,,
Revenues,20331901.000,74946432.000,93283708.000,50515776.000,33611233.000,35734988.000,47585174.000
SalesRevenueNet,20331901.000,74946432.000,92900066.000,49962875.000,33058311.000,35064152.000,46951291.000
ShareBasedCompensation,896539.000,,,1009798.000,,,
TreasuryStockValueAcquiredCostMethod,,,,11853983.000,,,
UnrealizedGainLossOnDerivatives,1386886.000,,,-4369859.000,6528203.000,24381306.000,951683.000
WeightedAverageNumberOfDilutedSharesOutstanding,,57082196.000,56594492.000,,53879282.000,53879345.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,57128493.000,,,54740984.000,,,
WeightedAverageNumberOfSharesOutstandingBasic,,57033156.000,56554253.000,,53879282.000,53845777.000,
