,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,28840.000,1133385.000,1056847.000,1039383.000,1240712.000,1376138.000,1491268.000,1316795.000,1050227.000,1109456.000,1069737.000,1105058.000,1130873.000,1147249.000,1078478.000,1037871.000,1153259.000,1255239.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,1109456.000,1069737.000,1105058.000,1130873.000,1147489.000,1078478.000,1037871.000,1153259.000,1255239.000
AccountsPayableCurrent,14960.000,2748.000,,,,,,,,,,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,,,,1041060.000,863137.000,784033.000,938917.000,1028287.000,1126105.000,986388.000,827751.000,854207.000,770999.000,801810.000,782530.000,751129.000,698689.000,698095.000,751578.000,814707.000
AccountsPayableRelatedPartiesCurrent,,,,136978.000,200446.000,288463.000,426078.000,468705.000,341774.000,427116.000,483595.000,8062.000,92619.000,109924.000,133522.000,159660.000,260052.000,187310.000,228120.000,281291.000
AccountsPayableTradeCurrentAndNoncurrent,,,,,,-484685.000,-484685.000,-484685.000,,,,-484685.000,,,,,,,,
AccountsReceivableGross,,,,,,132000.000,132000.000,,,,,,,,,,,,,
AccountsReceivableGrossCurrent,,,,590785.000,449770.000,431129.000,527021.000,,,,,,,,,,,,,
AccountsReceivableNet,,,,72000.000,80000.000,87000.000,87000.000,19000.000,19000.000,19000.000,14853.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000
AccountsReceivableNetCurrent,211900.000,189347.000,,518785.000,369770.000,344129.000,440021.000,373971.000,459990.000,346265.000,386824.000,314731.000,260057.000,200318.000,159574.000,114253.000,121940.000,105217.000,92987.000,64499.000
AccountsReceivableRelatedParties,,,,,,500476.000,500476.000,500476.000,,,,500476.000,,,,,,,,
AccruedBonusesCurrentAndNoncurrent,,,,,,,,,,,,,,,,159660.000,260052.000,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,,,154467.000,184007.000,212307.000,240607.000,269817.000,301883.000
AccruedLiabilitiesCurrent,12657.000,16058.000,,,,,,,,,,,,,,,,,,
AccruedProfessionalFeesCurrent,,,,,,152876.000,51205.000,64049.000,66910.000,9158.000,4158.000,43333.000,43333.000,10000.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-74663.000,-102902.000,-569381.000,489104.000,572132.000,654992.000,741394.000,820712.000,948516.000,-1080833.000,-1153280.000,-1216388.000,-1314846.000,1392647.000,1425018.000,1558662.000,1597512.000
AdditionalPaidInCapital,689729.000,689729.000,1707608.000,1126887.000,1162093.000,1415224.000,1373895.000,1223508.000,1481370.000,1597871.000,1950806.000,2109652.000,3041053.000,3334084.000,3340224.000,3341837.000,3341837.000,3341837.000,3341837.000,3761164.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,-72000.000,-80000.000,-87000.000,-87000.000,,,,,,,,,,,,,
Assets,628157.000,671293.000,249096.000,1329830.000,972805.000,1480748.000,1156637.000,991222.000,1158775.000,852640.000,860212.000,1084497.000,1048904.000,1064916.000,1123041.000,841944.000,781984.000,701136.000,548427.000,461168.000
AssetsCurrent,310555.000,337619.000,167204.000,757201.000,440071.000,370707.000,479132.000,393027.000,598315.000,375957.000,463764.000,368329.000,287804.000,234648.000,183402.000,124358.000,123782.000,123307.000,109849.000,71891.000
AssetsFairValueDisclosure,,,,,,,,7980.000,,,,,,,,7909.000,,,,6461.000
AssetsNoncurrent,,,,,,,,,,,,,,,,,,41865.000,34722.000,27033.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,,,,87372.000,,,,,,,,,,,,
CapitalLeasedAssetsGross,,,,147049.000,147049.000,147049.000,147049.000,147049.000,147049.000,147049.000,147049.000,147049.000,147049.000,,,,,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,103987.000,89756.000,75523.000,61292.000,47065.000,32834.000,18604.000,4373.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,128535.000,119966.000,119966.000,102105.000,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,128535.000,119966.000,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,119966.000,102105.000,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,-10092.000,-8861.000,-8861.000,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,118443.000,111105.000,111105.000,102105.000,,,,,,,,,,,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,-43062.000,-57293.000,-71526.000,-85757.000,-99984.000,114215.000,128445.000,142676.000,-147049.000,-147049.000,,,,,,,
CapitalizedComputerSoftwareNet,,,81892.000,,,,,,,,,,,,,,,,,
Cash,98655.000,148272.000,75100.000,227435.000,63196.000,22137.000,6182.000,7980.000,6214.000,2520.000,39490.000,26590.000,2711.000,7991.000,,7909.000,,14741.000,13867.000,6461.000
CashAndCashEquivalentsAtCarryingValue,,,75100.000,227435.000,63196.000,22137.000,,7980.000,6214.000,2520.000,39490.000,26590.000,2711.000,7991.000,,7909.000,,14741.000,13867.000,6461.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,,,7980.000,,,,,,,,7909.000,,,,6461.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,,,0.410,0.410,0.410,400.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,,,,,,,
CommonStockSharesIssued,128391023.000,128391023.000,171029118.000,220098411.000,253167691.000,360973.000,16948879.000,17045823.000,19864459.000,39541530.000,113433833.000,202247023.000,443047233.000,968543899.000,3403519796.000,3403519796.000,3568519796.000,4198519796.000,4198519796.000,5248150.000
CommonStockSharesOutstanding,128391023.000,128391023.000,171029118.000,220098411.000,253167691.000,360973.000,183415.000,17045823.000,18364459.000,39541530.000,104025833.000,184786023.000,443047233.000,968543899.000,3403519796.000,3403519796.000,3568519796.000,4198519796.000,4198519796.000,5248150.000
CommonStockValue,128390.000,128390.000,171029.000,220098.000,253167.000,36.000,1695.000,1705.000,1837.000,3954.000,10403.000,18479.000,44305.000,96853.000,340350.000,340352.000,356852.000,419852.000,419852.000,525.000
