,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AdjustmentForAmortization,,1039.000,,
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,226422.000,296524.000,2027088.000
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,43785.000,,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,312515.000,-185875.000
AllocatedShareBasedCompensationExpense,,,219960.000,187792.000
AmortizationOfDebtDiscountPremium,12460.000,257747.000,153222.000,154881.000
AmortizationOfDeferredCharges,,88000.000,,
AmortizationOfFinancingCostsAndDiscounts,,,,734128.000
AmortizationOfIntangibleAssets,3120.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-94935.000,-154039.000,263794.000,186339.000
CostOfRevenue,0.000,0.000,41102.000,54533.000
CurrentIncomeTaxExpenseBenefit,,0.000,0.000,0.000
DebtConversionConvertedInstrumentAmount1,,3241184.000,,
DebtConversionOriginalDebtAmount1,,,100000.000,
DebtInstrumentConvertibleBeneficialConversionFeature,,,296524.000,
DeferredIncomeTaxExpenseBenefit,,535995.000,733389.000,2212522.000
DepreciationDepletionAndAmortization,,9897.000,49869.000,87297.000
EarningsPerShareBasicAndDiluted,-0.020,-0.060,-0.110,-0.160
EffectiveIncomeTaxRateContinuingOperations,,,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,0.340,0.340
FiniteLivedIntangibleAssetsPurchaseAccountingAdjustments,,304615.000,,
GeneralAndAdministrativeExpense,474290.000,1477930.000,3503759.000,4562826.000
GrossProfit,0.000,0.000,2517.000,17292.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-492680.000,-1768450.000,-3625164.000,-6507419.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000
IncomeTaxExpenseBenefitContinuingOperations,,0.000,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-535995.000,-733389.000,-2212522.000
IncomeTaxesPaid,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayable,-2570.000,47198.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,136229.000,-6448.000
IncreaseDecreaseInAccountsReceivable,,,4719.000,12885.000
IncreaseDecreaseInAccruedSalaries,,,23737.000,
IncreaseDecreaseInDeferredRevenue,,,1388.000,3125.000
IncreaseDecreaseInDepositOtherAssets,,,,11180.000
IncreaseDecreaseInDepositsOutstanding,,,138262.000,
IncreaseDecreaseInDueToRelatedParties,,0.000,,
IncreaseDecreaseInInterestPayableNet,2810.000,22876.000,40120.000,283516.000
IncreaseDecreaseInInventories,,,45238.000,1275806.000
IncreaseDecreaseInPrepaidExpense,-54141.000,-19367.000,112302.000,
IncreaseDecreaseInPrepaidExpensesOther,,,,198968.000
InterestExpense,15270.000,280623.000,74053.000,1877028.000
InterestExpenseDebt,,,74053.000,
InterestIncomeExpenseNet,,,,-1874588.000
InterestPaid,12460.000,0.000,0.000,99457.000
InvestmentIncomeInterest,0.000,,,2440.000
IssuanceOfStockAndWarrantsForServicesOrClaims,62500.000,,421016.000,185875.000
LeaseAndRentalExpense,,24468.000,26260.000,46147.000
NetCashProvidedByUsedInFinancingActivities,307000.000,826250.000,2767793.000,5897391.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,307000.000,826250.000,2767793.000,5897391.000
NetCashProvidedByUsedInInvestingActivities,-23433.000,-91215.000,-180839.000,-129810.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-23433.000,-91215.000,-180839.000,-129810.000
NetCashProvidedByUsedInOperatingActivities,-378501.000,-889074.000,-2323160.000,-5581242.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-378501.000,-889074.000,-2323160.000,-5581242.000
NetIncomeLoss,-492680.000,-1768450.000,-3625164.000,-6507419.000
NonoperatingIncomeExpense,-15270.000,,,
OperatingCostsAndExpenses,477410.000,,,
OperatingExpenses,,1487827.000,3553628.000,4650123.000
OperatingIncomeLoss,-477410.000,-1487827.000,-3551111.000,-4632831.000
OtherDepreciationAndAmortization,,9897.000,49869.000,
OtherNoncashExpense,,,,534554.000
OtherSalesRevenueNet,,,,3850.000
OtherSignificantNoncashTransactionValueOfConsiderationGiven1,360000.000,1130000.000,,
PaymentsToAcquireIntangibleAssets,-23433.000,0.000,,14263.000
PaymentsToAcquirePropertyPlantAndEquipment,,91215.000,180839.000,115547.000
ProceedsFromConvertibleDebt,,,,6705000.000
ProceedsFromIssuanceOfCommonStock,,202000.000,1756985.000,0.000
ProceedsFromLinesOfCredit,,,,900000.000
ProceedsFromNotesPayable,,,100000.000,25000.000
ProceedsFromRelatedPartyDebt,307000.000,562500.000,858933.000,590000.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,295000.000
ProceedsFromWarrantExercises,,61750.000,51875.000,0.000
ProductWarrantyExpense,,,2120.000,8514.000
ProvisionForDoubtfulAccounts,,,952.000,4026.000
RepaymentsOfConvertibleDebt,,,,175000.000
RepaymentsOfLinesOfCredit,,,,900000.000
RepaymentsOfNotesPayable,,,,125000.000
RepaymentsOfRelatedPartyDebt,,0.000,,1417609.000
ResearchAndDevelopmentExpense,,480150.000,794663.000,489533.000
Revenues,0.000,0.000,43619.000,71825.000
SalesRevenueNet,0.000,0.000,43619.000,71825.000
ShareBasedCompensation,90000.000,409000.000,556032.000,256270.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,0.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,0.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,0.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,0.000
StockIssued1,250000.000,325000.000,,
StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,,3241184.000,,
StockIssuedDuringPeriodSharesIssuedForServices,,,1039819.000,
StockIssuedDuringPeriodSharesOther,,,360000.000,
StockIssuedDuringPeriodSharesShareBasedCompensation,,,1143700.000,
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,0.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,693148.000,35000.000,178754.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,,0.000,,
StockIssuedDuringPeriodValueIssuedForCash,,202000.000,,
StockIssuedDuringPeriodValueIssuedForServices,,152025.000,421016.000,534554.000
StockIssuedDuringPeriodValueNewIssues,,,2069500.000,
StockIssuedDuringPeriodValueOther,,,219960.000,
StockIssuedDuringPeriodValueShareBasedCompensation,90000.000,409000.000,556032.000,256270.000
StockIssuedDuringPeriodValueShareBasedCompensationGross,,,,187792.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,34015898.000,40993036.000
