,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,,,,1318000.000
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortization,4000.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-5545.000,,,,183280.000,,,,-111275.000,
CostOfServices,,,,,,,83715.000,,,
Depreciation,,,,,3040.000,,,,1076.000,1076.000
DepreciationDepletionAndAmortization,,,,,,,,,1076.000,
DepreciationExpense,,74.000,221.000,,,3337.000,983.000,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,,,,6279.000,,,
EarningsPerShareBasic,-0.010,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,
EarningsPerShareBasicAndDiluted,,,,,,,,,,0.000
EarningsPerShareDiluted,,,,,,,0.000,,,
EffectOfExchangeRateOnCashAndCashEquivalents,2.000,158.000,124.000,,,,,,,
FeesAndCommissionsDepositorAccounts,93.000,84.000,163.000,714.000,528.000,514.000,214.000,1100.000,282.000,661.000
ForeignCurrencyTransactionGainLossBeforeTax,,,,,172.000,-304.000,97.000,86.000,-148.000,1063.000
GeneralAndAdministrativeExpense,1000.000,18.000,1442.000,801.000,789.000,1962.000,2658.000,12544.000,1873.000,2248.000
GrossProfit,,,,,,,369208.000,,,
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,-35198.000,-80905.000,,,-120958.000,,,,
IncreaseDecreaseInAccountsPayable,,,,,,,,,57358.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,33760.000,,,,19179.000,,,,,
IncreaseDecreaseInAccruedLiabilities,,,,,1134.000,,,,-1567.000,
IncreaseDecreaseInOtherAccruedLiabilities,372.000,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,-1500.000,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,46600.000,
InterestExpense,-598.000,,-801.000,,1134.000,148.000,-95.000,-3001.000,-3119.000,-40500.000
InterestExpenseOther,,,,,,,,,3119.000,
InterestPaid,,,,,,,,,1567.000,
LeaseAndRentalExpense,5189.000,15570.000,15569.000,15569.000,15569.000,15569.000,27569.000,6284.000,5969.000,5913.000
LegalFees,27583.000,13399.000,5991.000,7475.000,9041.000,6676.000,8035.000,25127.000,31723.000,16078.000
MarketingAndAdvertisingExpense,,,,,17850.000,,,,,
MarketingExpense,,,,,,17652.000,1511.000,,6677.000,60000.000
NetCashProvidedByUsedInFinancingActivities,10000.000,,,,484000.000,,,,-10000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,10000.000,,,,484000.000,,,,-10000.000,
NetCashProvidedByUsedInInvestingActivities,,,,,-192168.000,,,,-32850.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-192168.000,,,,-32850.000,
NetCashProvidedByUsedInOperatingActivities,-15545.000,,,,-108552.000,,,,-68425.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-15545.000,,,,-108552.000,,,,-68425.000,
NetIncomeLoss,-49903.000,,,,-130405.000,-121106.000,221601.000,-506989.000,-837611.000,736753.000
NoninterestExpenseTransferAgentAndCustodianFees,,395.000,2395.000,,15670.000,1585.000,2915.000,4915.000,,3575.000
OperatingExpenses,,,,,,,-147512.000,,,
OperatingIncomeLoss,-49305.000,,,,-129271.000,,,,834492.000,777253.000
OtherNoncashExpense,226.000,,,,,,,,,
PaymentsForProceedsFromLifeInsurancePolicies,,,,,,,,,92503.000,
PaymentsToAcquireLifeInsurancePolicies,,,,,187599.000,,,,32850.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,4569.000,,,,,
PremiumsWrittenGross,,,,,,,,,-37200.000,
ProceedsFromIssuanceOfCommonStock,,,,,424500.000,,,,,
ProceedsFromRelatedPartyDebt,10000.000,,,,,,,,,
ProceedsFromSaleOfAvailableForSaleSecurities,,,,,59500.000,,,,,
ProfessionalAndContractServicesExpense,,,51250.000,,45000.000,45000.000,81957.000,50000.000,50000.000,50000.000
ProfessionalFees,7608.000,5500.000,3750.000,5250.000,10710.000,5576.000,5825.000,6325.000,11246.000,9696.000
ProfitLoss,-49903.000,-35198.000,-81706.000,,,,,,,
RepaymentsOfRelatedPartyDebt,,,,,,,,,10000.000,
Revenues,,,,,,,452923.000,,,
SalesRevenueNet,,,,,,,452923.000,,,
ShareBasedCompensation,,,,,,,,,662600.000,
ShareBasedGoodsAndNonemployeeServicesTransactionExpense,,,,,,,,,662600.000,-1003103.000
StockholdersEquityPeriodIncreaseDecrease,,,,,,,,,,2000.000
TravelAndEntertainmentExpense,,,,,2467.000,5093.000,4020.000,13405.000,10594.000,9493.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,211342330.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,212714897.000,212714897.000
WeightedAverageNumberOfSharesOutstandingBasic,3550000.000,51826884.000,45477059.000,-54708675.000,41291873.000,41998659.000,210703620.000,-84278007.000,,
