,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,1605339.000,1458735.000,2104782.000,2393882.000,2778130.000,2665190.000,2471422.000,3043989.000,3208576.000
AccountsPayableRelatedPartiesCurrent,,,,,,278977.000,206324.000,219858.000,124034.000
AccountsReceivableNetCurrent,869698.000,612553.000,1393420.000,1361211.000,1342033.000,738924.000,688229.000,854653.000,1299922.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,285000.000,184800.000,108000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2156258.000,2019508.000,2089242.000,2105689.000,2403859.000,2463370.000,2402311.000,2238592.000,2303064.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,125602.000,439265.000,492087.000,508505.000,490152.000,297999.000,289455.000,345865.000,331295.000
AdditionalPaidInCapital,4121034.000,4121034.000,4121034.000,3926434.000,4045434.000,4062308.000,5086294.000,5101468.000,5730768.000
AllowanceForDoubtfulAccountsReceivable,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Assets,13335036.000,12702405.000,13287604.000,12087619.000,13614760.000,13164054.000,12910643.000,11998060.000,12615546.000
AssetsCurrent,3752024.000,3434284.000,5242520.000,3852033.000,4362146.000,3404733.000,3462088.000,3265797.000,3760434.000
AssetsNoncurrent,9301621.000,8994858.000,7780794.000,7925922.000,8948274.000,9516572.000,9227588.000,8540871.000,8672965.000
Cash,183834.000,75778.000,48335.000,57057.000,37480.000,83295.000,43698.000,13337.000,53746.000
CashEquivalentsAtCarryingValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,30500000.000,30500000.000,30500000.000,29100000.000,30100000.000,30100000.000,31100000.000,31100000.000,31800000.000
CommonStockSharesOutstanding,30500000.000,30500000.000,30500000.000,29100000.000,30100000.000,30100000.000,31100000.000,31100000.000,31800000.000
CommonStockSharesSubscriptions,,,,120000.000,,,,,
CommonStockValue,30500.000,30500.000,30500.000,29100.000,30100.000,30100.000,31100.000,31100.000,31800.000
ConvertibleNotesPayableCurrent,1680000.000,1620000.000,1660000.000,1660000.000,1598000.000,1078000.000,285000.000,264000.000,270000.000
DebtInstrumentUnamortizedDiscount,,,,,,13049.000,24815.000,24953.000,10378.000
DeferredRevenueCurrent,1162181.000,1189437.000,1260889.000,1170415.000,1386213.000,1424008.000,1024081.000,889004.000,951816.000
DeferredTaxAssetsLiabilitiesNetCurrent,644729.000,303024.000,310506.000,310506.000,,112008.000,108579.000,100578.000,102864.000
DeferredTaxAssetsLiabilitiesNetNoncurrent,199506.000,222423.000,227915.000,227915.000,,620347.000,601356.000,557046.000,569706.000
DeferredTaxAssetsNet,,525447.000,,,,732355.000,,,
DeferredTaxAssetsNetCurrent,,,,,351657.000,,,,
DeferredTaxAssetsNetNoncurrent,,,,,258121.000,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,273144.000,,,
DeferredTaxAssetsOther,,125491.000,,,,70245.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,273730.000,,,,393890.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,0.000,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseOther,,151102.000,,,,0.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,40762.000,,,,51450.000,,,
DeferredTaxAssetsValuationAllowance,,23842.000,,,,28224.000,,,
DeferredTaxLiabilitiesDeferredExpense,,27465.000,,,,18461.000,,,
DeferredTaxLiabilitiesOther,,1457.000,,,,9689.000,,,
DeferredTaxLiabilitiesTaxDeferredIncome,,12874.000,,,,,,,
DueFromRelatedParties,1945439.000,1959784.000,1508276.000,0.000,0.000,0.000,,,
DueFromRelatedPartiesCurrent,418991.000,487852.000,1508276.000,0.000,0.000,0.000,,,
DueFromRelatedPartiesNoncurrent,1526448.000,1471932.000,0.000,0.000,0.000,0.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,36819.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,17876.000,9453.000,,26448.000,16714.000,8527.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,15525.000,16420.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,35753.000,37812.000,15990.000,15312.000,14515.000,14811.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,35753.000,37812.000,36819.000,35264.000,33426.000,34108.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,35753.000,37812.000,36819.000,35264.000,33426.000,34108.000
FiniteLivedIntangibleAssetsNet,,,,,,126447.000,112288.000,98081.000,91554.000
Goodwill,6485169.000,6257112.000,6409150.000,6408764.000,7245281.000,7449853.000,7221798.000,6689665.000,6841703.000
GoodwillImpairedAccumulatedImpairmentLoss,0.000,0.000,0.000,0.000,0.000,,,,
IncomeTaxExaminationPenaltiesAndInterestAccrued,,,,,,490000.000,,,
Liabilities,11111821.000,10538233.000,11159828.000,11517384.000,13407676.000,14408989.000,13285360.000,12663078.000,12635107.000
LiabilitiesAndStockholdersEquity,13335036.000,12702405.000,13287604.000,12087619.000,13614760.000,13164054.000,12910643.000,11998060.000,12615546.000
LiabilitiesCurrent,9675253.000,9363733.000,10080828.000,9732884.000,10672276.000,12331389.000,11356860.000,11263878.000,11420107.000
LongTermDebt,4668068.000,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,3489541.000,,,,3797916.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,830000.000,1372400.000,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,1268568.000,243000.000,,249000.000,620400.000,1430800.000,1387000.000,712800.000,729000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,240223.000,931500.000,,705500.000,827200.000,646800.000,627000.000,2956800.000,3024000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,3159277.000,,,3304582.000,3647223.000,,3824153.000,1342373.000,1156882.000
LongTermNotesPayable,1436568.000,1174500.000,1079000.000,1784500.000,2735400.000,2077600.000,1928500.000,1399200.000,1215000.000
MinorityInterest,38360.000,219146.000,224190.000,224174.000,253863.000,220438.000,213750.000,198000.000,202500.000
NotesAndLoansReceivableNetCurrent,1555058.000,1537869.000,1564474.000,1665102.000,1969331.000,2457846.000,2322975.000,2100089.000,2184041.000
NotesAndLoansReceivableNetNoncurrent,558795.000,547372.000,557189.000,553467.000,622541.000,644543.000,620467.000,570697.000,613218.000
NotesPayable,4668068.000,4664041.000,4525592.000,5089082.000,6467223.000,5875516.000,5838153.000,5011973.000,4909882.000
NotesPayableCurrent,3231500.000,3489541.000,3446592.000,3304582.000,3731823.000,3797916.000,3909653.000,3612773.000,3694882.000
NotesPayableRelatedPartiesClassifiedCurrent,1030730.000,993918.000,1106647.000,1081747.000,1178110.000,2777069.000,3107392.000,3105259.000,3005125.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,2790118.000,3132207.000,3130212.000,3015503.000
NotesReceivableNet,2113853.000,2085241.000,2121663.000,2218569.000,2591872.000,3102389.000,2943442.000,2670786.000,2797259.000
OperatingLeasesFutureMinimumPaymentsDue,,868867.000,,,,842558.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,626761.000,,,,659492.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,53487.000,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,71317.000,,,,54109.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,117302.000,,,,128957.000,,,
OtherAssetsNoncurrent,531703.000,496019.000,586540.000,595116.000,683022.000,675382.000,671679.000,625382.000,556784.000
OtherIntangibleAssetsNet,,,,140660.000,139309.000,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
PreferredStockSharesIssued,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000
PreferredStockSharesOutstanding,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000
PreferredStockValue,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000
PrepaidExpenseAndOtherAssetsCurrent,79714.000,417208.000,417509.000,458157.000,661645.000,12660.000,13607.000,12340.000,11861.000
PropertyPlantAndEquipmentGross,2437649.000,2292771.000,2353532.000,2415353.000,2708199.000,2706119.000,2623278.000,2429984.000,2485211.000
