,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,182000.000,,,,12000.000,,,,1678500.000,,,,1678500.000,,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-699035.000,,-30348.000,,,,146479.000,,,,709744.000,,,,-730628.000,,,,-244748.000
CostOfGoodsAndServicesSold,1628853.000,1563419.000,3042578.000,1700007.000,1904945.000,1935866.000,1915356.000,1873171.000,1627104.000,2005498.000,2489972.000,2260968.000,1981927.000,2033284.000,2165225.000,2001836.000,1912780.000,2022418.000,2183511.000,2033835.000,1792806.000
DepreciationAndAmortization,,,74996.000,,,,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,,,66275.000,,,,76749.000,,,,108584.000,,,,92315.000,,,,74733.000
EarningsPerShareBasic,0.020,0.020,0.060,0.020,0.020,0.040,0.050,0.020,0.000,0.010,0.020,-0.000,0.020,0.020,0.030,0.020,-0.010,0.000,0.000,0.000,-0.010
EarningsPerShareDiluted,0.020,0.020,0.060,0.020,0.020,0.040,0.050,0.020,0.000,0.010,0.020,-0.000,0.020,0.020,0.030,0.020,-0.010,0.000,0.000,0.000,-0.010
GeneralAndAdministrativeExpense,509643.000,526508.000,592790.000,550572.000,542874.000,548238.000,559683.000,595506.000,658855.000,706917.000,815197.000,826619.000,776254.000,755207.000,826830.000,749022.000,769139.000,828098.000,766872.000,742156.000,787812.000
GrossProfit,2355508.000,2239917.000,3159358.000,2340399.000,2452164.000,2851715.000,3017276.000,2394686.000,2474154.000,2746877.000,2873114.000,2852757.000,2945860.000,2983715.000,3232855.000,2979285.000,2628217.000,2796174.000,2880106.000,2727401.000,2734384.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,302893.000,955592.000,253990.000,332013.000,717874.000,869165.000,302571.000,11167.000,209384.000,282334.000,262223.000,418879.000,344628.000,497062.000,374079.000,-97223.000,71205.000,136947.000,-35208.000,-168935.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,378670.000,,,,,,,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,151467.000,121157.000,382536.000,101595.000,134455.000,281637.000,347666.000,105276.000,4466.000,83754.000,112934.000,252853.000,205384.000,175577.000,232971.000,133136.000,905.000,66789.000,91424.000,7535.000,-35093.000
IncomeTaxesPaid,,,7096.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,-160757.000,,-37188.000,,,,93253.000,,,,89342.000,,,,-36381.000,,,,-102143.000
IncreaseDecreaseInAccountsReceivable,,,2470125.000,,564246.000,,,,-194068.000,,,,-116648.000,,,,212496.000,,,,77876.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,375440.000,,131451.000,,,,3250.000,,,,200295.000,,,,-14071.000,,,,-35094.000
