,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,2486000.000,1783000.000,1328000.000,1626000.000,1559000.000,1721000.000,1405000.000,942000.000
AccruedLiabilitiesCurrent,2563000.000,2437000.000,3278000.000,2615000.000,2656000.000,3595000.000,3677000.000,3294000.000
AccruedProfessionalFeesCurrent,369000.000,159000.000,181000.000,73000.000,17000.000,248000.000,215000.000,136000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,1350000.000,,,,1499000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,14000.000,8000.000,-3000.000,-4000.000,
AdditionalPaidInCapital,157493000.000,157933000.000,158488000.000,159123000.000,159664000.000,172137000.000,173141000.000,175881000.000
Assets,82454000.000,73657000.000,64223000.000,54269000.000,44560000.000,48940000.000,40209000.000,33422000.000
AssetsCurrent,82076000.000,73300000.000,63584000.000,53386000.000,43729000.000,48299000.000,39528000.000,32815000.000
AvailableForSaleSecurities,,,,28758000.000,18539000.000,20803000.000,14931000.000,0.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,16000.000,8000.000,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,2000.000,,3000.000,4000.000,
AvailableForSaleSecuritiesAmortizedCost,,,,28744000.000,18531000.000,20806000.000,14935000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,6100000.000,1500000.000,15700000.000,13000000.000,
AvailableForSaleSecuritiesCurrent,,,,28758000.000,18539000.000,20803000.000,14931000.000,
Cash,,,776000.000,,,,1173000.000,
CashAndCashEquivalentsAtCarryingValue,81548000.000,72709000.000,62780000.000,23818000.000,24278000.000,26464000.000,23596000.000,31795000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,12.140,12.140,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,24566.000,24566.000,,,,,,
ClassOfWarrantOrRightOutstanding,,,0.000,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,2814716.000,2814716.000,2799213.000,3513436.000,3493157.000,3478305.000,3300018.000,4229689.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
