,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,75000.000,120000.000,26137.000,71137.000,116137.000
AccruedLiabilitiesCurrentAndNoncurrent,,165714.000,79110.000,110210.000,160211.000,319211.000,1771100.000
AdditionalPaidInCapital,24137.000,4999028.000,4999029.000,4999026.000,6345023.000,6745012.000,8553685.000
Assets,260927.000,326086717.000,325819647.000,325559567.000,325065051.000,324869058.000,324857250.000
AssetsCurrent,125000.000,1081893.000,,,,,
AssetsHeldInTrustCurrent,,325004824.000,,325021738.000,324840868.000,324849061.000,324857250.000
Cash,25285.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,25285.000,1081893.000,805924.000,537829.000,224183.000,19997.000,0.000
CashFDICInsuredAmount,,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,23750000.000,23750000.000,23750000.000,23750000.000,23750000.000,23750000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000
CommonStockSharesIssued,8625000.000,9745400.000,9781739.000,9815357.000,9860422.000,9900422.000,10081291.000
CommonStockSharesOutstanding,8625000.000,9745400.000,9781739.000,9815357.000,9860422.000,9900422.000,10081291.000
CommonStockValue,863.000,975.000,978.000,981.000,986.000,990.000,1008.000
ConvertibleNotesPayable,,,,,,,300000.000
DeferredOfferingCosts,135927.000,18533000.000,550301.000,550300.000,550300.000,550300.000,550330.000
DeferredTaxAssetsGross,3200.000,3200.000,224000.000,,,,1421875.000
DeferredTaxAssetsLiabilitiesNet,,,0.000,,,,
DeferredTaxAssetsNet,0.000,0.000,223665.000,,,,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,-30000.000,,,,94455.000
DeferredTaxAssetsOther,,,-193665.000,,,,1327420.000
DeferredTaxAssetsValuationAllowance,3200.000,3200.000,223665.000,,,,1421875.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,8000.000,,0.000,,1346002.000,1745995.000,
DueToRelatedPartiesCurrent,15000.000,15000.000,15000.000,15000.000,15000.000,15000.000,15000.000
Liabilities,,12290714.000,12387030.000,12463130.000,12419268.000,12623268.000,14420157.000
LiabilitiesAndStockholdersEquity,260927.000,326086717.000,325819647.000,325559567.000,325065051.000,325869058.000,324857250.000
LiabilitiesCurrent,243927.000,165714.000,262030.000,338130.000,294268.000,498268.000,1995157.000
MoneyMarketFundsAtCarryingValue,,325004824.000,,325021738.000,324840868.000,324849061.000,
NotesPayableCurrent,100000.000,,,,,,
OtherAccruedLiabilitiesCurrent,8000.000,,107920.000,107920.000,107920.000,107920.000,107920.000
OtherAssetsNoncurrent,,,325013723.000,,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,99715.000,,,,,,
RedeemableNoncontrollingInterestEquityCommonCarryingAmount,,308796000.000,308432610.000,308096430.000,307645776.000,307245783.000,305437086.000
RestrictedInvestmentsAtFairValue,,325004824.000,325013723.000,325021738.000,324840868.000,324849061.000,324857250.000
RetainedEarningsAccumulatedDeficit,,,,,,,-3554686.000
StockholdersEquity,17000.000,5000003.000,5000007.000,5000007.000,5000007.000,5000007.000,5000007.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,313796003.000,313432617.000,313096437.000,312645783.000,313245790.000,279893384.000
TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,,,,,,,30543709.000
TemporaryEquityRedemptionPricePerShare,,10.000,10.000,10.000,10.000,10.000,10.000
TemporaryEquityRedemptionValue,,,30843261.000,,,,
TemporaryEquitySharesOutstanding,,30879600.000,30843261.000,30809643.000,30764578.000,30724578.000,30543709.000
