,2014-12-31,2015-03-31,2015-09-30,2015-12-31,2016-03-31,2016-09-30,2016-12-31,2017-03-31
AmortizationOfDebtDiscountPremium,,,,98738.000,108305.000,416519.000,715460.000,523700.000
AmortizationOfFinancingCosts,,,,,14379.000,-416519.000,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,-168598.000,,
BusinessCombinationSeparatelyRecognizedTransactionsNetGainsAndLosses,,,,,,-6191000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-8345.000,,,-297822.000,,
CashPeriodIncreaseDecrease,-1569.000,-7356.000,,,,,,
CostOfGoodsSold,,,,,,45489.000,8781.000,14203.000
CostsAndExpenses,-23869.000,-13767.000,,,,,,
DebtConversionConvertedInstrumentAmount1,,,,,,65000.000,,575340.000
DebtIssuanceCosts,,,,14379.000,,,,
Depreciation,,,1559.000,,,,,
DepreciationAndAmortization,,,1559.000,,,,,
DerivativeGainLossOnDerivativeNet,,,,-4703452.000,89358.000,12592429.000,565449.000,1300009.000
EarningsPerShareBasic,,,,-0.090,0.010,0.060,,0.010
EarningsPerShareBasicAndDiluted,-0.000,0.000,0.000,,,,,
EquipmentExpense,500.000,228.000,256.000,,,,,
FairValueAssumptionsExpectedDividendRate,,,,,,0.000,,
FairValueAssumptionsExpectedVolatilityRate,,,,,,2.200,,
FeesAndCommissions,18.000,173.000,,,,,,
FinancialServicesCosts,,,,33935.000,,36000.000,15000.000,
GeneralAndAdministrativeExpense,2546.000,4847.000,1518.000,,,,,
GrossProfit,14300.000,15750.000,15500.000,,534.000,27832.000,4074.000,-10541.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,-4954499.000,-194215.000,4057068.000,-519203.000,485271.000
IncreaseDecreaseInAccountsPayable,,,,,,35403.000,,
IncreaseDecreaseInAccruedLiabilities,,,,,,39518.000,,
IncreaseDecreaseInDeposits,42584.000,54151.000,,,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,,,,10092.000,,
InterestExpense,,,,,12175.000,44232.000,47787.000,47589.000
LicenseCosts,,,,,,,137000.000,
MarketingAndAdvertisingExpense,1168.000,,,,,,,
MarketingExpense,,,71.000,,,3886.000,,
NetCashProvidedByUsedInFinancingActivities,,,,,,8746444.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,8746444.000,,
NetCashProvidedByUsedInInvestingActivities,,-707.000,,,,-32500.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-707.000,,,,-32500.000,,
NetCashProvidedByUsedInOperatingActivities,-1569.000,-6649.000,-8345.000,,,-9011766.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1569.000,-6649.000,-8345.000,,,-9011766.000,,
NetIncomeLoss,-9569.000,-5649.000,-9904.000,-4954499.000,-194215.000,4057068.000,-519203.000,485271.000
NonoperatingIncomeExpense,,5.000,,,,,,
OfficersCompensation,,,36800.000,,,,,
OperatingExpenses,,,25404.000,152309.000,163627.000,1911442.000,325479.000,232908.000
OperatingIncomeLoss,-9569.000,1983.000,-9904.000,-152309.000,-163093.000,-1883610.000,-321405.000,-243449.000
OtherGeneralAndAdministrativeExpense,,,,12818.000,11293.000,26847.000,20347.000,47814.000
OtherNonoperatingIncomeExpense,,,,-4802190.000,-31122.000,5940678.000,-197798.000,728720.000
PaymentsForFilmCosts,,,-8000.000,,,,,
PaymentsToAcquireInvestments,,,,,,32500.000,,
PaymentsToDevelopSoftware,7000.000,,,,,,,
ProFormaWeightedAverageSharesOutstandingDiluted,10851500.000,10851500.000,,,,,,
ProceedsFromConvertibleDebt,,,,,,81402.000,,
ProceedsFromIssuanceOfLongTermDebt,,,,,,315000.000,,
ProceedsFromIssuanceOrSaleOfEquity,,,,,,5091000.000,,
ProceedsFromNotesPayable,,,,,,530000.000,,
ProfessionalAndContractServicesExpense,7000.000,,5300.000,,,,,
ProfessionalFees,5450.000,8000.000,8700.000,5699.000,30908.000,1759266.000,53927.000,172982.000
RepaymentsOfLongTermDebt,,,,,,-65000.000,,
ResearchAndDevelopmentExpense,,,,23360.000,22464.000,934.000,3257.000,
Revenues,14300.000,15750.000,15500.000,,534.000,73321.000,12855.000,3662.000
SalariesWagesAndOfficersCompensation,,,,57712.000,49992.000,74944.000,83782.000,2269.000
SalesRevenueNet,14300.000,15750.000,15500.000,,534.000,73321.000,12855.000,3662.000
SalesRevenueServicesGross,14300.000,15750.000,,,,,,
ShareBasedCompensation,,,,10150.000,,,,
StockIssuedDuringPeriodSharesNewIssues,,,,,,17503758.000,,
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,,,9500000.000,,,,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,,1634758.000,,
TravelAndEntertainmentExpense,187.000,520.000,,8635.000,6090.000,7779.000,11076.000,9695.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,10851500.000,53263276.000,53332576.000,64205131.000,77749592.000,90735508.000
