,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1696000.000,854000.000,1338000.000,3095000.000,1266000.000,1517000.000,2957000.000,2909000.000,1912000.000
AccruedLiabilitiesCurrent,1740000.000,1459000.000,1825000.000,1415000.000,1545000.000,2003000.000,3033000.000,3338000.000,3440000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,637000.000,,,,1370000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-5000.000,-8000.000,-2000.000,-4000.000,-17000.000,-1000.000,-4000.000
AdditionalPaidInCapitalCommonStock,2512000.000,147308000.000,148255000.000,149416000.000,150365000.000,151853000.000,153199000.000,181840000.000,183051000.000
Assets,60783000.000,123953000.000,116988000.000,109974000.000,99223000.000,90024000.000,82232000.000,106962000.000,92763000.000
AssetsCurrent,58402000.000,123050000.000,115365000.000,108218000.000,97517000.000,88231000.000,80579000.000,105398000.000,91281000.000
AvailableForSaleSecurities,,,49947000.000,,,,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,0.000,1000.000,0.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,17000.000,2000.000,0.000
AvailableForSaleSecuritiesAmortizedCost,,,49952000.000,44960000.000,44956000.000,57822000.000,54704000.000,19253000.000,7888000.000
AvailableForSaleSecuritiesCurrent,,,49947000.000,44952000.000,44954000.000,57818000.000,54687000.000,19252000.000,7888000.000
CashAndCashEquivalentsAtCarryingValue,58124000.000,122301000.000,64471000.000,62562000.000,51704000.000,29271000.000,24622000.000,85367000.000,82198000.000
CommonStockCapitalSharesReservedForFutureIssuance,9172723.000,3488016.000,3490967.000,3451983.000,4131128.000,4097250.000,4095838.000,4024470.000,4840083.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,275000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,1542155.000,13903536.000,13903536.000,13942520.000,13960501.000,13994378.000,13995791.000,16837126.000,16825918.000
CommonStockSharesOutstanding,1147068.000,13598693.000,13696286.000,13786285.000,13839792.000,13900576.000,13915984.000,16771314.000,16804721.000
