,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,1599000.000,,
AllocatedShareBasedCompensationExpense,,,10571000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,441.000,5249.000,5523000.000
AvailableForSaleDebtSecuritiesGrossUnrealizedLoss,-180000.000,,
CapitalExpendituresIncurredButNotYetPaid,,161000.000,148000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-9369000.000
ComprehensiveIncomeNetOfTax,10043000.000,-51780000.000,-60093000.000
CurrentFederalTaxExpenseBenefit,7367000.000,-5273000.000,-116000.000
CurrentForeignTaxExpenseBenefit,,,0.000
CurrentIncomeTaxExpenseBenefit,7374000.000,-5272000.000,-115000.000
CurrentStateAndLocalTaxExpenseBenefit,7000.000,1000.000,1000.000
DeferredFederalIncomeTaxExpenseBenefit,,,0.000
DeferredForeignIncomeTaxExpenseBenefit,,,0.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,0.000
DepreciationDepletionAndAmortization,155000.000,435000.000,808000.000
DilutiveSecurities,101000.000,,0.000
DividendsCommonStock,0.000,0.000,0.000
EarningsPerShareBasic,0.600,-2.860,-2.770
EarningsPerShareDiluted,0.530,-2.860,-2.770
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,1599000.000,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,1599000.000,,
FairValueAdjustmentOfWarrants,983000.000,,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,-7215000.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,983000.000,,
GainLossOnDispositionOfAssets1,111000.000,,0.000
GeneralAndAdministrativeExpense,15472000.000,23458000.000,30326000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,17599000.000,-57074000.000,-60147000.000
