,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,,,,,10527000.000,13924000.000,18204000.000,14248000.000,,,9956000.000
AccountsReceivableNetCurrent,,,,,,84053000.000,71518000.000,62742000.000,37737000.000,,,55167000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,940000.000,,,,,,
AccruedIncomeTaxesCurrent,,,,,,,1801000.000,2695000.000,2857000.000,,,3121000.000
AccruedLiabilitiesCurrent,15425.000,10000.000,80822.000,226575.000,1307523.000,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,76000.000,259000.000,414000.000,636000.000,832000.000,1105000.000,1377000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,-1428000.000,-5559000.000,-6103000.000,-826000.000,,,-6243000.000
AdditionalPaidInCapital,5232157.000,5369792.000,5673291.000,5978574.000,6953659.000,467520000.000,472494000.000,473565000.000,474181000.000,,,475854000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,190000.000,651000.000,1030000.000,,,1422000.000
Assets,221583821.000,221528133.000,221317716.000,221094516.000,221592039.000,1085744000.000,1082674000.000,1080357000.000,1065592000.000,,,954996000.000
AssetsCurrent,1083457.000,1027564.000,814755.000,590450.000,371168.000,207289000.000,180656000.000,161622000.000,135103000.000,,,169823000.000
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,,,,,,9263000.000,
Cash,954414.000,914173.000,733386.000,526986.000,305808.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,28755000.000,57765000.000,64955000.000,60313000.000,,,84858000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,11.500,11.500,,,,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,11.500,11.500,11.500,11.500,11.500,11.500,11.500,11.500
ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,1.000,1.000,1.000,1.000,1.000,,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,16790233.000,15983072.000,15983072.000,15983072.000,15983072.000,15983072.000,15983072.000
ClassOfWarrantOrRightOutstanding,,,,,,16790233.000,15983072.000,15983072.000,15983072.000,15983072.000,15983072.000,15983072.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000
CommonStockSharesAuthorized,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000
CommonStockSharesIssued,6691445.000,6705208.000,6735558.000,6766087.000,6935659.000,49940548.000,49940548.000,50562176.000,50632817.000,,,50942207.000
CommonStockSharesOutstanding,6691445.000,6705208.000,6735558.000,6766087.000,6935659.000,49940548.000,49528214.000,49900795.000,49971436.000,,50031547.000,50280826.000
CommonStockValue,669.000,671.000,674.000,677.000,687.000,5000.000,5000.000,5000.000,5000.000,,,5000.000
DebtInstrumentCarryingAmount,,,,,,423937000.000,422875000.000,421813000.000,420750000.000,419688000.000,,417563000.000
DeferredFinanceCostsNoncurrentNet,,,,,716500.000,,,,,,,
DeferredIncomeTaxAssetsNet,,,,,,,,,,,,8227000.000
DeferredIncomeTaxLiabilities,,,,,,,118000.000,,,,790000.000,
DeferredRevenueCurrent,,,,,,,0.000,,,,,
DeferredRevenueNoncurrent,,,,,,,0.000,,,,,
DeferredTaxAssetsGross,,,230000.000,334000.000,665000.000,,21222000.000,,,,,
DeferredTaxAssetsInventory,,,,,,,2070000.000,,,,46000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,11993000.000,,,,8459000.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,401000.000,12278000.000,30919000.000,50914000.000,,,
DeferredTaxAssetsNet,,,,,,,12111000.000,,,,9249000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,12991000.000,,,,27682000.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,33500000.000,,,,75400000.000,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,,2600000.000,,,,2600000.000,
DeferredTaxAssetsOperatingLossCarryforwardsNotSubjectToExpiration,,,,,,,500000.000,,,,300000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,6500000.000,,,,5100000.000,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,61000.000,,,,,,,,,
DeferredTaxAssetsOther,,,,,,,816000.000,,,,952000.000,
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,,,,,,300000.000,,,,,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,,100000.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits,,,,,,,425000.000,,,,547000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,,,,1132000.000,,,,2546000.000,
DeferredTaxAssetsValuationAllowance,,,,,,,9111000.000,,,,27732000.000,
DeferredTaxLiabilities,,,,,,9800000.000,,,,,,
