,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,6433.000,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,2060.000,,,,,,,,,,,,,,
AccountsPayableCurrent,29620.000,40402.000,52031.000,49334.000,63077.000,27334.000,71909.000,86408.000,56866.000,62989.000,70371.000,67312.000,95075.000,119799.000,127538.000,149387.000,156540.000,164314.000,151592.000,176453.000,155359.000,153692.000,154845.000
AccruedIncomeTaxes,,,,0.000,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,3172.000,9421.000,9381.000,12910.000,18125.000,22341.000,26314.000,28800.000,32804.000,36765.000,40812.000,44860.000,48935.000,53101.000,57673.000,62446.000,13717.000,19692.000,25960.000
AccruedProfessionalFeesCurrent,7000.000,8500.000,8500.000,1500.000,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,2958.000,3673.000,4388.000,5103.000,5722.000,5722.000,,,,,,,,,,,,,,
AdditionalPaidInCapital,769388.000,781788.000,781788.000,781788.000,797270.000,797270.000,797270.000,819284.000,1023302.000,1032050.000,1031708.000,1089374.000,1170995.000,1180283.000,1180229.000,1180229.000,1170995.000,1178873.000,1184003.000,1178873.000,1169618.000,1169618.000,1169618.000
Assets,392620.000,313586.000,245624.000,246098.000,36098.000,19805.000,12215.000,31642.000,28785.000,22860.000,11637.000,26717.000,22719.000,22652.000,12844.000,6000.000,2659.000,591.000,8638.000,2572.000,1183.000,5586.000,2767.000
AssetsCurrent,84514.000,46695.000,14358.000,16137.000,22003.000,6675.000,50.000,20346.000,26027.000,20352.000,11046.000,26126.000,22128.000,22061.000,12253.000,5409.000,2068.000,,8047.000,1981.000,592.000,4995.000,2176.000
Cash,,,,,7003.000,6675.000,50.000,150.000,80.000,21.000,42.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,592.000,4995.000,2176.000
CashAndCashEquivalentsAtCarryingValue,33850.000,8520.000,396.000,16137.000,7003.000,6675.000,50.000,150.000,80.000,21.000,42.000,,,,,,,,8047.000,1981.000,592.000,4995.000,2176.000
CashFDICInsuredAmount,,,,250000.000,,,250000.000,,,,,,,,,,,,,,,250000.000,250000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000,3500000000.000
CommonStockSharesIssued,55600000.000,55700000.000,55700000.000,55700000.000,55700000.000,55700000.000,55700000.000,56366000.000,58448067.000,58934067.000,59096067.000,62050567.000,62320567.000,62752567.000,62806567.000,62808567.000,62320567.000,62819882.000,63089882.000,62819882.000,62892211.000,62892211.000,62892211.000
CommonStockSharesOutstanding,55600000.000,55700000.000,55700000.000,55700000.000,55700000.000,55700000.000,55700000.000,56366000.000,58448067.000,58934067.000,59096067.000,62050567.000,62320567.000,62752567.000,62806567.000,62808567.000,62320567.000,62819882.000,63089882.000,62819882.000,62892211.000,62892211.000,62892211.000
CommonStockValue,55600.000,55700.000,55700.000,55700.000,55700.000,55700.000,55700.000,56366.000,58448.000,58934.000,59096.000,62051.000,62321.000,62753.000,62807.000,62807.000,62321.000,62820.000,63090.000,62820.000,62892.000,62892.000,62892.000
DebtInstrumentUnusedBorrowingCapacityAmount,,,,,,,,,,,,,,,,,,,,,297866.000,306866.000,316866.000
DeferredTaxAssetsNet,,,,0.000,0.000,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,303678.000,398334.000,,,,,,,,526090.000,,,,573935.000,,,,594365.000,,
DeferredTaxAssetsValuationAllowance,,,,303678.000,398334.000,,,,,,,,-526090.000,,,,-573935.000,,,,594365.000,,
DeferredTaxLiabilities,,,,95222.000,,,,,,,,,,,,,,,,,,,
DepositAssets,,,,16925.000,15000.000,,,,,,,,,,,,,,,,,,
DepositsAssetsCurrent,,,,,15000.000,,,,,,,,,,,,,,,,,,
DepositsAssetsNoncurrent,101925.000,51925.000,16925.000,16925.000,0.000,,,,,,,,,,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,613105.000,718771.000,798362.000,893191.000,1171570.000,1203369.000,1266742.000,1272273.000,1366706.000,1392204.000,1429472.000,1425931.000,1547326.000,1585798.000,1631079.000,1665105.000,,,,,,,
DueToOfficersOrStockholdersCurrent,,,,,,,,,12162.000,,,,,,,,,,,,,,
DueToOtherRelatedPartiesClassifiedCurrent,,,,,28503.000,26814.000,30562.000,8562.000,,,,,,,,,,,,,,,
DueToRelatedPartiesCurrent,0.000,1850.000,1850.000,1850.000,26814.000,26814.000,30562.000,8562.000,25000.000,25000.000,27870.000,4361.000,,,31787.000,33072.000,26417.000,26717.000,26717.000,,26717.000,26717.000,26717.000
ExcessStockSharesIssued,,,,,,,,,405400.000,,,,,,,,,,,,,,
FederalFundsSold,,,,,,,,,,,,,,,,,,,,,250000.000,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,1583.000,1833.000,2083.000,2333.000,2583.000,2833.000,3083.000,3333.000,3333.000,3333.000,,,,,,,,,,
FiniteLivedIntangibleAssetsGross,,,,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,,,,,,,,,,
FiniteLivedIntangibleAssetsNet,,,,3417.000,3167.000,2917.000,2667.000,2417.000,2167.000,1917.000,,,,,,,,,,,,,
IncomeTaxExaminationPenaltiesAndInterestAccrued,,,,,,,,0.000,0.000,0.000,,,0.000,,,,,,,,,,
Liabilities,36620.000,50752.000,62381.000,157684.000,223063.000,238569.000,294352.000,296630.000,313741.000,324080.000,350305.000,301223.000,336729.000,,,,,463982.000,480831.000,483749.000,501759.000,515067.000,532488.000
LiabilitiesAndStockholdersEquity,392620.000,313586.000,245624.000,246098.000,36098.000,19805.000,12215.000,31642.000,28785.000,22860.000,11637.000,26717.000,22719.000,22652.000,12844.000,6000.000,2659.000,591.000,8638.000,2572.000,1183.000,5586.000,2767.000
LiabilitiesCurrent,,,,,,,,,268741.000,324080.000,350305.000,301223.000,336729.000,365414.000,400887.000,428069.000,447742.000,,,,,,
LoansPayable,,,,,,,,,,,,,,,,,8100.000,,,,,,
LoansPayableCurrent,,,,105000.000,130000.000,175000.000,182500.000,188750.000,168750.000,213750.000,225750.000,200750.000,8100.000,8100.000,,,,8100.000,8100.000,8100.000,8100.000,8100.000,8100.000
LongTermDebtNoncurrent,,,,,,,,,45000.000,,,,,,,,,,,,,,
LongTermLoansPayable,,,,,,,,,213750.000,213750.000,225750.000,200750.000,200750.000,200750.000,200750.000,200750.000,200750.000,211750.000,236750.000,236750.000,297866.000,306866.000,316866.000
MineralPropertiesNet,188226.000,197976.000,198316.000,197976.000,0.000,,,,,,,,,,,,,,,,,,
NotesPayableCurrent,,,,,,,,,,,,,200750.000,200750.000,200750.000,200750.000,207750.000,211750.000,236750.000,236750.000,297866.000,306866.000,316866.000
OperatingLossCarryforwards,,,,839191.000,1171570.000,,,,1366000.000,,,,1547326.000,,,,,,,,,,
