,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,6962000.000,2056000.000,2213000.000,1078000.000,506000.000,785000.000,2236000.000,1949000.000
AccountsReceivableNetCurrent,8954000.000,9370000.000,12134000.000,13819000.000,13209000.000,12904000.000,13806000.000,15309000.000
AccruedMarketingCostsCurrent,,,,1483000.000,125000.000,1637000.000,142000.000,843000.000
AccruedProfessionalFeesCurrent,1744000.000,1532000.000,411000.000,299000.000,477000.000,531000.000,292000.000,443000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,2044000.000,,,,4220000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,4000.000,-42000.000,17000.000,25000.000,8000.000,-1000.000,-4000.000
AdditionalPaidInCapitalCommonStock,23366000.000,307998000.000,309078000.000,310861000.000,312589000.000,432711000.000,435551000.000,563832000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2814000.000,1267000.000,1812000.000,2589000.000,3086000.000,2923000.000,2422000.000,1988000.000
Assets,106941000.000,243280000.000,229737000.000,213483000.000,203890000.000,313268000.000,303670000.000,413953000.000
AssetsCurrent,30059000.000,163948000.000,151578000.000,136173000.000,127349000.000,91232000.000,82717000.000,194826000.000
AvailableForSaleSecuritiesCurrent,,97934000.000,82282000.000,69522000.000,56698000.000,30916000.000,15793000.000,36005000.000
CashAndCashEquivalentsAtCarryingValue,15423000.000,54064000.000,55066000.000,50193000.000,55781000.000,44032000.000,50015000.000,139948000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,2.950,,,,,,
ClassOfWarrantOrRightOutstanding,,65619.000,,0.000,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,3274827.000,38441130.000,38524922.000,38707479.000,38744118.000,46029639.000,46201563.000,54359434.000
CommonStockSharesOutstanding,3274827.000,38441130.000,38524922.000,38707479.000,38744118.000,46029639.000,46201563.000,54359434.000
CommonStockValue,3000.000,38000.000,38000.000,39000.000,39000.000,46000.000,46000.000,54000.000
DebtInstrumentCarryingAmount,,,26667000.000,,,,44490000.000,
DeferredIncomeTaxLiabilitiesNet,,,,,,1545000.000,1694000.000,1844000.000
DeferredRevenueCurrent,,432000.000,831000.000,916000.000,788000.000,810000.000,1002000.000,1615000.000
DeferredTaxAssetsLiabilitiesNetCurrent,78000.000,33000.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,47053000.000,,,,70247000.000,
DeferredTaxAssetsOther,,,86000.000,,,,153000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,451000.000,,,,2238000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,926000.000,,,,1088000.000,
DeferredTaxAssetsValuationAllowance,,,46477000.000,,,,71202000.000,
DeferredTaxLiabilities,,,1185000.000,,,,1694000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,3072000.000,,,,6908000.000,
DeferredTaxLiabilitiesNoncurrent,939000.000,1056000.000,1185000.000,1347000.000,1357000.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,152000.000,,,,28000.000,
EmployeeRelatedLiabilitiesCurrent,5088000.000,5956000.000,6326000.000,3135000.000,4631000.000,7781000.000,8856000.000,7242000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,7900000.000,10700000.000,11200000.000,19400000.000,19300000.000,23800000.000,24700000.000,53700000.000
FairValueAssetsLevel1ToLevel2TransfersAmount,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
FairValueAssetsLevel2ToLevel1TransfersAmount,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
FairValueLiabilitiesLevel1ToLevel2TransfersAmount,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
FairValueLiabilitiesLevel2ToLevel1TransfersAmount,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,3971000.000,5145000.000,5598000.000,6660000.000,7717000.000,9719000.000,11682000.000,13630000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,2593000.000,2983000.000,1684000.000,,,,2577000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,4024000.000,,,,7838000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,2099000.000,1180000.000,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,1694000.000,1949000.000,1274000.000,,,,1538000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,2485000.000,2694000.000,1951000.000,,,,2389000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,3382000.000,3741000.000,2672000.000,,,,4309000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,3950000.000,4307000.000,3660000.000,,,,6224000.000,
FiniteLivedIntangibleAssetsGross,20174000.000,21999000.000,20863000.000,21248000.000,21511000.000,36105000.000,36557000.000,36708000.000
FiniteLivedIntangibleAssetsNet,16203000.000,16854000.000,15265000.000,14588000.000,13794000.000,26386000.000,24875000.000,23078000.000
Goodwill,56260000.000,56342000.000,56342000.000,56342000.000,56342000.000,188136000.000,188184000.000,188184000.000
IntangibleAssetsNetExcludingGoodwill,16203000.000,16854000.000,15265000.000,14588000.000,13794000.000,26386000.000,24875000.000,23078000.000
InterestPayableCurrent,,,287000.000,179000.000,227000.000,344000.000,389000.000,218000.000
LiabilitiesAndStockholdersEquity,106941000.000,243280000.000,229737000.000,213483000.000,203890000.000,313268000.000,303670000.000,413953000.000
LiabilitiesCurrent,26091000.000,17307000.000,17986000.000,14948000.000,15995000.000,20299000.000,21073000.000,18138000.000
LiabilityForUncertainTaxPositionsCurrent,,,0.000,,,,0.000,
LitigationReserveCurrent,4805000.000,1384000.000,1056000.000,1653000.000,2142000.000,1560000.000,897000.000,676000.000
LongTermDebt,32658000.000,27113000.000,26477000.000,26207000.000,31387000.000,,44424000.000,42434000.000
LongTermDebtCurrent,1250000.000,1250000.000,1250000.000,1250000.000,4250000.000,2000000.000,2000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,1250000.000,,,,2000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,417000.000,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,1250000.000,,,,42490000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,23750000.000,,,,,
LongTermDebtNoncurrent,31408000.000,25863000.000,25227000.000,24957000.000,27137000.000,42469000.000,42424000.000,42434000.000
OperatingLeasesFutureMinimumPaymentsDue,,,10342000.000,,,,11855000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,1682000.000,,,,1996000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,934000.000,,,,1315000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,898000.000,,,,1272000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,1069000.000,,,,1228000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,1221000.000,,,,1880000.000,
