,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,0.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1279000.000,,,,1190000.000,,,,1287000.000,,,,1549000.000,,,,1854000.000,,,,1814000.000,,,,1707000.000,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,,,,,,,,,77316000.000,,,,80146000.000,,,,80284000.000,,,,,
AmortizationOfFinancingCosts,,169000.000,170000.000,,396000.000,432000.000,526000.000,561000.000,564000.000,576000.000,556000.000,557000.000,528000.000,553000.000,545000.000,543000.000,547000.000,549000.000,703000.000,832000.000,878000.000,835000.000,841000.000,805000.000,765000.000,664000.000
AmortizationOfFinancingCostsAndDiscounts,215000.000,,,,378000.000,,,,-44000.000,,,,-476000.000,,,,,,,,878000.000,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,149439.000,,,,153196.000,,,,310385.000,,,,405526.000,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,,,,0.300,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,,,,0.300,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,,,,,,,,,28607000.000,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,32821000.000,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,278024000.000,,,,,,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,176000.000,245000.000,153000.000,1997000.000,3594000.000,307000.000,156000.000,441000.000,0.000,0.000,2687000.000,-41000.000,107000.000,1744000.000,0.000,528000.000,447000.000,-3000.000,55000.000,0.000,0.000,0.000,0.000,0.000,,
BusinessCombinationConsiderationTransferred1,,,,,,,,,,,,,,,,,446250000.000,,,,,,,,,
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,,,,,,,,,,,,,,,,786000.000,3656000.000,3399000.000,3864000.000,,,,,,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,,,,,,,,,,,,,,,14466000.000,22867000.000,23645000.000,21906000.000,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,2036000.000,,,,4110000.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-1989000.000,,,,-8230000.000,,,,-15289000.000,,,,3504000.000,,,,-96746000.000,,,,3687000.000,,,,226784000.000,
CommonStockDividendsPerShareCashPaid,0.110,,,,0.110,0.110,0.200,0.290,0.200,0.200,0.200,0.360,0.280,0.280,0.380,0.470,0.380,0.380,0.450,0.520,0.450,,,,,
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,,,,,,,,,,,,,0.450,
ComprehensiveIncomeNetOfTax,,,,,,30529000.000,26847000.000,,-816000.000,51910000.000,30302000.000,20877000.000,-5834000.000,87587000.000,103863000.000,23374000.000,-596000.000,59954000.000,44297000.000,31052000.000,-3397000.000,55295000.000,162278000.000,41067000.000,83596000.000,61134000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,114000.000,103000.000,,,177000.000,101000.000,,,265000.000,313000.000,,,152000.000,71000.000,,,84000.000,209000.000,,,90000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,30643000.000,26950000.000,,-811000.000,52087000.000,30403000.000,20951000.000,-5843000.000,87852000.000,104176000.000,23446000.000,-590000.000,60106000.000,44368000.000,31098000.000,-3398000.000,55379000.000,162487000.000,41132000.000,83708000.000,61224000.000
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesAdditionalInterestIssuedToParent,,,,,778000.000,,,,-10000.000,,,,-10000.000,,,,,,,,,,,,,
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesNet,,,,,-16895000.000,,,,-7385000.000,,,,-8962000.000,,,,,,,,,,,,,
