,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,817000000.000,850000000.000,878000000.000,265000000.000,,,,,,,,,,,,,,,,,,,,,,
AccountsPayableCurrent,,,,265000000.000,313000000.000,337000000.000,297000000.000,283000000.000,317000000.000,299000000.000,271000000.000,271000000.000,295000000.000,313000000.000,319000000.000,289000000.000,350000000.000,305000000.000,310000000.000,277000000.000,357000000.000,359000000.000,311000000.000,303000000.000,353000000.000,367000000.000
AccountsPayableTradeCurrent,331000000.000,299000000.000,288000000.000,,,,,,,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,561000000.000,610000000.000,541000000.000,585000000.000,564000000.000,615000000.000,546000000.000,552000000.000,583000000.000,625000000.000,531000000.000,564000000.000,557000000.000,589000000.000,546000000.000,556000000.000,572000000.000,630000000.000,571000000.000,570000000.000,576000000.000,642000000.000,581000000.000,595000000.000,606000000.000,698000000.000
AccruedIncomeTaxesCurrent,128000000.000,244000000.000,382000000.000,530000000.000,40000000.000,56000000.000,48000000.000,45000000.000,36000000.000,60000000.000,21000000.000,33000000.000,63000000.000,54000000.000,25000000.000,10000000.000,50000000.000,58000000.000,25000000.000,27000000.000,59000000.000,50000000.000,52000000.000,4000000.000,24000000.000,41000000.000
AccruedInsuranceCurrent,35000000.000,36000000.000,40000000.000,35000000.000,37000000.000,38000000.000,43000000.000,43000000.000,46000000.000,51000000.000,54000000.000,47000000.000,50000000.000,52000000.000,47000000.000,46000000.000,47000000.000,47000000.000,43000000.000,42000000.000,44000000.000,46000000.000,37000000.000,36000000.000,39000000.000,39000000.000
AccruedInsuranceCurrentAndNoncurrent,,,,89000000.000,,,,120000000.000,,,,136000000.000,,,,136000000.000,,,,117000000.000,,,,103000000.000,,
AccruedLiabilitiesCurrent,,,,603000000.000,542000000.000,575000000.000,625000000.000,589000000.000,544000000.000,571000000.000,598000000.000,595000000.000,530000000.000,559000000.000,614000000.000,672000000.000,587000000.000,631000000.000,685000000.000,708000000.000,688000000.000,688000000.000,688000000.000,670000000.000,696000000.000,796000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,1038000000.000,,,,-1163000000.000,,,,1279000000.000,,,,1401000000.000,,,,1493000000.000,,,,1584000000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-26000000.000,-22000000.000,-97000000.000,-110000000.000,-86000000.000,-105000000.000,-98000000.000,-110000000.000,-97000000.000,-104000000.000,-103000000.000,-88000000.000,-91000000.000,-85000000.000,-99000000.000,-137000000.000,-162000000.000,-149000000.000,-190000000.000,-195000000.000,-187000000.000,-202000000.000,-213000000.000,-229000000.000,-206000000.000,-193000000.000
AdditionalPaidInCapitalCommonStock,1996000000.000,1798000000.000,1708000000.000,1631000000.000,1575000000.000,1524000000.000,1433000000.000,1308000000.000,1227000000.000,1222000000.000,1116000000.000,970000000.000,939000000.000,808000000.000,758000000.000,658000000.000,546000000.000,447000000.000,313000000.000,211000000.000,93000000.000,94000000.000,94000000.000,95000000.000,61000000.000,0.000
Assets,9314000000.000,9228000000.000,9189000000.000,9283000000.000,8784000000.000,8907000000.000,8989000000.000,8928000000.000,8872000000.000,8709000000.000,8129000000.000,8201000000.000,8227000000.000,8226000000.000,8261000000.000,8273000000.000,8252000000.000,8267000000.000,8225000000.000,8869000000.000,8364000000.000,8406000000.000,8673000000.000,9791000000.000,10008000000.000,10319000000.000
AssetsCurrent,1773000000.000,1695000000.000,1695000000.000,1757000000.000,1261000000.000,1391000000.000,1396000000.000,1335000000.000,1280000000.000,1213000000.000,1059000000.000,1119000000.000,1173000000.000,1189000000.000,1241000000.000,1211000000.000,1194000000.000,1259000000.000,1222000000.000,1817000000.000,1283000000.000,1325000000.000,1602000000.000,2736000000.000,1247000000.000,1555000000.000
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,,,,,,,,,,,,,,,,,,,3000000.000,0.000,,,,1000000.000,1000000.000,1000000.000
BuildingsAndImprovementsGross,,,,422000000.000,,,,465000000.000,,,,483000000.000,,,,488000000.000,,,,504000000.000,,,,533000000.000,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,,,,,2000000.000,,,,0.000,,,,0.000,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireePercentage,,,,,,,,,,,,,,,,,,,,,,,,0.026,,
CapitalLeaseObligations,,,,11000000.000,,,,57000000.000,,57000000.000,57000000.000,56000000.000,57000000.000,57000000.000,59000000.000,86000000.000,97000000.000,103000000.000,112000000.000,136000000.000,139000000.000,141000000.000,146000000.000,153000000.000,157000000.000,162000000.000
CapitalLeaseObligationsCurrent,3000000.000,3000000.000,3000000.000,4000000.000,4000000.000,4000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,2000000.000,,,,4000000.000,5000000.000,5000000.000,7000000.000,8000000.000,9000000.000,8000000.000,10000000.000,10000000.000,11000000.000
