,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,380000.000
AllocatedShareBasedCompensationExpense,4584000.000,,,,,
AmortizationOfFinancingCosts,,371000.000,,,,465000.000
AmortizationOfIntangibleAssets,,4940000.000,4940000.000,4940000.000,4937000.000,4715000.000
AmortizationOfLeasedAsset,,99000.000,,,,94000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,6838000.000,,,,19843000.000
ComprehensiveIncomeNetOfTax,-4044000.000,3178000.000,4110000.000,3495000.000,10754000.000,8921000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,4423000.000,12491000.000,13899000.000,11572000.000,11598000.000,9114000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,379000.000,15669000.000,18009000.000,15067000.000,22352000.000,18035000.000
CostOfRevenue,18858000.000,23639000.000,27801000.000,25925000.000,44952000.000,21124000.000
CostsAndExpenses,58478000.000,57733000.000,63641000.000,60854000.000,80351000.000,58047000.000
DeferredIncomeTaxExpenseBenefit,,1354000.000,,,,5298000.000
Depreciation,2716000.000,,,,,
DepreciationAndAmortization,7976000.000,7703000.000,7678000.000,7745000.000,8376000.000,7951000.000
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsDeclared,,,,,,3190000.000
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,119000.000,,,,31000.000
FeesAndCommissions,3646000.000,6186000.000,3973000.000,4179000.000,4776000.000,6516000.000
FranchiseRevenue,16148000.000,21491000.000,25506000.000,23046000.000,27331000.000,30281000.000
GainLossOnSaleOfPropertyPlantEquipment,,186000.000,,,,
GoodwillAndIntangibleAssetImpairment,,0.000,,,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,1968000.000,19636000.000,21510000.000,19658000.000,29104000.000,24974000.000
IncomeTaxExpenseBenefit,1230000.000,3291000.000,3419000.000,4795000.000,7156000.000,7108000.000
IncomeTaxesPaid,,4336000.000,,,,1595000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-16202000.000,,,,-21244000.000
IncreaseDecreaseInAccountsPayableRelatedParties,,-2113000.000,,,,
IncreaseDecreaseInAccountsReceivable,,-8864000.000,,,,-11859000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,-2314000.000,,,,310000.000
IncreaseDecreaseInCustomerAdvancesAndDeposits,,-334000.000,,,,8569000.000
IncreaseDecreaseInDeferredCharges,,-85000.000,,,,-106000.000
IncreaseDecreaseInDeferredRevenue,,-1091000.000,,,,527000.000
IncreaseDecreaseInInventories,,-3081000.000,,,,-471000.000
IncreaseDecreaseInOtherCurrentAssets,,4632000.000,,,,2187000.000
IncreaseDecreaseInOtherCurrentLiabilities,,30000.000,,,,188000.000
InterestIncomeExpenseNonoperatingNet,-6556000.000,-6367000.000,-6161000.000,-6291000.000,-8306000.000,-8763000.000
InterestPaid,,5815000.000,,,,7857000.000
MembershipDuesRevenueOnGoing,25153000.000,25697000.000,26383000.000,26675000.000,25966000.000,27041000.000
NetCashProvidedByUsedInFinancingActivities,,-7698000.000,,,,-5324000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-7698000.000,,,,-5324000.000
NetCashProvidedByUsedInInvestingActivities,,-845000.000,,,,-5336000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-845000.000,,,,-5336000.000
NetCashProvidedByUsedInOperatingActivities,,15262000.000,,,,30472000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,15262000.000,,,,30472000.000
NetIncomeLoss,-3893000.000,3368000.000,4132000.000,3425000.000,10575000.000,8842000.000
NetIncomeLossAttributableToNoncontrollingInterest,4631000.000,12977000.000,13959000.000,11438000.000,11373000.000,9024000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,3425000.000,,
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,3425000.000,,
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,170000.000,,,,38000.000
NonoperatingIncomeExpense,-8371000.000,-5974000.000,-6321000.000,-6495000.000,-6964000.000,-8081000.000
OperatingIncomeLoss,10339000.000,25610000.000,27831000.000,26153000.000,36068000.000,33055000.000
OperatingLeasesRentExpenseNet,4622000.000,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,198000.000,-93000.000,-3000.000,11000.000,13000.000,-8000.000
OtherComprehensiveIncomeLossNetOfTax,-359000.000,-676000.000,-82000.000,204000.000,404000.000,169000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-557000.000,-583000.000,-79000.000,193000.000,391000.000,177000.000
OtherCostAndExpenseOperating,1815000.000,,,,,
OtherNonoperatingExpense,1815000.000,,,,,
OtherNonoperatingIncomeExpense,,393000.000,-160000.000,-204000.000,1342000.000,682000.000
OtherOperatingIncomeExpenseNet,9000.000,186000.000,-21000.000,241000.000,963000.000,32000.000
PaymentsOfCapitalDistribution,,6411000.000,,,,3142000.000
PaymentsOfDividendsMinorityInterest,,,,,,20000.000
PaymentsToAcquirePropertyPlantAndEquipment,,865000.000,,,,5336000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,20000.000,,,,
ProfitLoss,738000.000,16345000.000,18091000.000,14863000.000,21948000.000,17866000.000
ProvisionForDoubtfulAccounts,,7000.000,,,,27000.000
RepaymentsOfLongTermCapitalLeaseObligations,,12000.000,,,,
RepaymentsOfLongTermDebt,,1275000.000,,,,1796000.000
RevenueFromRelatedParties,723000.000,1014000.000,586000.000,362000.000,1136000.000,467000.000
Revenues,68817000.000,83343000.000,91472000.000,87007000.000,116419000.000,91102000.000
SalesRevenueGoodsNet,23870000.000,29969000.000,35610000.000,33107000.000,58346000.000,27264000.000
SalesRevenueNet,68817000.000,83343000.000,91472000.000,87007000.000,116419000.000,91102000.000
SellingGeneralAndAdministrativeExpense,17348000.000,11845000.000,12381000.000,12244000.000,13538000.000,13820000.000
ShareBasedCompensation,,576000.000,,,,380000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,6.140,,,,,
