,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrentAndNoncurrent,27389000.000,36463000.000,21370000.000,9338000.000,18948000.000,21157000.000,23324000.000,9844000.000,15851000.000,25031000.000
AccountsReceivableNet,66375000.000,52711000.000,59490000.000,60869000.000,70328000.000,58628000.000,61994000.000,64478000.000,64943000.000,59510000.000
AccruedLiabilitiesAndOtherLiabilities,31203000.000,32228000.000,30086000.000,33555000.000,31412000.000,41428000.000,38692000.000,37521000.000,35074000.000,35812000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,27250000.000,,,,34151000.000,,,,40085000.000,
AdditionalPaidInCapital,-112185000.000,-112468000.000,-111794000.000,-111567000.000,-112058000.000,-115212000.000,-118706000.000,-119222000.000,-102216000.000,-101464000.000
AllowanceForDoubtfulAccountsReceivable,2125000.000,2346000.000,2087000.000,,2508000.000,,1929000.000,2057000.000,2481000.000,2170000.000
Assets,611366000.000,634422000.000,668888000.000,656345000.000,653727000.000,672276000.000,681174000.000,673172000.000,648421000.000,652657000.000
CashAndCashEquivalentsAtCarryingValue,207000.000,222000.000,225000.000,232000.000,289000.000,2180000.000,263000.000,839000.000,900000.000,783000.000
DeferredFinanceCostsNet,,10100000.000,9700000.000,9300000.000,8900000.000,,,,,
DeferredIncomeTaxLiabilities,10064000.000,13052000.000,16853000.000,20428000.000,29747000.000,,,,34841000.000,
DeferredTaxAssetsDerivativeInstruments,,140000.000,-34000.000,606000.000,295000.000,,,,313000.000,
DeferredTaxAssetsGross,4659000.000,7467000.000,10236000.000,12938000.000,20289000.000,,,,26516000.000,
DeferredTaxAssetsNet,4659000.000,7467000.000,10236000.000,12938000.000,20289000.000,,,,26516000.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,2535000.000,5545000.000,8644000.000,10534000.000,17835000.000,,,,24387000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,139000.000,194000.000,203000.000,238000.000,293000.000,,,,167000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,902000.000,457000.000,334000.000,592000.000,733000.000,,,,696000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,336000.000,369000.000,329000.000,346000.000,393000.000,,,,353000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsContingencies,104000.000,106000.000,108000.000,0.000,0.000,,,,0.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,100000.000,101000.000,99000.000,97000.000,106000.000,,,,137000.000,
DeferredTaxAssetsValuationAllowance,0.000,0.000,0.000,0.000,0.000,,,,0.000,
