,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableCurrent,268000.000,270000.000,211000.000,163000.000,149000.000,234000.000,103000.000,177000.000,232000.000,128000.000,278000.000,201000.000,162000.000,307000.000,138000.000,172000.000,88000.000,162000.000
AccountsReceivableNetCurrent,598000.000,598000.000,504000.000,553000.000,493000.000,627000.000,563000.000,475000.000,518000.000,432000.000,463000.000,522000.000,378000.000,487000.000,416000.000,407000.000,416000.000,369000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,,,17000.000,,,,,,
AccruedBonusesCurrentAndNoncurrent,,,,,28000.000,9000.000,16000.000,30000.000,4000.000,7000.000,17000.000,4000.000,7000.000,15000.000,23000.000,4000.000,6000.000,15000.000
AccruedIncomeTaxesCurrent,11000.000,,,,,,,,,,,,4000.000,6000.000,,,,
AccruedLiabilitiesCurrent,467000.000,428000.000,444000.000,335000.000,352000.000,438000.000,361000.000,416000.000,454000.000,378000.000,628000.000,550000.000,446000.000,404000.000,426000.000,354000.000,425000.000,382000.000
AccruedPayrollTaxesCurrentAndNoncurrent,,,,,,,30000.000,55000.000,0.000,,0.000,,,,20000.000,38000.000,58000.000,43000.000
AccruedRentCurrent,,,,,,,,,,,6000.000,,,,5000.000,,,
AccruedSalariesCurrentAndNoncurrent,,,,,45000.000,108000.000,42000.000,51000.000,104000.000,53000.000,60000.000,127000.000,58000.000,104000.000,60000.000,26000.000,65000.000,32000.000
AccruedSalesCommissionCurrent,,,,,35000.000,39000.000,34000.000,23000.000,45000.000,17000.000,19000.000,27000.000,20000.000,17000.000,16000.000,22000.000,15000.000,20000.000
AccruedVacationCurrentAndNoncurrent,,,,,166000.000,170000.000,164000.000,146000.000,160000.000,168000.000,181000.000,190000.000,196000.000,193000.000,203000.000,198000.000,209000.000,205000.000
