,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsNotesAndLoansReceivableNetCurrent,,,,,,,,34544000.000,,,,,,,,
AccountsPayableCurrent,57525000.000,77705000.000,134123000.000,121556000.000,98876000.000,141845000.000,205980000.000,237809000.000,216807000.000,278583000.000,296196000.000,364973000.000,294182000.000,214145000.000,253077000.000,207643000.000
AccountsPayableRelatedPartiesCurrent,,,974000.000,427000.000,353000.000,235000.000,940000.000,300000.000,693000.000,900000.000,2150000.000,3961000.000,3244000.000,1213000.000,1080000.000,
AccountsReceivableNetCurrent,19041000.000,23988000.000,32791000.000,23011000.000,25871000.000,22268000.000,22931000.000,22708000.000,25591000.000,34233000.000,38572000.000,33998000.000,40733000.000,63682000.000,65112000.000,66949000.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,30000.000,30000.000,112000.000,30000.000,30000.000,5000.000,22000.000,22000.000,
AccountsReceivableRelatedPartiesNoncurrent,664000.000,22000.000,,9000.000,9000.000,1772000.000,30000.000,,,,,,,,,
AccruedLiabilitiesCurrent,,,,29203000.000,,,,27485000.000,43588000.000,61787000.000,79462000.000,110050000.000,86102000.000,71952000.000,82884000.000,96380000.000
AccruedParticipationLiabilitiesDueInNextOperatingCycle,,,,1744000.000,,,,,,,,,,,,
AccruedProfessionalFeesCurrent,,,,,,,,6813000.000,5862000.000,,,9915000.000,10097000.000,10060000.000,12327000.000,22965000.000
AccumulatedDeferredInvestmentTaxCredit,16800000.000,37600000.000,76300000.000,139500000.000,,,,210900000.000,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,18739000.000,,,,30525000.000,,,47146000.000,53706000.000,64579000.000,74999000.000,99820000.000,113540000.000
AdditionalPaidInCapitalCommonStock,329941000.000,348081000.000,469053000.000,819914000.000,845124000.000,869722000.000,982701000.000,1003992000.000,1032090000.000,1061254000.000,1136121000.000,1195246000.000,1227550000.000,1287960000.000,1315874000.000,1301201000.000
AllowanceForDoubtfulAccountsReceivableCurrent,228000.000,446000.000,819000.000,955000.000,1217000.000,1225000.000,1109000.000,1941000.000,2364000.000,2263000.000,3610000.000,4292000.000,5149000.000,8041000.000,12233000.000,14829000.000
Assets,1451990000.000,1638204000.000,1960335000.000,2809534000.000,2927942000.000,3142311000.000,4149380000.000,4586211000.000,5040965000.000,5704692000.000,6512343000.000,7287118000.000,7959205000.000,8224080000.000,8680828000.000,9130756000.000
AssetsCurrent,275145000.000,309803000.000,312246000.000,787663000.000,727106000.000,673915000.000,1049465000.000,1002399000.000,944701000.000,923315000.000,935608000.000,902138000.000,836351000.000,611312000.000,676984000.000,692925000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,0.000,,,,,,,,
