,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AccruedInvestmentIncomeReceivable,906000.000,776000.000,884000.000,731000.000,694000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,250000.000,446000.000,462000.000,356000.000,325000.000
AdditionalPaidInCapitalCommonStock,7267000.000,7265000.000,7262000.000,7259000.000,7257000.000
AdvancePaymentsByBorrowersForTaxesAndInsurance,2287000.000,975000.000,2059000.000,1464000.000,2514000.000
AllowanceForLoanAndLeaseLossesRealEstate,399000.000,406000.000,411000.000,,
Assets,211276000.000,212563000.000,223251000.000,216608000.000,216257000.000
AvailableForSaleSecurities,67118000.000,60340000.000,68410000.000,60042000.000,50811000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,50318000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,11564000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,11053000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,511000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenAmortizedCostBasis,,,,,16415000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenFairValue,,,,,16441000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenAmortizedCostBasis,,,,,6525000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,,,,,6533000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveAmortizedCostBasis,,,,,2001000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,,,,,2031000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,50811000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,-48000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,1000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,48000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,47000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,541000.000
BankOwnedLifeInsurance,3205000.000,3235000.000,3265000.000,3293000.000,3320000.000
CashAndCashEquivalentsAtCarryingValue,8947000.000,11825000.000,9037000.000,8343000.000,8283000.000
CashAndDueFromBanks,1043000.000,733000.000,799000.000,1360000.000,1194000.000
CommonStockParOrStatedValuePerShare,0.100,0.100,0.100,0.100,0.100
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
CommonStockSharesIssued,1785000.000,1785000.000,1785000.000,1785000.000,1785000.000
CommonStockSharesOutstanding,1785000.000,1785000.000,1785000.000,1785000.000,1785000.000
CommonStockValue,179000.000,179000.000,179000.000,,
CommonStockValueOutstanding,,,,179000.000,179000.000
DebtAndCapitalLeaseObligations,25205000.000,24191000.000,24178000.000,21163000.000,23623000.000
Deposits,162224000.000,164478000.000,175102000.000,171931000.000,168443000.000
FederalHomeLoanBankStock,1452000.000,1404000.000,1401000.000,1263000.000,1400000.000
HeldToMaturitySecurities,7209000.000,7096000.000,7230000.000,7168000.000,7113000.000
HeldToMaturitySecuritiesAmortizedCostBeforeOtherThanTemporaryImpairment,,,,,7113000.000
HeldToMaturitySecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,,,,,1410000.000
HeldToMaturitySecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,,,,,1644000.000
HeldToMaturitySecuritiesFairValue,7374000.000,7333000.000,7499000.000,7448000.000,7427000.000
HeldtomaturitySecuritiesUnrecognizedHoldingGain,,,,,314000.000
InterestBearingDepositLiabilities,157940000.000,160386000.000,170579000.000,167060000.000,163657000.000
InterestBearingDepositsInBanks,7904000.000,11092000.000,8238000.000,6983000.000,7089000.000
Liabilities,190615000.000,191674000.000,202408000.000,195978000.000,195640000.000
LiabilitiesAndStockholdersEquity,211276000.000,212563000.000,223251000.000,216608000.000,216257000.000
LoansAndLeasesReceivableAllowance,,,,404000.000,411000.000
LoansAndLeasesReceivableGrossCarryingAmount,,,,,137699000.000
LoansAndLeasesReceivableNetOfDeferredIncome,,,,,377000.000
LoansAndLeasesReceivableNetReportedAmount,117225000.000,121384000.000,126742000.000,129939000.000,137665000.000
LoansReceivableHeldForSaleNet,879000.000,1688000.000,1535000.000,1160000.000,2307000.000
NoninterestBearingDepositLiabilities,4284000.000,4092000.000,4523000.000,4871000.000,4786000.000
OtherAssets,1128000.000,1142000.000,656000.000,719000.000,866000.000
OtherLiabilities,442000.000,650000.000,727000.000,551000.000,524000.000
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
PrepaidExpenseCurrentAndNoncurrent,444000.000,470000.000,437000.000,402000.000,368000.000
PropertyPlantAndEquipmentNet,2763000.000,3203000.000,3654000.000,3548000.000,3430000.000
RetainedEarningsAccumulatedDeficit,13507000.000,13533000.000,13465000.000,13352000.000,13363000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,20661000.000,20889000.000,20843000.000,20630000.000,20617000.000
UnearnedESOPShares,542000.000,534000.000,525000.000,516000.000,507000.000
