,2011-11-30,2012-02-29,2012-05-31
AccountsPayableCurrent,168221.000,177868.000,214947.000
AccruedLiabilitiesCurrent,5208.000,26914.000,951.000
AdditionalPaidInCapital,1272502.000,2007065.000,2208277.000
Assets,262255.000,770400.000,772850.000
AssetsCurrent,54123.000,400.000,2850.000
Cash,54123.000,400.000,2850.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,33127479.000,35127478.000,35127478.000
CommonStockSharesOutstanding,31516763.000,35127478.000,35127478.000
CommonStockSharesSubscriptions,90000.000,90000.000,90000.000
CommonStockValue,33127.000,35127.000,35127.000
ConvertibleDebtCurrent,0.000,,
DepositsAssetsNoncurrent,200000.000,0.000,0.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,1428727.000,1689318.000,1918658.000
DueToRelatedPartiesCurrent,34424.000,35244.000,34706.000
EquityMethodInvestments,8132.000,0.000,0.000
LiabilitiesAndStockholdersEquity,262255.000,770400.000,772850.000
LiabilitiesCurrent,295353.000,327526.000,358104.000
MineralRights,,770000.000,770000.000
NotesPayableCurrent,87500.000,87500.000,107500.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001
PreferredStockSharesAuthorized,100000000.000,100000000.000,100000000.000
PreferredStockSharesIssued,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000
StockholdersEquity,-33098.000,442874.000,414746.000
