,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableRelatedPartiesCurrent,8093.000,45632.000,75689.000,73737.000,,119392.000,103691.000,66025.000,40783.000,50472.000,55064.000,66729.000,44969.000,51794.000,65096.000,73455.000,33000.000,30480.000,3996.000,41365.000,33334.000,
AccountsPayableTradeCurrent,1206101.000,1241375.000,1243721.000,1593861.000,1906053.000,2005335.000,2297387.000,2301149.000,2120691.000,2332886.000,2323940.000,2234123.000,2333873.000,2457944.000,2453087.000,2520223.000,2454638.000,2557359.000,2655741.000,1984326.000,2098895.000,2389598.000
AccountsReceivableGross,,,,,,,,,,,,,,,,,,,,,,290608.000
AccountsReceivableNetCurrent,823724.000,753048.000,714893.000,1012697.000,746788.000,955364.000,809856.000,1007074.000,602965.000,857281.000,900272.000,815460.000,980117.000,865306.000,672279.000,619849.000,611777.000,810484.000,1102821.000,808955.000,635471.000,740488.000
AccruedLiabilitiesCurrent,155267.000,189308.000,224837.000,391311.000,414358.000,667968.000,55859.000,80926.000,59369.000,45356.000,21683.000,31369.000,38290.000,27402.000,88059.000,4068.000,54224.000,71517.000,37190.000,80481.000,66706.000,87736.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,,,,49204.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,606509.000,-624422.000,636463.000,651809.000,663213.000,676007.000,689894.000,701342.000,742676.000,762248.000,766118.000,785594.000,803705.000,821802.000,788472.000,778313.000,796481.000,805251.000,805251.000
AdditionalPaidInCapitalCommonStock,9524577.000,9922713.000,10429208.000,13995554.000,14242207.000,15421026.000,17430415.000,17565568.000,17589071.000,17611448.000,17907533.000,17958368.000,18278678.000,18488660.000,18673882.000,18786694.000,18919244.000,19850314.000,20585633.000,24259702.000,26090915.000,26548796.000
AdvancesToAffiliate,,,,,,,,,,,,,,,,,,,,,,524832.000
AllowanceForDoubtfulAccountsReceivableCurrent,16750.000,16750.000,16750.000,16750.000,16750.000,16750.000,40750.000,,40750.000,40750.000,40750.000,40750.000,42000.000,32000.000,32000.000,40000.000,,40000.000,40000.000,55000.000,175000.000,180000.000
Assets,4313403.000,4232712.000,3973669.000,5319766.000,4697268.000,4142621.000,5591587.000,4629200.000,3327868.000,3488708.000,3465517.000,3220938.000,3225110.000,3020693.000,2609146.000,2460678.000,2434650.000,3039758.000,3055145.000,2630845.000,1856176.000,1440971.000
AssetsCurrent,1662909.000,1670528.000,1499028.000,2750848.000,2220754.000,1762805.000,3303822.000,2441297.000,1238142.000,1496991.000,1567098.000,1353334.000,1463294.000,1364381.000,1042445.000,947713.000,975407.000,1620049.000,1705971.000,1312965.000,1044268.000,1148147.000
BankLoans,,,,,,,,,,,,,,,,,175590.000,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,,262500.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,,,,450000.000,,,,,,,,,,,,,,,,,,
CapitalLeaseObligations,,,,,,,,,4588.000,3940.000,3265.000,2562.000,1830.000,1067.000,272.000,0.000,,,,,,
CapitalLeaseObligationsCurrent,,,,-13928.000,-11378.000,-8334.000,,-3806.000,-3312.000,-3312.000,,-2562.000,,,,,,,,,,
CapitalLeaseObligationsNoncurrent,,,,4015.000,3273.000,2919.000,,1894.000,1276.000,628.000,,0.000,,,,,,,,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,21045.000,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,17943.000,14651.000,11253.000,208911.000,5700.000,4588.000,3940.000,,2562.000,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,13928.000,11378.000,8334.000,105611.000,3806.000,3312.000,3312.000,,2562.000,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,0.000,0.000,,0.000,0.000,0.000,,0.000,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,0.000,0.000,,0.000,0.000,0.000,,0.000,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,683.000,0.000,0.000,38008.000,0.000,0.000,0.000,,0.000,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,3332.000,3273.000,2919.000,65292.000,1894.000,1276.000,628.000,,0.000,,,,,,,,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,-212103.000,,,,,,,,,,,,,,,,,
CapitalizedComputerSoftwareGross,,,,108961.000,,108631.000,108631.000,108632.000,108632.000,108632.000,108632.000,108632.000,108632.000,108632.000,108632.000,108632.000,108632.000,34936.000,35831.000,35830.000,35830.000,
Cash,,,,1141165.000,602077.000,14722.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,92313.000,71236.000,34827.000,1141165.000,602077.000,14722.000,1509829.000,747129.000,51553.000,65938.000,78837.000,70386.000,87319.000,121862.000,47569.000,82266.000,141059.000,520281.000,276879.000,188309.000,180847.000,151590.000
CashFDICInsuredAmount,,,,250000.000,,,,250000.000,,,,,,,,,,,,,,
CashUninsuredAmount,,,,,0.000,,,,,,,,,,,,,,,,,
