,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableCurrent,4146000.000,4321000.000,3647000.000,4318000.000,5233000.000,6239000.000,6591000.000,6183000.000,10552000.000,12242000.000,11657000.000,11761000.000,11386000.000,9345000.000,9236000.000,10340000.000,12401000.000,7014000.000,6059000.000,7214000.000
AccountsReceivableGrossCurrent,,,,,,,8167000.000,,,,11687000.000,,,,10927000.000,,,,12668000.000,
AccountsReceivableNetCurrent,7179000.000,7843000.000,6630000.000,7159000.000,7698000.000,8292000.000,8046000.000,9090000.000,11260000.000,12365000.000,11566000.000,13961000.000,14914000.000,10654000.000,10806000.000,14160000.000,13442000.000,10549000.000,12547000.000,8988000.000
AccruedIncomeTaxesCurrent,,,,,,,55000.000,,,,890000.000,,,,2204000.000,,,,2888000.000,
AccruedIncomeTaxesNoncurrent,,,,,,,,,,,,,,,376000.000,,,,1581000.000,
AccruedLiabilitiesCurrent,2976000.000,3316000.000,3624000.000,3360000.000,3583000.000,4273000.000,4115000.000,3760000.000,5099000.000,6038000.000,7134000.000,7649000.000,8595000.000,8240000.000,8699000.000,9085000.000,8316000.000,7927000.000,9510000.000,7149000.000
AccruedProfessionalFeesCurrent,,,,,,,62000.000,,,,38000.000,,,,55000.000,,,,24000.000,
AccruedRentCurrent,,,,,,,74000.000,,,,57000.000,,,,33000.000,,,,29000.000,
AccruedRoyaltiesCurrent,,,,,,,32000.000,,,,74000.000,,,,135000.000,,,,82000.000,
AccruedSalariesCurrent,,,,,,,,,,,5104000.000,,,,5016000.000,,,,4325000.000,
AccruedSalesCommissionCurrent,,,,,,,90000.000,,,,112000.000,,,,143000.000,,,,146000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,10587000.000,,,,12045000.000,,,,13592000.000,,,,15472000.000,
