,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,25170.000,11749.000,18619.000,16568.000,5049.000,48199.000,7976.000,46738.000,7567.000,8196.000,17896.000,10431.000,21487.000
AccountsPayableRelatedPartiesCurrent,10931.000,10931.000,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,-474.000,-610.000,,,,
AdditionalPaidInCapital,226654.000,226654.000,226654.000,226654.000,226654.000,226654.000,226654.000,226654.000,226654.000,226654.000,226654.000,226654.000,226654.000
Assets,108802.000,78270.000,29017.000,19383.000,10405.000,5819.000,4342.000,5299.000,4566.000,1333.000,791.000,686.000,563.000
AssetsCurrent,102302.000,,,,8848.000,4397.000,3056.000,4148.000,3551.000,453.000,47.000,77.000,89.000
CashAndCashEquivalentsAtCarryingValue,102302.000,59036.000,12779.000,5670.000,3091.000,4397.000,3056.000,4148.000,3551.000,453.000,47.000,77.000,89.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,180000000.000,180000000.000,180000000.000,180000000.000,180000000.000,180000000.000,180000000.000,180000000.000,180000000.000,180000000.000,180000000.000,180000000.000,180000000.000
CommonStockSharesIssued,2056985.000,2056985.000,2056985.000,2056985.000,2056985.000,2056985.000,2056985.000,2056985.000,2056985.000,2056983.000,2056983.000,2056983.000,2056983.000
CommonStockSharesOutstanding,2056985.000,2056985.000,2056985.000,2056985.000,2056985.000,2056985.000,2056985.000,2056985.000,2056985.000,2056983.000,2056983.000,2056983.000,2056983.000
CommonStockValue,20569.000,20569.000,20569.000,20569.000,20569.000,20569.000,20569.000,20569.000,20569.000,20569.000,20569.000,20569.000,20569.000
DeferredTaxAssetsNet,,,,,,161000.000,188000.000,234000.000,263000.000,284000.000,296000.000,301000.000,312000.000
DeferredTaxAssetsValuationAllowance,,,,,,,,-234000.000,-263000.000,-284000.000,-296000.000,-301000.000,-312000.000
DueToRelatedPartiesCurrent,19222.000,19393.000,,35179.000,89435.000,199037.000,307054.000,398369.000,500971.000,552358.000,572398.000,603540.000,610902.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,,,34412.000,34412.000,34412.000,34412.000,34412.000
LiabilitiesAndStockholdersEquity,108802.000,78270.000,29017.000,19383.000,10405.000,5819.000,4342.000,5299.000,4566.000,1333.000,791.000,686.000,563.000
LiabilitiesCurrent,55323.000,42073.000,18619.000,51747.000,94484.000,247236.000,315030.000,445107.000,508538.000,560554.000,590294.000,613971.000,632389.000
OperatingLossCarryforwards,,,,,,161000.000,188000.000,234000.000,263000.000,284000.000,296000.000,301000.000,312000.000
OtherAssets,6500.000,,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,,0.010,,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,,20000000.000,,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,,19234.000,16238.000,13713.000,5757.000,,,,,,,,
PropertyPlantAndEquipmentNet,,,,,1557.000,1422.000,1286.000,1151.000,1015.000,880.000,744.000,609.000,474.000
PropertyPlantAndEquipmentOtherAccumulatedDepreciation,,,,,,,,1625.000,1625.000,,,,
RetainedEarningsAccumulatedDeficit,-193744.000,-211026.000,-236825.000,-279587.000,-331302.000,-488640.000,-557911.000,-687031.000,-751195.000,-806444.000,-836726.000,-860508.000,-879049.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,50000.000,50000.000,50000.000,50000.000,50000.000,50000.000,50000.000,50000.000,50000.000,50000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,0.100,0.100,0.100,0.100,,,0.100,0.100,0.100,0.100
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,50.000,50.000,50.000,50.000,50.000,50.000,50.000,50.000,50.000,50.000
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,,,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,,,,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
StockholdersEquity,53479.000,36197.000,10398.000,-32364.000,-84079.000,-241417.000,-310688.000,-439808.000,-503972.000,-559221.000,-589503.000,-613285.000,-631826.000
ValuationAllowanceAmount,,,,79000.000,173000.000,-161000.000,-188000.000,,,,,,
