,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsPayableAndOtherAccruedLiabilities,10778.000,5054.000,53417.000,914.000,,,,
AccountsPayableCurrent,40871.000,,,,24023.000,20755.000,10220.000,14228.000
AccountsReceivableGrossCurrent,2039.000,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,113141.000,149210.000,183335.000,201999.000,232212.000,279870.000,320352.000,355423.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,764.000,-2686.000,-4273.000,8376.000,11069.000,-11353.000,-23166.000,-24847.000
AdditionalPaidInCapital,82570.000,111352.000,140730.000,168487.000,199671.000,230253.000,262762.000,295265.000
Assets,4317262.000,4366361.000,4381834.000,4227710.000,4092014.000,4290981.000,4367178.000,4351806.000
AssetsCurrent,45782.000,3192.000,19243.000,170796.000,72675.000,48127.000,54380.000,45843.000
CashAndCashEquivalentsAtCarryingValue,5505.000,3192.000,19243.000,161191.000,50164.000,16035.000,6322.000,1187.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,31390000.000,31390000.000,31390000.000,31390000.000,31390000.000,31390000.000,31390000.000,31390000.000
CommonStockSharesOutstanding,31390000.000,31390000.000,31390000.000,31390000.000,31390000.000,31390000.000,31390000.000,31390000.000
CommonStockValue,3139.000,3139.000,3139.000,3139.000,3139.000,3139.000,3139.000,3139.000
DueToRelatedPartiesCurrent,2211080.000,2315710.000,2331213.000,2416593.000,2383413.000,2528679.000,2641654.000,2656278.000
FurnitureAndFixturesGross,18821.000,19369.000,19513.000,18932.000,18250.000,19414.000,19888.000,20009.000
Land,436580.000,449301.000,452641.000,423998.000,423330.000,450331.000,461326.000,464138.000
Liabilities,4395713.000,4503251.000,4568399.000,4449543.000,4422747.000,4674944.000,4813090.000,4827720.000
LiabilitiesAndStockholdersEquity,4317262.000,4366361.000,4381834.000,4227710.000,4092014.000,4290981.000,4367178.000,4351806.000
LiabilitiesCurrent,2369772.000,2430926.000,2495611.000,2521465.000,2472865.000,2622785.000,2717297.000,2739203.000
LiabilitiesNoncurrent,2025941.000,2072325.000,2072788.000,1928078.000,1949882.000,2052159.000,2095793.000,2088517.000
LoansHeldForSaleFairValueDisclosure,,,,,,3593224.000,3652627.000,3647004.000
LoansPayableToBankCurrent,107043.000,110162.000,110981.000,103958.000,65429.000,73351.000,65423.000,68697.000
LongTermDebt,2025941.000,2072325.000,2072788.000,1928078.000,1949882.000,2052159.000,2095793.000,2088517.000
LongTermLoansFromBank,2025941.000,2072325.000,2072788.000,1928078.000,1949882.000,2052159.000,2095793.000,2088517.000
NotesAndLoansPayableCurrent,-107043.000,-110162.000,-110981.000,-103958.000,-65429.000,-73351.000,-65423.000,-68697.000
NotesPayable,2132984.000,2182487.000,2183769.000,2032036.000,2015311.000,2125510.000,2161216.000,2157214.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,2211080.000,2315710.000,2331213.000,2416593.000,2383413.000,2528679.000,2641654.000,2656278.000
NotesPayableToBank,2132984.000,2182487.000,2183769.000,2032036.000,2015311.000,2125510.000,2161216.000,2157214.000
OperatingLossCarryforwards,164924.000,,,,544612.000,606002.000,688647.000,749471.000
OtherAssetsCurrent,,,,,6634.000,7057.000,7229.000,7273.000
OtherReceivablesNetCurrent,38238.000,,,9605.000,,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,,,,,,,,37383.000
PropertyPlantAndEquipmentGross,3948041.000,4063078.000,4093285.000,3834915.000,3828221.000,4072393.000,4171824.000,4197248.000
PropertyPlantAndEquipmentNet,4271480.000,4363169.000,4362591.000,4056914.000,4019339.000,4242854.000,4312798.000,4305963.000
PropertyPlantAndEquipmentOther,4384621.000,4512379.000,4545926.000,4258913.000,4251551.000,4522724.000,4633150.000,4661386.000
RentalProperties,3929220.000,4043709.000,4073772.000,3815983.000,3809971.000,4052979.000,4151936.000,4177239.000
RetainedEarningsAccumulatedDeficit,-164924.000,-248695.000,-326161.000,-401835.000,-544612.000,-606002.000,-688647.000,-749471.000
StockholdersEquity,-78451.000,-136890.000,-186565.000,-221833.000,-330733.000,-383963.000,-445912.000,-475914.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-78451.000,-136890.000,-186565.000,-221833.000,-330733.000,-383963.000,-445912.000,-475914.000
