,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayable,8197.000,8834.000,,,,,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,68984.000,76309.000,,,,,,
AccountsPayableAndOtherAccruedLiabilities,,,,,,,,,,,,,195582.000,,,,118983.000,95192.000,92591.000,116750.000,130889.000,35567.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,,187547.000,,,,,,,,
AccountsPayableCurrent,,,4229.000,,,,,,10305.000,7665.000,2940.000,6750.000,,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,,,,,,,,8029.000,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,2275.000,25776.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,1924.000,38173.000,58336.000,82846.000,111717.000,140699.000,169737.000,198775.000,228380.000,,
AdditionalPaidInCapital,55965.000,55965.000,57190.000,,,,,57190.000,57190.000,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,57190.000,958960.000,1947346.000,2640120.000,2660112.000,2721272.000,2779105.000,2779105.000,2779105.000,2779105.000,2779105.000,2779105.000,3200998.000
Assets,7449.000,6096.000,5366.000,,,,,5000.000,4549.000,478.000,893112.000,3389844.000,3413916.000,3361852.000,4180279.000,4222095.000,4282828.000,4251836.000,4243836.000,4318064.000,4364245.000,336074.000
AssetsCurrent,1370.000,572.000,397.000,,,,,628.000,469.000,478.000,,1168728.000,,,,,,,,,555241.000,335018.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,,,,,,,3862201.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,,,,54419.000,
Cash,1083.000,290.000,121.000,,,,,380.000,226.000,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,478.000,893112.000,1147129.000,175792.000,114823.000,151101.000,213294.000,303368.000,311732.000,176349.000,421760.000,463773.000,300190.000
CashFDICInsuredAmount,,,,,,,,,,250000.000,,,,,,,,,,,,
CashUninsuredAmount,,,,,,,,,,,,,,,,,,,,,213773.000,
CommonStockParOrStatedValuePerShare,,,,,,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,,,,,,,,,50000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000
CommonStockSharesIssued,,,,,,,,,,12218205.000,13113205.000,13844030.000,13878522.000,13886794.000,13977388.000,14027939.000,14027939.000,14027939.000,14027939.000,14027939.000,14027939.000,14027939.000
CommonStockSharesOutstanding,,,,,,,,,,12218205.000,13113205.000,13844030.000,13878522.000,13886794.000,13977388.000,14027939.000,14027939.000,14027939.000,14027939.000,14027939.000,14027939.000,12227939.000
CommonStockValue,12193.000,12193.000,12218.000,,,,,,12218.000,12218.000,13113.000,13844.000,13879.000,13887.000,13977.000,14028.000,14028.000,14028.000,14028.000,14028.000,14028.000,14028.000
CommonStockValueOutstanding,,,,,,,,12218.000,,,,,,,,,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,,,,,5.000,,,,,,,,,
DebtInstrumentFaceAmount,,,,,,,,,,,,,,,,,,,,,1750000.000,
DebtInstrumentUnamortizedDiscountCurrent,,,,,,,,,,,,,,,,,,7617.000,4697.000,3416.000,,
DeferredCostsLeasingNet,,,,,,,,,,,,,202545.000,178304.000,171357.000,164410.000,157463.000,150516.000,143569.000,136622.000,,
DeferredFinanceCostsNet,,,,,,,,,,,,,13934.000,11475.000,18837.000,15097.000,11357.000,,,,2135.000,
DeferredLeasingCommissions,,,,,,,,,,,,,205077.000,,,,-17511.000,,,,,
DeferredRentReceivablesNet,,,,,,,,,,,,,6936.000,16733.000,29170.000,43208.000,54664.000,65777.000,76312.000,86557.000,,
DeferredTaxAssetsGross,,,,,,,,,,,,,380750.000,,,,450757.000,,,,415710.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,57406.000,,,184747.000,,,,253278.000,,,,225472.000,
DeferredTaxAssetsOther,,,,,,,,,,,,,,,,,8603.000,,,,9319.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,,,,,,4088.000,,,,14492.000,,,,27740.000,
DeferredTaxAssetsTaxDeferredExpense,,,,,,,,,,,,,191915.000,,,,174384.000,,,,147648.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,,,,,,,,,,,,,,,5531.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,57406.000,,,380750.000,,,,450757.000,,,,415710.000,
DepositLiabilityCurrent,,,,,,,,,,,,,,102045.000,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-114546.000,-121827.000,-125019.000,,,,,-150498.000,-165680.000,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,,,,,,,,,,,,,,,,,,,,,26631.000,
DisposalGroupIncludingDiscontinuedOperationAccountsPayableCurrent,,,,,,,,,,,,,,,,,,,,,2722865.000,
DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent,,,,,,,,,,,,,,,,,,,,,3807782.000,
DisposalGroupIncludingDiscontinuedOperationCapitalLeasedAssetsCurrent,,,,,,,,,,,,,,,,,,,,,27788.000,
DisposalGroupIncludingDiscontinuedOperationCapitalLeasedAssetsNoncurrent,,,,,,,,,,,,,,,,,,,,,101888.000,
DisposalGroupIncludingDiscontinuedOperationOtherNoncurrentAssets,,,,,,,,,,,,,,,,,,,,,70085.000,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNoncurrent,,,,,,,,,,,,,,,,,,,,,3635809.000,
InterestPayableCurrent,,,,,,,,,,13673.000,14879.000,16084.000,16888.000,,,,,,,,,
InterestPayableCurrentAndNoncurrent,,,,,,,,,,4200.000,,,,,,,,,,,,
InvestmentBuildingAndBuildingImprovements,,,,,,,,,,,,,2442188.000,2540581.000,3141193.000,3141193.000,3141193.000,3141193.000,3141193.000,3145167.000,,
Land,,,,,,,,,,,,,551251.000,551251.000,747389.000,747389.000,747389.000,747389.000,747389.000,747389.000,,
Liabilities,53837.000,59765.000,60977.000,,,,,86089.000,100821.000,103700.000,107733.000,1931172.000,2097627.000,2089592.000,2889187.000,2896512.000,2939186.000,2882743.000,2883062.000,2908502.000,2926054.000,35567.000
LiabilitiesAndStockholdersEquity,7449.000,6096.000,5366.000,,,,,5000.000,4549.000,478.000,893112.000,3389844.000,3413916.000,3361852.000,4180279.000,4222095.000,4282828.000,4251836.000,4243836.000,4318064.000,4364245.000,336074.000
LiabilitiesCurrent,8197.000,8834.000,4229.000,,,,,8029.000,10305.000,51338.000,55171.000,78610.000,,,,,,,,,2855886.000,35567.000
