,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,,,,819000.000
AllocatedShareBasedCompensationExpense,,,,,,,497000.000,680000.000,718000.000,718000.000,572000.000,776000.000,661000.000,658000.000,838000.000
AmortizationOfDebtDiscountPremium,,,,,,,75000.000,,,,75000.000,75000.000,75000.000,76000.000,75000.000
AmortizationOfFinancingCosts,,,460000.000,,,,,,,,1153000.000,1148000.000,1155000.000,1141000.000,1251000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,2231511.000,2231511.000,2231511.000,,2231511.000,2231511.000,2231511.000,,2231511.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,755000.000,1225000.000,66000.000,18000.000,0.000,0.000,123000.000,403000.000,
CapitalExpendituresIncurredButNotYetPaid,,,903000.000,,,,1543000.000,,,,487000.000,,,,533000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,-16957000.000,,,,367000.000,,,,1686000.000
CashPeriodIncreaseDecrease,,,-2956000.000,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,-6600000.000,-4451000.000,-5107000.000,-44374000.000,-2432000.000,-3678000.000,-4091000.000,-2357000.000,-684000.000,-3801000.000,-308000.000,-1073000.000,6913000.000,-1213000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,-5000.000,,,,,-222000.000,-225000.000,-84000.000,-138000.000,-238000.000,-21000.000,-68000.000,436000.000,-76000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-6605000.000,-4451000.000,-5107000.000,-44374000.000,-2575000.000,-3900000.000,-4316000.000,-2441000.000,-822000.000,-4039000.000,-329000.000,-1141000.000,7349000.000,-1289000.000
CostsAndExpenses,17463000.000,20848000.000,22496000.000,24122000.000,64844000.000,23165000.000,26093000.000,34070000.000,33910000.000,33941000.000,35213000.000,33495000.000,34453000.000,34609000.000,36251000.000
DepreciationAndAmortization,4961000.000,5683000.000,6145000.000,6228000.000,6427000.000,6823000.000,7111000.000,8895000.000,9068000.000,10115000.000,9366000.000,9329000.000,9243000.000,9353000.000,9279000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,0.000,,,,,,
DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred,,,,,,,,,,,,,,,-100000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,,,,,,,,-120000.000,,-165000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,2541000.000,4280000.000,3610000.000,4140000.000,4787000.000,4737000.000,4357000.000,5593000.000,6529000.000,5627000.000,5884000.000,5729000.000,6262000.000,5518000.000,5442000.000
Dividends,,,1173000.000,,,,3479000.000,,,,4916000.000,,,,4907000.000
EarningsPerShareBasicAndDiluted,-0.180,-0.160,-0.110,-0.130,-1.170,-0.080,-0.100,-0.100,-0.040,-0.020,-0.090,-0.010,-0.050,0.080,-0.050
EquityFairValueAdjustment,,,,,,,,,,,0.000,,,,0.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,,,,,,,,,-510000.000
GainLossOnDispositionOfAssets,,156000.000,-15000.000,-38000.000,84000.000,13000.000,,,,,,,,,
GainLossOnSaleOfProperties,,,,,,,,,2089000.000,,1285000.000,2456000.000,2417000.000,4499000.000,2885000.000
GeneralAndAdministrativeExpense,1949000.000,1866000.000,2053000.000,3417000.000,2331000.000,3278000.000,4050000.000,4048000.000,3973000.000,3844000.000,3853000.000,3737000.000,3514000.000,3353000.000,3649000.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,,206000.000,280000.000,114000.000,197000.000,10000.000,,,14000.000,,59000.000,190000.000,255000.000,601000.000,72000.000
ImpairmentOfRealEstate,,,,,,,,,,,,,,,72000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,-3122000.000,-11000.000,-1241000.000,2729000.000,-1573000.000
IncomeTaxExpenseBenefit,,,,,,,,,,,467000.000,211000.000,424000.000,-133000.000,279000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,465000.000,,,,1477000.000,,,,-80000.000,,,,1689000.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,-7656000.000,,,,0.000,,,,,,,,
IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,,,-672000.000,,,,-966000.000,,,,397000.000,,,,
IncreaseDecreaseInDerivativeAssets,,,86000.000,,,,59000.000,,,,474000.000,,,,463000.000
IncreaseDecreaseInOtherOperatingAssets,,,,,,,,,,,,,,,-1834000.000
IncreaseDecreaseInRestrictedCash,,,35000.000,,,,4630000.000,,,,-7000.000,,,,-95000.000
IncreaseDecreaseInRestrictedCashForOperatingActivities,,,7839000.000,,,,-2683000.000,,,,1570000.000,,,,6216000.000
InterestCostsCapitalizedAdjustment,,,,,,,,,,,0.000,0.000,0.000,0.000,
InterestExpense,158000.000,989000.000,2327000.000,2642000.000,4221000.000,2876000.000,3486000.000,5862000.000,5959000.000,5968000.000,6212000.000,6292000.000,6589000.000,7020000.000,6991000.000
InterestExpenseDebtExcludingAmortization,,,,,,,,,,,4894000.000,4949000.000,5142000.000,5619000.000,5665000.000
InterestExpenseOther,,,,,,,,,,,90000.000,120000.000,217000.000,184000.000,0.000
InterestPaid,,,1890000.000,,,,2288000.000,,,,,,,,
LossOnDiscontinuationOfCashFlowHedgeDueToForecastedTransactionProbableOfNotOccurring,,,,,,,,,,,24000.000,,,,
NetCashProvidedByUsedInFinancingActivities,,,29443000.000,,,,-2384000.000,,,,-8367000.000,,,,-15641000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,29443000.000,,,,-2384000.000,,,,-8367000.000,,,,-15641000.000
NetCashProvidedByUsedInInvestingActivities,,,-19676000.000,,,,-22832000.000,,,,3281000.000,,,,12777000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-19676000.000,,,,-22832000.000,,,,3281000.000,,,,12777000.000
NetCashProvidedByUsedInOperatingActivities,,,-12723000.000,,,,8259000.000,,,,5453000.000,,,,4550000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-12723000.000,,,,8259000.000,,,,5453000.000,,,,4550000.000
NetIncomeLoss,-6742000.000,-6357000.000,-4365000.000,-4970000.000,-44870000.000,-2349000.000,-3619000.000,-3661000.000,-1343000.000,-752000.000,-3379000.000,-209000.000,-1567000.000,2692000.000,-1742000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-6767000.000,-6382000.000,-4390000.000,-4995000.000,-44895000.000,-2374000.000,-3644000.000,-3686000.000,-1368000.000,-777000.000,-3404000.000,-234000.000,-1592000.000,2667000.000,-1767000.000
NoncashMergerRelatedCosts,,,,,,,,,,,,,,,2210000.000
NoncontrollingInterestInNetIncomeLossOperatingPartnershipsRedeemable,,,,,,,-222000.000,-225000.000,-84000.000,-46000.000,-210000.000,-13000.000,-98000.000,170000.000,-110000.000
NonoperatingIncomeExpense,,,,,,,,,1866000.000,,955000.000,1996000.000,1651000.000,4888000.000,2261000.000
OperatingIncomeLoss,,,,,,,,,-3293000.000,,-4077000.000,-2007000.000,-2892000.000,-2159000.000,-3834000.000
OperatingLeasesIncomeStatementLeaseRevenue,10325000.000,13923000.000,17671000.000,18789000.000,19361000.000,20089000.000,21703000.000,29562000.000,29919000.000,29975000.000,30424000.000,30721000.000,30750000.000,31649000.000,31607000.000
