,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,40201794.000,,,,22156202.000,,,,23231179.000,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,28656068.000,24918504.000,23436236.000,,15961058.000,18405761.000,19703744.000,,21965338.000
AccountsPayableCurrent,33538153.000,20858150.000,16348655.000,17748111.000,14064870.000,10954006.000,12372565.000,11044920.000,15435179.000,15340821.000
AccountsReceivableNetCurrent,27362216.000,19565184.000,21004625.000,24471012.000,19617943.000,13542900.000,14480516.000,14811060.000,20476797.000,22653254.000
AccruedLiabilitiesCurrent,4651503.000,,,,5232864.000,,,,6955389.000,
AccumulatedAmortizationDeferredFinanceCosts,1339285.000,,,,3129972.000,,,,3792695.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,678562.000,,,,914748.000,,,,1176620.000,
AdditionalPaidInCapital,133955445.000,134122003.000,134261190.000,134327959.000,133075409.000,133211904.000,133349031.000,133512060.000,133677321.000,140354611.000
AllowanceForDoubtfulAccountsReceivable,4029669.000,4349650.000,4542781.000,4483089.000,,5707976.000,4761813.000,4812243.000,,4495314.000
Assets,332463265.000,369320508.000,359611203.000,355931955.000,366962996.000,353277083.000,351485569.000,354633615.000,362193902.000,397415373.000
AssetsCurrent,84873420.000,83749903.000,77638875.000,73212359.000,69311406.000,58983250.000,60559793.000,63994514.000,68544266.000,74047135.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,4523804.000,3741375.000,3486254.000,0.000,0.000,,,,,
CapitalLeaseObligationsCurrent,,,,,,,,,,1248211.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,19751789.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,25328065.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,2018295.000
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,2018295.000
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,2018295.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,2018295.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,2018295.000
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,15236590.000
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,,4328065.000
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,,,,21000000.000
CashAndCashEquivalentsAtCarryingValue,29817507.000,42598816.000,34154575.000,34201299.000,37520240.000,32666025.000,32423408.000,28192492.000,22322949.000,21721830.000
CashAndDueFromBanks,5578751.000,,,,9028368.000,,,,15782460.000,
CommitmentsAndContingencies,,,0.000,0.000,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,34756980.000,34756980.000,34756980.000,35537169.000,36503837.000,36500387.000,36525053.000,36575171.000,36590417.000,37261739.000
CommonStockSharesOutstanding,34756980.000,34756980.000,34756980.000,35537169.000,36503837.000,36500387.000,36525053.000,36575171.000,36590417.000,37261739.000
CommonStockValue,3476.000,3476.000,3556.000,3574.000,3650.000,3650.000,3653.000,3658.000,3659.000,3726.000
DeferredFinanceCostsGross,2143550.000,,,,5275238.000,,,,5321206.000,
DeferredFinanceCostsNet,804265.000,,,,2145266.000,,,,1528511.000,
DeferredRevenueCurrent,11748926.000,8284176.000,5857640.000,5469664.000,4448795.000,3688858.000,4349557.000,3523305.000,6422982.000,7336836.000
DerivativeAssets,,,,,,,,,,2735095.000
DevelopmentInProcess,38471430.000,15296477.000,15381477.000,18766477.000,42505783.000,8765000.000,8848000.000,11818000.000,18383964.000,0.000
DividendsPayableCurrent,12824825.000,12724825.000,12724825.000,12724825.000,12724825.000,12624825.000,12624825.000,12624825.000,12624825.000,12624825.000
DividendsPayableCurrentAndNoncurrent,12824825.000,,,,12724825.000,,,,12624825.000,
DueToRelatedPartiesCurrent,59102077.000,61723711.000,60618225.000,62902322.000,13321419.000,10927988.000,10976423.000,12578635.000,15972147.000,6771327.000
DueToRelatedPartiesNoncurrent,0.000,,,,,,,,,
EquityMethodInvestmentOwnershipPercentage,0.500,,,,,,,,,
InterestPayableCurrent,540862.000,955297.000,1220073.000,253295.000,455818.000,432234.000,424757.000,421993.000,412984.000,456154.000
InventoryNet,15601659.000,13792771.000,12611371.000,10014506.000,7490590.000,7811933.000,8390900.000,9336297.000,13202937.000,15369734.000
Liabilities,232115712.000,259476738.000,244370451.000,237889377.000,201646656.000,186220074.000,183657434.000,178460410.000,185516830.000,211815495.000
LiabilitiesAndStockholdersEquity,332463265.000,369320508.000,359611203.000,355931955.000,366962996.000,353277083.000,351485569.000,354633615.000,362193902.000,397415373.000
LiabilitiesCurrent,144685296.000,136748648.000,126323366.000,122669219.000,72150503.000,62089787.000,66448182.000,66433293.000,77878979.000,74605859.000
LinesOfCreditCurrent,3000000.000,3000000.000,0.000,0.000,0.000,,,,,
LongTermDebt,106189355.000,146351558.000,141411883.000,134559675.000,151140681.000,145014440.000,139126342.000,131707822.000,128794208.000,144234720.000
LongTermDebtFairValue,45960663.000,,,,28560879.000,,,,82224170.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,15509406.000,45127811.000,43996164.000,42863955.000,55731961.000,53375000.000,49009460.000,36602765.000,35450345.000,461947.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,17807674.000,22359868.000,,,19499262.000,,,,19627846.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,10980107.000,13237764.000,10678753.000,25353064.000,20277444.000,20378021.000,17464006.000,16995281.000,16618718.000,64575102.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,13889294.000,11677912.000,12838205.000,14765182.000,18480107.000,16520304.000,14763177.000,23298430.000,19021179.000,19581228.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,28647613.000,34561145.000,33266539.000,17971926.000,21004294.000,16177912.000,15797425.000,16406540.000,16371749.000,16930290.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,19355261.000,19387058.000,18428050.000,15469376.000,16147613.000,19676145.000,22000658.000,20402022.000,21704371.000,18026831.000
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,,,22204172.000,18136172.000,,18887058.000,20091616.000,18002784.000,,24659322.000
LongtermDebtPercentageBearingFixedInterestAmount,42044477.000,,,,28320101.000,,,,82001821.000,
MinorityInterest,2531359.000,4261089.000,5459240.000,5237345.000,57103815.000,57510885.000,58015246.000,60132947.000,60405671.000,61304278.000
MoneyMarketFundsAtCarryingValue,24238756.000,,,,28491872.000,,,,6540489.000,
NotesPayableRelatedPartiesClassifiedCurrent,4037850.000,,,,1254985.000,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,2181834.000,2085016.000,1950384.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,558202.000,581008.000,585717.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,286349.000,193000.000,103126.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,365446.000,365000.000,365446.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,413635.000,365000.000,365446.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,558202.000,581008.000,530649.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,0.000
