,2011-09-30,2011-12-31
AccountsPayableCurrent,235474.000,255281.000
AccountsPayableRelatedPartiesCurrent,18635.000,16635.000
AccountsReceivableNetCurrent,4149.000,1987.000
AccruedLiabilitiesCurrent,84826.000,96000.000
AdditionalPaidInCapital,1150743.000,1150743.000
Assets,267431.000,279071.000
AssetsCurrent,261466.000,274543.000
CashAndCashEquivalentsAtCarryingValue,4665.000,3169.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000
CommonStockSharesIssued,91823986.000,91823986.000
CommonStockSharesOutstanding,91823986.000,91823986.000
CommonStockValue,91825.000,91825.000
ConvertibleNotesPayableCurrent,80000.000,80000.000
CustomerAdvancesCurrent,110675.000,118057.000
InventoryNet,240634.000,266387.000
Liabilities,878151.000,914130.000
LiabilitiesAndStockholdersEquity,267431.000,279071.000
LiabilitiesCurrent,878151.000,914130.000
LongTermDebtCurrent,325000.000,325000.000
OtherReceivables,,0.000
PreferredStockParOrStatedValuePerShare,0.001,0.001
PreferredStockSharesAuthorized,100000000.000,100000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PreferredStockValue,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,12018.000,3000.000
PropertyPlantAndEquipmentNet,5965.000,4528.000
RetainedEarningsAccumulatedDeficit,-1853288.000,-1877627.000
ShortTermBankLoansAndNotesPayable,23541.000,23157.000
StockholdersEquity,-610720.000,-635059.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-610720.000,-635059.000
