,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AcceleratedShareRepurchasesSettlementPaymentOrReceipt,,,,,,,,250000000.000,,250000000.000,250000000.000,100000000.000,,,,,,
AccountsPayableCurrent,227849000.000,223930000.000,225980000.000,273768000.000,222863000.000,210773000.000,187765000.000,200125000.000,186710000.000,191039000.000,210459000.000,181022000.000,231639000.000,245581000.000,220288000.000,219358000.000,327842000.000,295953000.000
AccountsReceivableGrossCurrent,,,,,1327504000.000,1219320000.000,1199573000.000,,1082471000.000,983212000.000,950193000.000,,935981000.000,885174000.000,845904000.000,,847035000.000,838598000.000
AccountsReceivableNetCurrent,1028166000.000,1001182000.000,953836000.000,931314000.000,992792000.000,931411000.000,901809000.000,857052000.000,840383000.000,764448000.000,741053000.000,695684000.000,755620000.000,693213000.000,651224000.000,578761000.000,632606000.000,616862000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,294127000.000,302226000.000,309483000.000,299900000.000,310683000.000,322528000.000,309596000.000,228890000.000,318286000.000,328213000.000,342659000.000,263603000.000,268209000.000,282268000.000,295490000.000,332684000.000,295490000.000,361246000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,-280000.000,,-281000.000,-279000.000,-276000.000,-428000.000,-510000.000,-642000.000,-695000.000,702000.000,-539000.000,-555000.000,-571000.000,300000.000,-300000.000,0.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,-1022000.000,,-1747000.000,-1751000.000,-1752000.000,-2392000.000,2334000.000,2276000.000,2219000.000,-1839000.000,1779000.000,1719000.000,1364000.000,-2525000.000,2375000.000,1633000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,7511000.000,,9482000.000,7795000.000,9722000.000,9722000.000,,,,0.000,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,10207000.000,10091000.000,6209000.000,7032000.000,7454000.000,5765000.000,-2028000.000,-2820000.000,-2844000.000,-2918000.000,-2914000.000,-2541000.000,-2318000.000,-2274000.000,-1935000.000,-2825000.000,-2675000.000,-1633000.000
AdditionalPaidInCapitalCommonStock,2431774000.000,2467706000.000,2481581000.000,2488941000.000,2500427000.000,2414524000.000,2436602000.000,2419970000.000,2427039000.000,2450465000.000,2392566000.000,2047195000.000,2117652000.000,2071650000.000,2083162000.000,2210526000.000,2238850000.000,2254692000.000
