,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,36176.000,64157.000,152992.000,114173.000,152751.000,152227.000,273485.000,674448.000,1631988.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,6000.000,51000.000,45000.000,68862.000,113862.000,158862.000,203863.000,248862.000,293862.000
AdditionalPaidInCapital,4999608.000,4999610.000,4999602.000,5577757.000,5718680.000,5921069.000,6329964.000,6849219.000,1195560.000
Assets,126337660.000,125976704.000,125797744.000,125640762.000,125583409.000,125425495.000,125342855.000,125269555.000,93081066.000
AssetsCurrent,,,,,,,,,93081066.000
AssetsHeldInTrust,,,,,,,,,92938799.000
Cash,1336879.000,961544.000,769109.000,594740.000,520955.000,352218.000,256756.000,179472.000,142267.000
CashAndCashEquivalentsAtCarryingValue,,961544.000,769109.000,594740.000,520955.000,352218.000,256756.000,179472.000,142267.000
CashEquivalentsAtCarryingValue,44.000,44.000,54.000,54.000,,2238.000,2239.000,,
CashFDICInsuredAmount,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000
CommonStockSharesIssued,3963002.000,3978096.000,4002525.000,4016728.000,4030821.000,4051060.000,4075950.000,4127876.000,3125000.000
CommonStockSharesOutstanding,3963002.000,3978096.000,4002525.000,4016728.000,4030821.000,4051060.000,4075950.000,4127876.000,3125000.000
CommonStockValue,396.000,397.000,400.000,401.000,403.000,404.000,408.000,413.000,312.000
DeferredTaxAssetsGross,,67139.000,,,,322513.000,,647000.000,1010000.000
DeferredTaxAssetsLiabilitiesNet,,0.000,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,17850.000,,,,81513.000,,113000.000,129000.000
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,233000.000,,323000.000,368000.000
DeferredTaxAssetsValuationAllowance,,67139.000,,,,322513.000,,-647000.000,1010000.000
HeldToMaturitySecuritiesFairValue,125009958.000,125010166.000,125027044.000,125054930.000,125062454.000,125076244.000,125085000.000,125090083.000,
Liabilities,4717676.000,4507657.000,4572992.000,4558035.000,4641613.000,4686089.000,4852348.000,5298310.000,94770570.000
LiabilitiesAndStockholdersEquity,126337660.000,125976704.000,125797744.000,125640762.000,125583409.000,125425495.000,125342855.000,125269555.000,93081066.000
LiabilitiesCurrent,342676.000,132657.000,197992.000,183035.000,266613.000,311089.000,477348.000,923310.000,94770570.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,,,,,0.000,,,
PreferredStockValue,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
RestrictedCashAndInvestmentsCurrent,,,,,,,,,92938799.000
RestrictedCashAndInvestmentsNoncurrent,125000781.000,125015160.000,125028635.000,125046022.000,125062454.000,125073277.000,125086099.000,125090083.000,0.000
RetainedEarningsAccumulatedDeficit,,0.000,0.000,-578151.000,-719076.000,-921466.000,-1330365.000,-1849627.000,-2885376.000
SharesOutstanding,15625000.000,15625000.000,15625000.000,,,,,,
SharesSubjectToMandatoryRedemptionSettlementTermsNumberOfShares,,,,,,,,,3215528.000
StockholdersEquity,5000004.000,5000007.000,5000002.000,5000007.000,5000007.000,5000007.000,5000007.000,5000005.000,-1689504.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,121619984.000,121469047.000,121224752.000,121082727.000,120941796.000,120739406.000,120490507.000,119971245.000,-1689504.000
TemporaryEquityCarryingAmountAttributableToParent,,,,,,,,,0.000
TemporaryEquityRedemptionPricePerShare,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000
TemporaryEquitySharesOutstanding,11661998.000,11646904.000,11622475.000,11608272.000,11594179.000,11573940.000,11549050.000,11497124.000,9284472.000
TemporaryEquityValueExcludingAdditionalPaidInCapital,116619980.000,116469040.000,116224750.000,116082720.000,115941789.000,115739399.000,115490500.000,114971240.000,92844720.000
