,2016-03-31
AdvertisingExpense,17746.000
CashPeriodIncreaseDecrease,-337820.000
CostOfServices,2888347.000
DebtInstrumentPeriodicPayment,300000.000
Depreciation,2836.000
EarningsPerShareBasicAndDiluted,-0.005
GeneralAndAdministrativeExpense,900630.000
GrossProfit,663395.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-27283.000
IncreaseDecreaseInAccountsReceivable,181130.000
IncreaseDecreaseInOtherAccruedLiabilities,-16312.000
IncreaseDecreaseInPrepaidExpense,-49909.000
InterestPaid,4131.000
LeaseAndRentalExpense,30855.000
NetCashProvidedByUsedInFinancingActivities,79417.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,79417.000
NetCashProvidedByUsedInInvestingActivities,-3934.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-3934.000
NetCashProvidedByUsedInOperatingActivities,-413303.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-413303.000
NetIncomeLoss,-241323.000
NonoperatingIncomeExpense,-4088.000
OperatingExpenses,900630.000
OperatingIncomeLoss,-237235.000
OtherNonoperatingIncomeExpense,-4088.000
PaymentsForLegalSettlements,300000.000
PaymentsToAcquirePropertyPlantAndEquipment,3934.000
ProceedsFromIssuanceOfDebt,250.000
ProceedsFromLinesOfCredit,250.000
ProceedsFromPaymentsForOtherFinancingActivities,-20833.000
ProceedsFromRelatedPartyDebt,100000.000
SalesRevenueServicesNet,3551742.000
StockIssuedDuringPeriodSharesNewIssues,3000000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,50000000.000
