,2011-01-30,2012-01-29,2013-02-03,2014-02-02,2015-02-01,2016-01-31,2017-01-29
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationNonvestedSharesRequisiteServicePeriodRecognition,,96000.000,161000.000,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,12000.000,,,,,0.000
AdvertisingExpense,,2200000.000,2300000.000,2200000.000,2000000.000,2300000.000,3200000.000
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,,,,-462000.000,-842000.000,-192000.000,-711000.000
AmortizationOfIntangibleAssets,,,,,,,3134000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,28000.000,30000.000,30000.000,35000.000,28000.000,32000.000
AssetImpairmentCharges,396000.000,1815000.000,0.000,0.000,,,
CapitalizedComputerSoftwareAdditions,,,2814000.000,173000.000,606000.000,4113000.000,1495000.000
CapitalizedComputerSoftwareAmortization,,,-533000.000,-424000.000,-430000.000,777000.000,
CapitalizedComputerSoftwareAmortization1,,,,,,,973000.000
CapitalizedComputerSoftwareImpairments,,,-69000.000,-1000.000,0.000,0.000,
CapitalizedComputerSoftwareImpairments1,,,,,,,0.000
CapitalizedComputerSoftwarePeriodIncreaseDecrease,,,,,,,-74000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-21372000.000,23732000.000,-14013000.000,-2460000.000,14781000.000,15259000.000,-14130000.000
CommonStockDividendsPerShareCashPaid,,,,,,,0.420
CommonStockDividendsPerShareDeclared,0.400,0.400,0.400,0.400,0.400,0.400,0.420
ComprehensiveIncomeNetOfTax,,4557000.000,8720000.000,7825000.000,12145000.000,16659000.000,25634000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,3406000.000,4557000.000,,,,,
CostOfGoodsAndServicesSold,168547000.000,173642000.000,165813000.000,,,,
CostOfGoodsSold,168047000.000,173642000.000,165813000.000,173568000.000,181550000.000,178311000.000,451098000.000
CurrentIncomeTaxExpenseBenefit,,1923000.000,4347000.000,4199000.000,6699000.000,8008000.000,16027000.000
DeferredFederalIncomeTaxExpenseBenefit,,-87000.000,-35000.000,214000.000,97000.000,244000.000,-2427000.000
DeferredIncomeTaxExpenseBenefit,-1872000.000,-36000.000,20000.000,340000.000,121000.000,266000.000,-2118000.000
DeferredOtherTaxExpenseBenefit,,-35000.000,,,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit,,52000.000,55000.000,126000.000,24000.000,22000.000,-216000.000
DefinedBenefitPlanActuarialGainLoss,,,-201000.000,58000.000,636000.000,-573000.000,
DefinedBenefitPlanActuarialNetGainsLosses,,477000.000,,,,,
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeLossNetGainLossBeforeTax,,,58000.000,106000.000,637000.000,-574000.000,185000.000
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeNetGainLossBeforeTax,,-326000.000,,,,,
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeNetPriorServiceCostCreditBeforeTax,,862000.000,552000.000,548000.000,-51000.000,178000.000,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,,0.052,0.040,0.045,0.045,0.035,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease,,0.040,0.040,0.040,0.040,0.040,
DefinedBenefitPlanBenefitsPaid,,-307000.000,-485000.000,-379000.000,-354000.000,354000.000,
DefinedBenefitPlanContributionsByEmployer,,,575000.000,,,,
DefinedBenefitPlanFutureAmortizationOfPriorServiceCostCredit,,,,,,,0.000
DefinedBenefitPlanInterestCost,,337000.000,297000.000,292000.000,339000.000,289000.000,
DefinedBenefitPlanNetPeriodicBenefitCost,,862000.000,552000.000,548000.000,390000.000,873000.000,
DefinedBenefitPlanServiceCost,,525000.000,255000.000,256000.000,102000.000,406000.000,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,,593000.000,,,977000.000
DepreciationDepletionAndAmortization,2848000.000,-2566000.000,2566000.000,2491000.000,2599000.000,2946000.000,8000000.000
Dividends,-4312000.000,-4315000.000,4307000.000,4301000.000,4306000.000,4322000.000,-4854000.000
EarningsPerShareBasic,,0.470,0.800,0.740,1.170,1.500,2.190
EarningsPerShareBasicAndDiluted,,0.470,0.800,0.740,,,
EarningsPerShareDiluted,,0.470,0.800,0.740,1.160,1.490,2.180
EffectiveIncomeTaxRateContinuingOperations,,0.272,0.336,0.364,0.352,0.338,0.355
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,0.013
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,,,0.016,,,,
EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities,,,,,,-0.006,0.004
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseCharitableContributions,,-0.009,-0.003,,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseLifeInsurance,,-0.059,-0.031,-0.018,-0.012,-0.011,0.012
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,,,0.001,,,,0.013
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,-0.006,0.001,0.021,-0.006,-0.016,0.001
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.023,0.021,0.021,0.020,0.021,0.022
EffectiveIncomeTaxRateReconciliationTaxExemptIncome,,0.002,0.000,,,,
FairValueOfAssetsAcquired,,,,,,85000.000,0.000
FederalIncomeTaxExpenseBenefitContinuingOperations,,1687000.000,3894000.000,3755000.000,6024000.000,7196000.000,14470000.000
FiniteLivedIntangibleAssetsAmortizationExpense,,-912000.000,,,,,
FinitelivedIntangibleAssetsAcquired1,,,,,,,16400000.000
ForeignIncomeTaxExpenseBenefitContinuingOperations,,54000.000,50000.000,41000.000,40000.000,41000.000,86000.000
GainLossOnDispositionOfAssets1,,,,8000.000,23000.000,-83000.000,72000.000
GainLossOnDispositionOfProperty,,108000.000,-32000.000,,,,
GainLossOnSaleOfProperty,118000.000,,,,,,
GrossProfit,46882000.000,48863000.000,52546000.000,54725000.000,62800000.000,68688000.000,126121000.000
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,1815000.000,0.000,0.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,4169000.000,6945000.000,12993000.000,12468000.000,19398000.000,24459000.000,39196000.000
IncomeTaxExpenseBenefit,929000.000,1888000.000,4367000.000,4539000.000,6820000.000,8274000.000,13909000.000
IncomeTaxExpenseBenefitContinuingOperations,,,4300000.000,,,,
IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,,,,,,,525000.000
IncomeTaxesPaid,-3938000.000,,,,,,12164000.000
IncomeTaxesPaidNet,,-1987000.000,-2901000.000,5534000.000,4696000.000,8837000.000,
IncreaseDecreaseInAccountsPayable,,-2552000.000,2387000.000,-4499000.000,3216000.000,-1273000.000,4662000.000
IncreaseDecreaseInAccountsPayableTrade,1360000.000,,,,,,
IncreaseDecreaseInAccountsReceivable,-2451000.000,1502000.000,-2526000.000,1576000.000,3780000.000,-4174000.000,21507000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,-1136000.000,-63000.000,1444000.000,-751000.000,1368000.000,-1011000.000,3966000.000
IncreaseDecreaseInAccruedLiabilities,,,,-62000.000,-18000.000,-98000.000,
IncreaseDecreaseInCustomerDeposits,,,,659000.000,194000.000,-56000.000,2187000.000
IncreaseDecreaseInDeferredCompensation,500000.000,195000.000,80000.000,88000.000,317000.000,358000.000,-1715000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,967000.000,429000.000,-539000.000,162000.000,1347000.000,273000.000,1950000.000
IncreaseDecreaseInIncomeTaxesReceivable,,,,682000.000,-682000.000,0.000,
IncreaseDecreaseInInventories,-21262000.000,23302000.000,-15736000.000,-856000.000,-4043000.000,-1260000.000,-6016000.000
IncreaseDecreaseInOtherAccruedLiabilities,293000.000,-256000.000,295000.000,-31000.000,56000.000,-119000.000,2303000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,,,103000.000,58000.000,52000.000,121000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,451000.000,172000.000,-30000.000,76000.000,207000.000,115000.000
InsuranceRecoveries,1708000.000,,0.000,,,,
InterestIncomeExpenseNet,,,,,,,-954000.000
InterestPaid,-93000.000,,,,,,
InterestPaidNet,,51000.000,-35000.000,,,,848000.000
InventoryLIFOReservePeriodCharge,,,,,1300000.000,499000.000,1600000.000
LeaseAndRentalExpense,,2200000.000,2000000.000,2300000.000,,,7700000.000
NetCashProvidedByUsedInFinancingActivities,-4312000.000,-4315000.000,-6057000.000,-4301000.000,-4306000.000,-4322000.000,42691000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-4312000.000,-4315000.000,-6057000.000,-4301000.000,-4306000.000,-4322000.000,42691000.000
NetCashProvidedByUsedInInvestingActivities,-1022000.000,-4229000.000,-4623000.000,-3855000.000,-3681000.000,-3455000.000,-88061000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1022000.000,-4229000.000,-4623000.000,-3855000.000,-3681000.000,-3455000.000,-88061000.000
NetCashProvidedByUsedInOperatingActivities,-16038000.000,32276000.000,-3333000.000,5696000.000,22768000.000,23036000.000,31240000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-16038000.000,32276000.000,-3333000.000,5696000.000,22768000.000,23036000.000,31240000.000
NetIncomeLoss,3240000.000,5057000.000,8626000.000,7929000.000,12578000.000,16185000.000,25287000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,5046000.000,8592000.000,7895000.000,12534000.000,16134000.000,25220000.000
NumberOfOperatingSegments,,,,2.000,3.000,3.000,4.000
NumberOfReportableSegments,,,2.000,,,,
OperatingIncomeLoss,4061000.000,6673000.000,12940000.000,12503000.000,19048000.000,24262000.000,39220000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentBeforeTaxPeriodIncreaseDecrease,,536000.000,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentBeforeTaxPortionAttributableToParent,,-803000.000,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,,,,,,,68000.000
OtherComprehensiveIncomeLossBeforeTaxPeriodIncreaseDecrease,,-803000.000,,,,,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,-500000.000,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,,,494000.000,442000.000,688000.000,-752000.000,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,1078000.000,121000.000,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax,,,,163000.000,687000.000,-751000.000,-551000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,,,,104000.000,433000.000,-474000.000,-347000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax,,,,59000.000,254000.000,-277000.000,-204000.000
OtherComprehensiveIncomeLossReclassificationPensionAndOtherPostretirementBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostTax,,,51000.000,,,,
OtherComprehensiveIncomeLossTax,,-303000.000,,,,,
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostBeforeTax,,,145000.000,,,,
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostNetOfTax,,,94000.000,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,-500000.000,,,,,
OtherIncomeTaxExpenseBenefitContinuingOperations,,,,,6600000.000,8600000.000,14100000.000
OtherNonoperatingIncomeExpense,108000.000,272000.000,53000.000,-35000.000,350000.000,197000.000,930000.000
OtherPreferredStockDividendsAndAdjustments,,0.000,11000.000,12000.000,11000.000,11000.000,11000.000
PaymentsForRepurchaseOfCommonStock,,,671000.000,0.000,0.000,,
PaymentsOfDebtIssuanceCosts,,,,,,,165000.000
PaymentsOfDividends,4312000.000,,,,,,
PaymentsOfDividendsCommonStock,,4315000.000,5386000.000,4301000.000,4306000.000,4322000.000,4854000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,,,86062000.000
PaymentsToAcquireIntangibleAssets,,11000.000,,125000.000,0.000,0.000,
PaymentsToAcquireLifeInsurancePolicies,767000.000,1144000.000,902000.000,834000.000,789000.000,707000.000,715000.000
PaymentsToAcquirePropertyPlantAndEquipment,2010000.000,3805000.000,4061000.000,3471000.000,2994000.000,2847000.000,2454000.000
PaymentsToSuppliersAndEmployees,-225857000.000,-190365000.000,-216379000.000,,,,
ProceedsFromCollectionOfNotesReceivable,31000.000,35000.000,37000.000,36000.000,31000.000,93000.000,146000.000
ProceedsFromCustomers,212142000.000,224577000.000,215982000.000,,,,
ProceedsFromInsurancePremiumsCollected,,,,,,,1022000.000
ProceedsFromInsuranceSettlementOperatingActivities,1708000.000,,0.000,,,,
ProceedsFromIssuanceOfLongTermDebt,,,,,,,60000000.000
ProceedsFromLifeInsurancePolicies,1724000.000,560000.000,0.000,517000.000,0.000,0.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,,125000.000,303000.000,22000.000,71000.000,6000.000,2000.000
ProfitLoss,3240000.000,,,,,,
ProvisionForDoubtfulAccounts,674000.000,361000.000,61000.000,456000.000,928000.000,-105000.000,2188000.000
ProvisionForOtherCreditLosses,,,,,,,468000.000
ProvisionForOtherLosses,,361000.000,,,,,
RepaymentsOfLongTermDebt,,,,,,,12290000.000
RestructuringCharges,1403000.000,,0.000,,,,
RestructuringCostsAndAssetImpairmentCharges,396000.000,,,,,,
Revenues,,222505000.000,218359000.000,,,,
SalesRevenueGoodsNet,215429000.000,222505000.000,218359000.000,228293000.000,244350000.000,246999000.000,577219000.000
SalesRevenueNet,,222505000.000,218359000.000,,,,
SellingGeneralAndAdministrativeExpense,41022000.000,40375000.000,39606000.000,42222000.000,43752000.000,44426000.000,83767000.000
ShareBasedCompensation,225000.000,-38000.000,465000.000,338000.000,123000.000,829000.000,1157000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,10.380,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,,221000.000,341000.000,,,,
StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,,182000.000,403000.000,403000.000,635000.000,771000.000,1471000.000
StockIssued1,,,,,,,20267000.000
StockIssuedDuringPeriodSharesAcquisitions,,,,,,,717000.000
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,,10684000.000,,,,,28000.000
StockIssuedDuringPeriodSharesRestrictedStockAwardNetOfForfeitures,,,,,,,0.000
StockIssuedDuringPeriodValueAcquisitions,,,,,,,20267000.000
StockIssuedDuringPeriodValueRestrictedStockAwardGross,,,,,,,819000.000
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,,,,,51000.000,563000.000,819000.000
StockIssuedDuringPeriodValueShareBasedCompensation,85000.000,101000.000,191000.000,233000.000,216000.000,252000.000,
StockRepurchasedAndRetiredDuringPeriodValue,,,-671000.000,,,,
UndistributedEarningsAllocatedToParticipatingSecurities,,,23000.000,22000.000,,,
UndistributedEarningsLossAllocatedToParticipatingSecuritiesBasic,,,,,33000.000,40000.000,56000.000
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,,,,0.000,0.000,-203000.000,31000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,,,,3000.000,26000.000,12000.000,23000.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,,,,80000.000,48000.000,0.000,0.000
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,,,,279000.000,75000.000,0.000,0.000
UnrecognizedTaxBenefitsPeriodIncreaseDecrease,,,,303000.000,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,-34000.000,,
ValuationAllowancesAndReservesPeriodIncreaseDecrease,,-811000.000,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,10770.000,10790000.000,10775000.000,10752000.000,10771000.000,10807000.000,11563000.000
WeightedAverageNumberOfSharesOutstandingBasic,10757.000,10762000.000,10745000.000,10722000.000,10736000.000,10779000.000,11531000.000
