,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,,,-7100000.000,,,
AllowanceForDoubtfulAccountsReceivableRecoveries,,,3200000.000,1500000.000,1600000.000,3000000.000
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,9700000.000,6000000.000,6100000.000,7500000.000
AllowanceForLoanAndLeaseLossesLoansAcquired,0.000,0.000,,,,
AllowanceForLoanAndLeaseLossesProvisionForLossGross,19800000.000,17300000.000,,,,
AmortizationOfIntangibleAssets,,,,,,28500000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1434780.000,1345796.000,99154.000,19320.000,77607.000,14651.000
AssetImpairmentCharges,,16100000.000,33300000.000,7300000.000,6700000.000,11600000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,178600000.000,
BusinessAcquisitionsProFormaRevenue,,,,,1679500000.000,
CapitalizedComputerSoftwareAdditions,48000000.000,64900000.000,43500000.000,39600000.000,52700000.000,46100000.000
CapitalizedComputerSoftwareAmortization,46000000.000,49200000.000,46900000.000,39700000.000,28500000.000,
CapitalizedComputerSoftwareAmortization1,,,,,,30800000.000
CapitalizedComputerSoftwareImpairments,100000.000,4700000.000,31300000.000,1200000.000,11200000.000,
CapitalizedComputerSoftwareImpairments1,,,,,,3500000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,5900000.000,64700000.000,86800000.000,83500000.000,46300000.000,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,-5400000.000,0.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,6400000.000,0.000
CommonStockDividendsPerShareCashPaid,1.440,1.520,1.600,1.760,1.850,1.930
ComprehensiveIncomeNetOfTax,134700000.000,250100000.000,371800000.000,111100000.000,125400000.000,113300000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-1400000.000,1000000.000,3500000.000,3300000.000,3600000.000,4400000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,133300000.000,251100000.000,375300000.000,114400000.000,129000000.000,117700000.000
CostsAndExpenses,1333700000.000,1230900000.000,1218100000.000,1260300000.000,1300100000.000,1344500000.000
CurrentFederalTaxExpenseBenefit,71300000.000,45900000.000,81600000.000,2800000.000,23600000.000,47800000.000
CurrentForeignTaxExpenseBenefit,18100000.000,10300000.000,21200000.000,23600000.000,18200000.000,26100000.000
CurrentIncomeTaxExpenseBenefit,100400000.000,63000000.000,111100000.000,38100000.000,48500000.000,79800000.000
CurrentStateAndLocalTaxExpenseBenefit,11000000.000,6800000.000,8300000.000,11700000.000,6700000.000,5900000.000
DeferredFederalIncomeTaxExpenseBenefit,11900000.000,15400000.000,30800000.000,6600000.000,19600000.000,16200000.000
DeferredForeignIncomeTaxExpenseBenefit,-4300000.000,1600000.000,-3800000.000,3600000.000,5100000.000,2500000.000
DeferredIncomeTaxExpenseBenefit,8800000.000,20100000.000,24400000.000,14500000.000,25700000.000,20100000.000
DeferredIncomeTaxesAndTaxCredits,11700000.000,4900000.000,17800000.000,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit,1200000.000,3100000.000,-2600000.000,4300000.000,1000000.000,1400000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation,700000.000,,,,,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,,400000.000,600000.000,600000.000,300000.000,400000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents,0.000,,,,,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1,,0.000,0.000,0.000,0.000,0.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,-500000.000,-200000.000,-500000.000,400000.000,400000.000,500000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,0.000,0.000,0.000,0.000,0.000,0.000
DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecurities,0.430,,,,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecuritiesRangeMaximum,0.470,,,,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecuritiesRangeMinimum,0.270,,,,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecurities,0.550,,,,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecuritiesRangeMaximum,0.700,,,,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecuritiesRangeMinimum,0.500,,,,,
