,2011-06-30,2011-09-30,2012-03-31,2012-06-30
AmortizationOfIntangibleAssets,,,9653.000,9645.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,3321010.000,
ComprehensiveIncomeNetOfTax,927441.000,626909.000,687573.000,-354286.000
CostOfRevenue,2034595.000,1573025.000,1325646.000,1383722.000
Depreciation,,,37741.000,37687.000
EarningsPerShareBasic,0.040,,,
EarningsPerShareBasicAndDiluted,,0.030,0.010,-0.010
EarningsPerShareDiluted,0.040,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,6599.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.250
GrossProfit,1266153.000,1051780.000,785786.000,788920.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,-7351.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,1112082.000,777954.000,765202.000,-468745.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,,,-461394.000
IncomeTaxExpenseBenefit,280107.000,221100.000,124388.000,-112903.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,,,2446.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,-115349.000
IncomeTaxesPaidNet,,,161190.000,
IncreaseDecreaseInAccountsPayable,,,236383.000,
IncreaseDecreaseInAccountsReceivable,,,1311020.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,-37302.000,
IncreaseDecreaseInAccruedLiabilities,,,21532.000,
IncreaseDecreaseInDueToRelatedParties,,,-4000.000,
IncreaseDecreaseInInventories,,,-54164.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,1831.000,
InterestExpense,25867.000,22587.000,,
InvestmentIncomeInterest,810.000,1543.000,10.000,2201.000
NetCashProvidedByUsedInFinancingActivities,,,1130100.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,1130100.000,
NetCashProvidedByUsedInOperatingActivities,,,2184311.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,2184311.000,
NetIncomeLoss,831975.000,556854.000,640814.000,-355842.000
NonoperatingIncomeExpense,-3235.000,-20990.000,-594.000,2346.000
OperatingIncomeLoss,1115317.000,798944.000,765796.000,-471091.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,70055.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,46759.000,1556.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,95466.000,,,
OtherNonoperatingExpense,491.000,57.000,,
OtherNonoperatingIncome,22313.000,111.000,-604.000,145.000
ProceedsFromRelatedPartyDebt,,,1130100.000,
ProvisionForDoubtfulAccounts,,,-129780.000,
ResearchAndDevelopmentExpense,,,,1108630.000
Revenues,3300748.000,2624805.000,2111432.000,2172642.000
SalesRevenueNet,3300748.000,2624805.000,2111432.000,2172642.000
SellingGeneralAndAdministrativeExpense,150836.000,252836.000,19990.000,151381.000
ShippingHandlingAndTransportationCosts,,,,16015.000
WeightedAverageNumberOfDilutedSharesOutstanding,20401000.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,51002502.000,51002502.000
WeightedAverageNumberOfSharesOutstandingBasic,20401000.000,,,
