,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableCurrent,16367000.000,14731000.000,11013000.000,9340000.000,7527000.000,8768000.000
AccountsPayableRelatedPartiesCurrent,3788000.000,2691000.000,2884000.000,1844000.000,1576000.000,2517000.000
AccountsReceivableNetCurrent,811000.000,1295000.000,2746000.000,2062000.000,1334000.000,1707000.000
AccountsReceivableRelatedPartiesCurrent,,,,,,106000.000
AccruedLiabilitiesCurrent,2242000.000,2606000.000,2273000.000,2208000.000,2958000.000,2383000.000
AdditionalPaidInCapitalCommonStock,18666000.000,18843000.000,18528000.000,18708000.000,18963000.000,19096000.000
AdvancesOnInventoryPurchases,,,,,142000.000,424000.000
Assets,44099000.000,41458000.000,37623000.000,34493000.000,28516000.000,28181000.000
AssetsCurrent,43066000.000,40510000.000,36935000.000,33915000.000,27144000.000,26597000.000
Cash,2076000.000,813000.000,1192000.000,1591000.000,1988000.000,2946000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,19387789.000,19386539.000,18379045.000,18378795.000,18313747.000,18299992.000
CommonStockSharesOutstanding,19387789.000,19386539.000,18379045.000,18378795.000,18313747.000,18299992.000
CommonStockValue,19000.000,19000.000,18000.000,18000.000,18000.000,18000.000
ContractualObligation,,,,,,3438000.000
DeferredRevenueCurrent,1109000.000,1023000.000,1457000.000,1363000.000,1098000.000,2386000.000
DepositsAssetsNoncurrent,157000.000,157000.000,,,863000.000,890000.000
DueFromRelatedPartiesCurrent,423000.000,306000.000,186000.000,186000.000,86000.000,0.000
IntangibleAssetsNetExcludingGoodwill,324000.000,321000.000,319000.000,316000.000,313000.000,310000.000
InventoryGross,,,,,24782000.000,23438000.000
InventoryNet,37154000.000,34670000.000,29714000.000,26434000.000,22932000.000,21538000.000
InventoryValuationReserves,1574000.000,1371000.000,1112000.000,1169000.000,1850000.000,1900000.000
Liabilities,19718000.000,,,,,
LiabilitiesAndStockholdersEquity,44099000.000,41458000.000,37623000.000,34493000.000,28516000.000,28181000.000
LiabilitiesCurrent,19718000.000,18360000.000,14743000.000,12911000.000,11583000.000,13537000.000
NontradeReceivablesCurrent,1250000.000,996000.000,796000.000,627000.000,148000.000,11000.000
OtherAssetsCurrent,1775000.000,2736000.000,2487000.000,3201000.000,742000.000,395000.000
OtherInventorySupplies,,,,,240000.000,67000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000
PropertyPlantAndEquipmentNet,552000.000,470000.000,369000.000,262000.000,196000.000,384000.000
RetainedEarningsAccumulatedDeficit,5696000.000,4236000.000,4334000.000,2856000.000,-2048000.000,-4470000.000
StockholdersEquity,,23098000.000,22880000.000,21582000.000,16933000.000,14644000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,24381000.000,,,,,
TreasuryStockShares,0.000,0.000,0.000,,,
