,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableCurrent,8550000.000,5680000.000,9604000.000,9770000.000,10016000.000,7930000.000,7405000.000,22664000.000,22463000.000,11416000.000,17829000.000,18192000.000,20966000.000,30654000.000,37369000.000,39621000.000,41095000.000
AccountsReceivableNetCurrent,,55924000.000,,,,,,,,,159171000.000,,,,203333000.000,190263000.000,197296000.000
AccruedEmployeeBenefitsCurrent,7674000.000,5895000.000,18392000.000,10047000.000,10401000.000,11630000.000,16610000.000,11910000.000,13629000.000,14325000.000,14961000.000,13563000.000,17103000.000,15809000.000,17089000.000,18211000.000,19442000.000
AccruedLiabilitiesAndOtherLiabilities,29658000.000,32038000.000,48042000.000,40432000.000,46791000.000,49664000.000,68130000.000,48619000.000,64297000.000,,,,,,,,
AccruedLiabilitiesCurrent,29658000.000,32038000.000,48042000.000,40432000.000,46791000.000,49664000.000,68130000.000,48619000.000,64297000.000,69410000.000,79497000.000,72190000.000,83085000.000,84681000.000,101264000.000,336613000.000,113131000.000
AccruedProfessionalFeesCurrent,2165000.000,2141000.000,951000.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-8373000.000,11620000.000,16394000.000,20491000.000,24997000.000,31419000.000,38107000.000,43589000.000,51608000.000,59680000.000,67253000.000,72689000.000,82387000.000,90128000.000,101363000.000,113375000.000,126935000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,-105000.000,-59000.000,-534000.000,-123000.000,-242000.000,-217000.000,148000.000,-64000.000,-852000.000,-358000.000,-672000.000,-783000.000,-2444000.000,-811000.000,-306000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,69000.000,-1097000.000,-1298000.000,-539000.000,-234000.000,-59000.000,452000.000,-6258000.000,-11261000.000,-15320000.000,-11600000.000,-14289000.000,-14438000.000,-13758000.000,-15747000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,286000.000,326000.000,-36000.000,-1156000.000,-1832000.000,-662000.000,-476000.000,-276000.000,600000.000,-6322000.000,-12113000.000,-15678000.000,-12272000.000,-15072000.000,-16882000.000,-14569000.000,-16053000.000
AdditionalPaidInCapitalCommonStock,39061000.000,286376000.000,348803000.000,383796000.000,409842000.000,443083000.000,573791000.000,626382000.000,670242000.000,737509000.000,799221000.000,887111000.000,953831000.000,1051480000.000,1140545000.000,1207104000.000,1268714000.000
AllowanceForDoubtfulAccountsReceivable,,148000.000,742000.000,1000000.000,1300000.000,500000.000,1143000.000,1300000.000,1700000.000,1000000.000,809000.000,,,,1179000.000,,
Assets,200472000.000,382204000.000,478114000.000,515953000.000,542333000.000,578736000.000,1168476000.000,1224261000.000,1262243000.000,1304612000.000,1425079000.000,1493642000.000,1563311000.000,1662888000.000,1807052000.000,1874043000.000,1714338000.000
AssetsCurrent,152082000.000,331877000.000,422089000.000,447236000.000,376809000.000,342419000.000,797749000.000,828625000.000,844659000.000,821399000.000,906986000.000,983934000.000,954074000.000,981607000.000,1085635000.000,1193258000.000,1097889000.000
AssetsFairValueDisclosure,25001000.000,215726000.000,267213000.000,,,,,,,,,,,,1078246000.000,898244000.000,842369000.000
AvailableForSaleSecurities,,,,,,270974000.000,523607000.000,586477000.000,627785000.000,649037000.000,683108000.000,690654000.000,730454000.000,780390000.000,811612000.000,809254000.000,742040000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,67000.000,186000.000,123000.000,249000.000,12000.000,646000.000,1081000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,919000.000,266000.000,694000.000,993000.000,2456000.000,498000.000,133000.000
AvailableForSaleSecuritiesAmortizedCost,22797000.000,139487000.000,231889000.000,253960000.000,249829000.000,271097000.000,523849000.000,586694000.000,627637000.000,649101000.000,683960000.000,690734000.000,731025000.000,781134000.000,814056000.000,809106000.000,741092000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,130000.000,0.000,1000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,919000.000,266000.000,694000.000,993000.000,2456000.000,498000.000,133000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,10620000.000,100690000.000,174311000.000,153427000.000,218161000.000,164230000.000,375109000.000,356872000.000,288866000.000,301163000.000,524153000.000,320375000.000,451848000.000,413574000.000,776929000.000,404275000.000,215370000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,,2326000.000,498000.000,132000.000
