,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsAndNotesReceivableNet,,,,7500000.000,7500000.000,7500000.000,,,,,,,,,,,,,,,,,,,
AccountsPayableCurrent,97855000.000,90525000.000,81688000.000,106306000.000,98796000.000,112504000.000,103070000.000,123738000.000,122582000.000,152475000.000,118014000.000,174397000.000,141889000.000,165734000.000,160186000.000,162226000.000,123438000.000,136551000.000,121827000.000,118605000.000,121116000.000,138087000.000,115063000.000,114147000.000,133731000.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,78000.000,,,,23000.000,,
AccountsReceivableGross,,,330120000.000,,,,345174000.000,,,,425940000.000,,,,488923000.000,,,,440349000.000,,,,425042000.000,,
AccountsReceivableNet,,,324035000.000,,,,338724000.000,,,,418436000.000,,,,478999000.000,,,,422421000.000,,,,408593000.000,,
AccountsReceivableNetCurrent,332312000.000,334504000.000,324035000.000,339191000.000,348889000.000,360324000.000,338724000.000,358306000.000,360730000.000,413077000.000,418436000.000,454709000.000,460358000.000,454188000.000,478999000.000,452757000.000,451799000.000,448323000.000,422421000.000,408769000.000,417422000.000,403895000.000,408593000.000,396251000.000,401261000.000
AccountsReceivableRelatedParties,,,,,,,,,,,,,,,,,,,91000.000,,,,193000.000,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,4438000.000,,,,4775000.000,,,,5241000.000,,,,3812000.000,,,,4076000.000,,,,6160000.000,,
AccruedEmployeeBenefitsCurrent,,,42361000.000,,,,44163000.000,,,,56427000.000,,,,50398000.000,,,,55750000.000,,,,51217000.000,,
AccruedIncomeTaxesCurrent,,,2907000.000,,,,3485000.000,,,,4785000.000,,,,3541000.000,,,,2043000.000,,,,5119000.000,,
AccruedInsuranceCurrent,,,,,,,,,,,,,,,,,,,,,85565000.000,78478000.000,80866000.000,86191000.000,87275000.000
AccruedInsuranceCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,,,,,246592000.000,,
AccruedInsuranceNoncurrent,,,,,,,,,,,,,,,,,,,,,160968000.000,155317000.000,165726000.000,174662000.000,173269000.000
AccruedLiabilitiesCurrent,104044000.000,112635000.000,101327000.000,103063000.000,100083000.000,110585000.000,96439000.000,105022000.000,99972000.000,123985000.000,110745000.000,119053000.000,127177000.000,120018000.000,100329000.000,110947000.000,114171000.000,105370000.000,97313000.000,111458000.000,116708000.000,132918000.000,132712000.000,163033000.000,142405000.000
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,,,,,28778000.000,,
