,2015-12-31,2016-12-31
AmortizationOfFinancingCosts,3241000.000,4014000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,16232000.000,16968000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-6141000.000,8141000.000
CommonStockDividendsPerShareDeclared,1.075,1.000
ComprehensiveIncomeNetOfTax,13267000.000,49954000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,6664000.000,19347000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,19931000.000,69301000.000
Depreciation,40211000.000,46704000.000
DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,,1.000
Dividends,61099000.000,60636000.000
EarningsPerShareBasic,0.310,1.140
EarningsPerShareDiluted,0.310,1.140
GeneralAndAdministrativeExpense,64606000.000,21852000.000
GoodwillImpairmentLoss,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,20880000.000,70404000.000
IncomeTaxExpenseBenefit,949000.000,1103000.000
IncomeTaxesPaidNet,-31000.000,
IncreaseDecreaseDueFromAffiliates,3350000.000,1382000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,2644000.000,7958000.000
IncreaseDecreaseInAllowanceForEquityFundsUsedDuringConstruction,3048000.000,3728000.000
IncreaseDecreaseInInventories,-662000.000,545000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,6000.000,166000.000
InterestExpense,28554000.000,36920000.000
InterestPaid,25850000.000,33972000.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest,0.719,0.722
MarketableSecuritiesRealizedGainLoss,66000.000,
NetCashProvidedByUsedInFinancingActivities,257346000.000,116319000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,257346000.000,116319000.000
NetCashProvidedByUsedInInvestingActivities,-369281000.000,-231312000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-369281000.000,-231312000.000
NetCashProvidedByUsedInOperatingActivities,105794000.000,123134000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,105794000.000,123134000.000
NetIncomeLoss,13267000.000,49954000.000
NetIncomeLossAttributableToNoncontrollingInterest,6664000.000,19347000.000
NoncashMergerRelatedCosts,97193000.000,
NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance,67273000.000,
NondebtorReorganizationItemsLegalAndAdvisoryProfessionalFees,44897000.000,
NonoperatingIncomeExpense,-25506000.000,-33139000.000
OperatingCostsAndExpenses,104817000.000,68556000.000
OperatingIncomeLoss,46386000.000,103543000.000
OperatingLeasesIncomeStatementLeaseRevenue,151203000.000,172099000.000
OperatingLeasesIncomeStatementMinimumLeaseRevenue,125669000.000,145030000.000
OtherNonoperatingIncomeExpense,3048000.000,3781000.000
PartnersCapitalAccountTreasuryUnitsPurchases,66517000.000,
PartnersCapitalAccountUnitBasedCompensation,678000.000,978000.000
PartnersCapitalAccountUnitsRedeemed,,186496.000
PaymentsForProceedsFromProductiveAssets,-41211000.000,
PaymentsForUnderwritingExpense,6300000.000,6300000.000
PaymentsOfDebtIssuanceCosts,3914000.000,649000.000
PaymentsOfOrdinaryDividends,61595000.000,59109000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,172400000.000,
PaymentsToAcquirePropertyPlantAndEquipment,239157000.000,231312000.000
PercentageRent,25534000.000,27069000.000
ProceedsFromIssuanceOfLongTermDebt,400000000.000,100000000.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,1065000.000,
ProceedsFromShortTermDebt,87000000.000,139500000.000
ProfitLoss,19931000.000,69301000.000
PublicUtilitiesAllowanceForFundsUsedDuringConstructionCapitalizedCostOfEquity,3000000.000,3700000.000
PublicUtilitiesAllowanceForFundsUsedDuringConstructionCapitalizedInterest,1800000.000,3100000.000
PublicUtilitiesAllowanceForFundsUsedDuringConstructionRate,0.066,0.067
RealEstateAccumulatedDepreciationOtherDeductions,7215000.000,12489000.000
RealEstateOtherAdditions,235263000.000,239154000.000
RealEstateOtherDeductions,7215000.000,12489000.000
RepaymentsOfLongTermDebt,404867000.000,7423000.000
RepaymentsOfShortTermDebt,253000000.000,56000000.000
SECScheduleIIIRealEstateAccumulatedDepreciationDepreciationExpense,40211000.000,46704000.000
ShareBasedCompensation,678000.000,978000.000
StockIssuedDuringPeriodSharesConversionOfUnits,,186496.000
StockIssuedDuringPeriodValueNewIssues,490433000.000,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,200000.000,200000.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,789000.000,903000.000
WeightedAverageNumberOfDilutedSharesOutstanding,42983000.000,43668000.000
WeightedAverageNumberOfSharesOutstandingBasic,42983000.000,43668000.000
