,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,58581000.000,63541000.000,50626000.000,70295000.000,64028000.000,52207000.000,67737000.000,73387000.000,67511000.000,62539000.000,66623000.000,65336000.000,43602000.000,62099000.000,58981000.000,73439000.000,50602000.000,50403000.000,52651000.000,54383000.000,55111000.000,61512000.000,59273000.000
AccountsReceivableGrossCurrent,,,,,123120000.000,103696000.000,122484000.000,130698000.000,132645000.000,115160000.000,133321000.000,141451000.000,133040000.000,162735000.000,158555000.000,166130000.000,127997000.000,117928000.000,,,,181191000.000,
AccountsReceivableNetCurrent,208151000.000,253541000.000,99389000.000,120338000.000,119532000.000,100647000.000,119354000.000,127279000.000,129011000.000,111736000.000,129563000.000,137215000.000,128658000.000,157535000.000,153511000.000,161015000.000,124240000.000,114320000.000,127432000.000,125314000.000,173921000.000,181191000.000,172885000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,2342000.000,,,,2306000.000,,,,1460000.000,,,,5307000.000,
AccruedIncomeTaxesCurrent,,,,,,8480000.000,,,,11089000.000,,,,2325000.000,,,,2164000.000,,,,6232000.000,
AccruedLiabilitiesCurrent,92264000.000,97279000.000,45693000.000,45762000.000,50186000.000,48139000.000,50875000.000,51831000.000,58169000.000,55590000.000,50845000.000,47747000.000,49401000.000,63378000.000,49610000.000,54251000.000,45902000.000,47959000.000,43301000.000,50622000.000,84110000.000,91041000.000,88292000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,,,,,,,,,,,4054000.000,4625000.000,5312000.000,6248000.000,7180000.000
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,7883000.000,8425000.000,227000.000,583000.000,1553000.000,2038000.000,2523000.000,3049000.000,3591000.000,4161000.000,4731000.000,331000.000,727000.000,1233000.000,1731000.000,2362000.000,2923000.000,2362000.000,2923000.000,2897000.000,2897000.000,2362000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,29605000.000,33580000.000,37221000.000,41221000.000,45460000.000,49822000.000,54475000.000,59204000.000,53582000.000,59176000.000,65691000.000,72044000.000,62039000.000,67369000.000,72269000.000,76390000.000,76363000.000,84814000.000,92930000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,0.000,0.000,0.000,30000.000,-363000.000,-132000.000,-850000.000,-557000.000,129000.000,693000.000,684000.000,788000.000,-154000.000,-2542000.000,-2692000.000,-1840000.000,-6973000.000,-9804000.000,-5107000.000,-6452000.000,-7817000.000,-9515000.000,-8428000.000
