,2011-10-31,2012-01-31,2012-04-30
AssetImpairmentCharges,,,267255.000
BankruptcyClaimsAmountOfClaimsFiled,,,5369281.000
CashPeriodIncreaseDecrease,922577.000,,
CostOfOtherAlternativeEnergy,33504175.000,12640083.000,
CostOfPurchasedOilAndGas,,75359.000,0.000
CostsAndExpenses,36951661.000,15804223.000,879692.000
CurrentIncomeTaxExpenseBenefit,,,0.000
DeferredIncomeTaxExpenseBenefit,,,0.000
EarningsPerShareBasic,-0.030,-0.175,
GainsLossesOnSalesOfAssets,,-3876922.000,0.000
GeneralAndAdministrativeExpense,2908099.000,2887867.000,609313.000
IncomeLossFromContinuingOperations,,,2223304.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1098031.000,-7064655.000,2223304.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,0.054
IncomeLossFromDiscontinuedOperationsNetOfTax,,,-1142692.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,-0.028
IncomeTaxExpenseBenefit,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayable,749101.000,,
IncreaseDecreaseInAccountsReceivable,-1137785.000,,
IncreaseDecreaseInAccruedLiabilities,-139328.000,,
IncreaseDecreaseInCustomerDeposits,-2773484.000,,
IncreaseDecreaseInInventories,-713620.000,,
IncreaseDecreaseInOtherOperatingAssets,-39677.000,,
IncreaseDecreaseInOtherReceivables,-2766123.000,,
IncreaseDecreaseInPrepaidExpense,117404.000,,
InterestExpense,756686.000,888275.000,2268300.000
InterestPaid,818658.000,,
InvestmentIncomeInterest,2826.000,0.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,60900.000,,
NetCashProvidedByUsedInFinancingActivities,-1490382.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-1490382.000,,
NetCashProvidedByUsedInInvestingActivities,-255482.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-255482.000,,
NetCashProvidedByUsedInOperatingActivities,2668441.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,2668441.000,,
NetIncomeLoss,-1098031.000,-7064655.000,1080612.000
NonoperatingIncomeExpense,-638426.000,-4597148.000,3100981.000
OilAndGasRevenue,75157.000,58618.000,1515.000
OperatingIncomeLoss,-459605.000,-2467507.000,
OtherAlternativeEnergySalesRevenue,36025399.000,13227815.000,
OtherNonoperatingIncomeExpense,25862.000,-49311.000,0.000
OtherSalesRevenueNet,,25710.000,500.000
PaymentsForProceedsFromOtherInvestingActivities,-339429.000,,
PaymentsForRepurchaseOfCommonStock,2000000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,594911.000,,
ProceedsFromIssuanceOfCommonStock,2921576.000,,
ProfitLoss,-1097837.000,,
RepaymentsOfNotesPayable,2411958.000,,
ResultsOfOperationsDepreciationDepletionAmortizationAndAccretion,218765.000,200914.000,3124.000
RevenueFromGrants,391500.000,24573.000,
Revenues,36492056.000,13336716.000,2015.000
SalesRevenueNet,36492056.000,13336716.000,2015.000
ShareBasedCompensation,1200095.000,,
UnrealizedGainLossOnDerivatives,89572.000,217360.000,
WeightedAverageNumberOfSharesOutstandingBasic,37071623.000,40432800.000,
