,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,-391000.000,,,,-1085000.000,,,,-483000.000,,,,-79000.000,,,,-10000.000,
AllocatedShareBasedCompensationExpense,,,2020000.000,2195000.000,,2485000.000,2753000.000,3252000.000,3037000.000,3408000.000,2958000.000,2608000.000,2910000.000,2699000.000,3348000.000,3310000.000,3739000.000,5800000.000,4193000.000,,,3008000.000,3275000.000
AmortizationOfDebtDiscountPremium,,-327000.000,,,,161000.000,,,,906000.000,,,,1131000.000,,,,1406000.000,,,,1085000.000,
AmortizationOfDeferredLoanOriginationFeesNet,,-331000.000,,,,,,,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,,,,107000.000,,,,281000.000,,,,348000.000,,,,610000.000,,,,387000.000,
AmortizationOfIntangibleAssets,,2113000.000,3168000.000,3169000.000,3169000.000,3169000.000,3168000.000,4184000.000,5600000.000,5584000.000,5761000.000,6118000.000,6118000.000,6118000.000,6118000.000,5349000.000,-4828000.000,8316000.000,8316000.000,8297000.000,8402000.000,8288000.000,8289000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,739000.000,906000.000,5302000.000,-1479000.000,2735000.000,2914000.000,6195000.000,-5869000.000,8591000.000,7524000.000,10246000.000,-16587000.000,2062000.000,664000.000
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,,,,,,34000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,,13000.000,,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,9698000.000,-2398000.000,,23608000.000,8406000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,100883000.000,92870000.000,,165338000.000,117181000.000,,,,,,,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,12000.000,18000.000,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,19943000.000,,,,196357000.000,,,,12531000.000,,,,15410000.000,,,,12482000.000,,,,,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,-3607000.000,,,,0.000,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,-479000.000,,,,0.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,8402000.000,,,,0.000,
