,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-01-03,2015-04-04,2015-07-04
AccountsPayableAndAccruedLiabilitiesCurrent,,,96239000.000,87550000.000,83701000.000,86921000.000,78188000.000,79392000.000,70988000.000,78313000.000,81030000.000,72577000.000,,,,,
AccountsPayableCurrent,33367000.000,29087000.000,34332000.000,34941000.000,39715000.000,33437000.000,32316000.000,29014000.000,25289000.000,23372000.000,31764000.000,24157000.000,26340000.000,23614000.000,24358000.000,24595000.000,28539000.000
AccountsReceivableNetCurrent,133230000.000,124322000.000,134016000.000,120013000.000,133538000.000,128128000.000,137315000.000,124002000.000,119242000.000,103676000.000,113506000.000,113308000.000,122595000.000,118297000.000,121755000.000,112222000.000,118750000.000
AccruedEnvironmentalLossContingenciesCurrent,,,11873000.000,,,,11092000.000,,,,2882000.000,,,,,,
AccruedIncomeTaxesCurrent,9939000.000,5523000.000,5881000.000,3341000.000,,,1603000.000,1826000.000,4432000.000,970000.000,4055000.000,5082000.000,7612000.000,3888000.000,2310000.000,5388000.000,6560000.000
AccruedLiabilitiesCurrent,58939000.000,67444000.000,61907000.000,52609000.000,43986000.000,53484000.000,45872000.000,50378000.000,45699000.000,54941000.000,49266000.000,48420000.000,42212000.000,43551000.000,52697000.000,48100000.000,52182000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,212463000.000,,,,255258000.000,,,,285946000.000,,,,306607000.000,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,11067000.000,,,,26102000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,-6060000.000,,,,3749000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,12617000.000,-3387000.000,-17127000.000,-8558000.000,-23063000.000,-14803000.000,-22353000.000,-24816000.000,-27055000.000,-19573000.000,-12865000.000,-11943000.000,-12851000.000,-27224000.000,-61308000.000,-82470000.000,-80382000.000
AdditionalPaidInCapitalCommonStock,504254000.000,508342000.000,527243000.000,531797000.000,536164000.000,540223000.000,545196000.000,549864000.000,555511000.000,561426000.000,569362000.000,575356000.000,581872000.000,587826000.000,600418000.000,603215000.000,606997000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,2681000.000,,,,3026000.000,,,,3262000.000,,,,2394000.000,,
Assets,1454386000.000,1459133000.000,1481879000.000,1510680000.000,1518534000.000,1558060000.000,1586072000.000,1560730000.000,1546019000.000,1514821000.000,1550213000.000,1550829000.000,1413911000.000,1383135000.000,1375292000.000,1351305000.000,1363686000.000
