,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalReallocationOfMinorityInterest,,,,,,,,,0.000,,,,,,,,,,,,,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,84090000.000,,,,95251000.000,,,,179498000.000,,56453000.000,,,,-7724000.000,,,,132758000.000,,,,130966000.000
AllocatedShareBasedCompensationExpense,11600000.000,5600000.000,5600000.000,5500000.000,10900000.000,6400000.000,6400000.000,4600000.000,25500000.000,6400000.000,9900000.000,6200000.000,5000000.000,4900000.000,10100000.000,5100000.000,5900000.000,5800000.000,9400000.000,7100000.000,7100000.000,7000000.000,10300000.000
AssetImpairmentCharges,,,,,,,,,8306000.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,0.450,,,,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,0.450,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,,,58685000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,66710000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,461789000.000,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,268357000.000,,,,-1232012000.000,,,,-132602000.000,,-1185564000.000,,,,-698683000.000,,,,881960000.000,,,,-53975000.000
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,,,,,,,,0.650,0.650,,0.750
ComprehensiveIncomeNetOfTax,41382000.000,60787000.000,71119000.000,101689000.000,65212000.000,119650000.000,58368000.000,48741000.000,48564000.000,455599000.000,57190000.000,79705000.000,130934000.000,178034000.000,171168000.000,95833000.000,164256000.000,147039000.000,141773000.000,76144000.000,85147000.000,171584000.000,100976000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,7381000.000,9524000.000,9909000.000,14333000.000,9378000.000,15676000.000,8334000.000,9101000.000,9931000.000,51726000.000,11133000.000,16756000.000,20604000.000,33953000.000,35399000.000,18661000.000,136542000.000,26210000.000,31857000.000,18171000.000,-7838000.000,15002000.000,15856000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,48843000.000,70386000.000,81100000.000,116092000.000,74659000.000,135394000.000,66773000.000,57907000.000,58559000.000,507388000.000,68385000.000,96525000.000,151603000.000,212052000.000,206264000.000,117006000.000,293742000.000,175114000.000,158203000.000,85634000.000,78406000.000,204341000.000,117050000.000
ConstructionAndDevelopmentCosts,-64877000.000,,,,-93657000.000,,,,-103178000.000,,-97025000.000,,,,-60013000.000,,,,,,,,
ContributionsFromNoncontrollingInterests,,,,,,,,,10421000.000,,,,,,,,,,,,,,
ConversionOfStockSharesIssued1,,,,,199526.000,,,,8762.000,,18528.000,,,,258599.000,,,,13259.000,,,,23182.000
CostsAndExpenses,279853000.000,282318000.000,287903000.000,290812000.000,303001000.000,299186000.000,308082000.000,314317000.000,352579000.000,344505000.000,397797000.000,388521000.000,404000000.000,404858000.000,412267000.000,413295000.000,402134000.000,413760000.000,415632000.000,405422000.000,467623000.000,436359000.000,426003000.000
CumulativeEffectOnRetainedEarningsNetOfTax1,,,,,,,,,,,,,,,,,,,,,,,-2035000.000
DecreaseInRestrictedCash,,,,,,,,,,,,,,,99916000.000,,,,104696000.000,,,,0.000
DepreciationAndAmortization,109428000.000,111080000.000,109495000.000,109181000.000,109673000.000,111643000.000,111360000.000,120392000.000,120595000.000,134604000.000,154270000.000,154628000.000,157245000.000,162430000.000,154223000.000,167844000.000,153015000.000,164460000.000,159448000.000,153175000.000,203748000.000,178032000.000,159205000.000
DepreciationDepletionAndAmortization,109428000.000,,,,109737000.000,,,,121191000.000,,154270000.000,,,,154223000.000,,,,159448000.000,,,,159205000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,,,,,,,,,,,-627000.000,-628000.000,-627000.000,-628000.000,-627000.000,-628000.000,-1190000.000,-1306000.000,-1306000.000
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,-140000.000,0.000,0.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,,,,,,,,,,,,,-3533000.000,15639000.000,-30156000.000,7748000.000,-58646000.000,-32351000.000,5712000.000,38141000.000,180000.000
DilutiveSecurities,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DirectCostsOfHotels,5739000.000,6281000.000,6032000.000,8076000.000,6099000.000,6616000.000,6886000.000,8519000.000,7044000.000,7335000.000,6797000.000,7315000.000,7585000.000,7539000.000,7576000.000,8495000.000,8125000.000,7888000.000,7634000.000,7978000.000,8118000.000,7736000.000,7091000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,139971000.000,144875000.000,154985000.000,154146000.000,157506000.000,161853000.000,168939000.000,169065000.000,172620000.000,179837000.000,206388000.000,202646000.000,215179000.000,211077000.000,221350000.000,214464000.000,219796000.000,216642000.000,219172000.000,217938000.000,228560000.000,224098000.000,228287000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,17807000.000,,,,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,,-156000.000,,,,61000.000,,,,,,,,,,,,,,
Dividends,82607000.000,,,,92225000.000,,,,110158000.000,,113268000.000,,,,114005000.000,,,,114326000.000,,,,131665000.000
EarningsPerShareBasic,0.290,0.410,0.480,0.690,0.440,0.790,0.380,0.320,0.320,2.950,0.350,0.500,0.830,1.150,1.120,0.520,1.200,0.890,1.180,0.630,0.500,0.960,0.630
EarningsPerShareDiluted,0.290,0.410,0.480,0.680,0.430,0.790,0.380,0.320,0.310,2.940,0.350,0.500,0.830,1.150,1.110,0.520,1.200,0.890,1.180,0.630,0.500,0.950,0.630
EquityMethodInvestmentDividendsOrDistributions,7663000.000,,,,8972000.000,,,,12921000.000,,1431000.000,,,,1350000.000,,,,10718000.000,,,,1861000.000
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,,,,,,,,,,,,,,,-140000.000,,
GainLossOnDispositionOfRealEstateDiscontinuedOperations,,,,,,36877000.000,,,,0.000,,,0.000,,,,,,,,,,
GainLossOnInvestments,373000.000,6000.000,-860000.000,38000.000,801000.000,-186000.000,587000.000,187000.000,735000.000,181000.000,286000.000,662000.000,-297000.000,387000.000,393000.000,-24000.000,-1515000.000,493000.000,259000.000,478000.000,976000.000,560000.000,1042000.000
