,2013-12-31,2014-12-31
AvailableForSaleEquitySecuritiesGrossUnrealizedLoss,24987.000,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,13.000
AvailableforsaleSecuritiesGrossUnrealizedGainLoss1,,25000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,3387.000,25680.000
ComprehensiveIncomeNetOfTax,-1201149.000,-814880.000
Depreciation,2707.000,1851.000
EarningsPerShareBasicAndDiluted,,-0.080
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340
GeneralInsuranceExpense,722.000,
GrossProfit,2350.000,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-277000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,277000.000
IncreaseDecreaseInAccountsReceivable,0.000,
InterestExpense,8901.000,
InterestPaidNet,8901.000,2221.000
LeaseAndRentalExpense,,700.000
MaintenanceCosts,824.000,
MarketingAndAdvertisingExpense,500.000,
MarketingExpense,,450000.000
NetCashProvidedByUsedInFinancingActivities,87103.000,189363.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,87103.000,189363.000
NetCashProvidedByUsedInInvestingActivities,-2024.000,-2668.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-2024.000,-2668.000
NetCashProvidedByUsedInOperatingActivities,-81692.000,-161015.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-81692.000,-161015.000
NetIncomeLoss,-1201149.000,-814867.000
OperatingExpenses,1203499.000,814867.000
OperatingLeasesRentExpenseNet,8400.000,8400.000
OtherComprehensiveIncomeLossNetOfTax,,-13.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,0.000,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,0.000,-13.000
PaymentsForProceedsFromAvailableforsaleSecuritiesShortterm,0.000,
PaymentsToAcquireInvestments,0.000,
PaymentsToAcquirePropertyPlantAndEquipment,2024.000,2668.000
ProceedsFromContributedCapital,0.000,
ProceedsFromIssuanceOfCommonStock,,156500.000
ProceedsFromRepaymentsOfLinesOfCredit,,32863.000
ProceedsFromRepaymentsOfShortTermDebt,87103.000,
ProfessionalFees,92009.000,292118.000
RepaymentsOfDebt,,145000.000
ResearchAndDevelopmentExpense,26000.000,34000.000
Revenues,2350.000,
SalariesAndWages,4078.000,
SalesRevenueNet,2350.000,
SalesRevenueServicesGross,2350.000,
SellingGeneralAndAdministrativeExpense,44274.000,27987.000
ShareBasedCompensation,,652001.000
StockIssued1,,145000.000
StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,,145000.000
StockIssuedDuringPeriodSharesNewIssues,,121667.000
StockIssuedDuringPeriodSharesPurchaseOfAssets,1525000.000,1525000.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,145000.000
StockIssuedDuringPeriodValueIssuedForServices,,652001.000
StockIssuedDuringPeriodValueNewIssues,1116750.000,156500.000
SuppliesAndPostageExpense,143.000,
SuppliesExpense,505.000,
UtilitiesCosts,2560.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,9934010.000
