,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,9337000.000,10911000.000,8345000.000
AccountsReceivableGrossCurrent,57136000.000,48270000.000,57998000.000
AccruedLiabilitiesCurrent,21415000.000,24417000.000,14083000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,17627000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-2375000.000,-3742000.000,-3146000.000
AdditionalPaidInCapital,622071000.000,623629000.000,
AdditionalPaidInCapitalCommonStock,,,625296000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2105000.000,3222000.000,2892000.000
Assets,976487000.000,979105000.000,966093000.000
AssetsCurrent,120527000.000,133248000.000,128325000.000
CapitalLeaseObligationsNoncurrent,28983000.000,28527000.000,28063000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,1703000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,2550000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,2326000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,2118000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,1925000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,19608000.000,
CapitalLeasesFutureMinimumPaymentsNetMinimumPayments1,,30230000.000,
CashAndCashEquivalentsAtCarryingValue,14636000.000,37099000.000,29316000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,40716410.000,40662856.000,40675553.000
CommonStockSharesOutstanding,40716410.000,40662856.000,40675553.000
CommonStockValue,407000.000,407000.000,407000.000
DebtInstrumentCarryingAmount,165006000.000,165000000.000,
DebtInstrumentInterestRateStatedPercentage,,0.049,
DebtInstrumentUnamortizedDiscount,1700000.000,534000.000,500000.000
DeferredCompensationSharebasedArrangementsLiabilityCurrentAndNoncurrent,0.000,0.000,
DeferredIncomeTaxLiabilities,20506000.000,33966000.000,
DeferredRevenueCurrent,67662000.000,65668000.000,60474000.000
DeferredTaxAssetsLiabilitiesNetNoncurrent,135000.000,97000.000,154000.000
DeferredTaxAssetsNet,,22033000.000,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,246000.000,
DeferredTaxAssetsOther,,1209000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,1787000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,19393000.000,
DeferredTaxAssetsValuationAllowance,,987000.000,
DeferredTaxLiabilities,,11933000.000,
DeferredTaxLiabilitiesNoncurrent,,12030000.000,11683000.000
DeferredTaxLiabilitiesOther,,220000.000,
DeferredTaxLiabilitiesPrepaidExpenses,,310000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,33436000.000,
EmployeeRelatedLiabilitiesCurrent,18364000.000,21453000.000,10678000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,157568000.000,170236000.000,179684000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,14828000.000,9714000.000,9714000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,37790000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,12668000.000,,28342000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,7797000.000,5114000.000,5114000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,14639000.000,7797000.000,7797000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,29371000.000,14639000.000,14639000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,37790000.000,29371000.000,29371000.000
FiniteLivedIntangibleAssetsGross,274661000.000,306307000.000,274661000.000
FiniteLivedIntangibleAssetsNet,117093000.000,104425000.000,94977000.000
