,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfFinancingCosts,,,22000.000,,,,0.000,,,,15000.000,,,,15000.000,,,,28000.000,,,,19000.000
AmortizationOfIntangibleAssets,689000.000,706000.000,678000.000,712000.000,681000.000,681000.000,679000.000,676000.000,600000.000,635000.000,634000.000,587000.000,618000.000,739000.000,793000.000,678000.000,666000.000,682000.000,680000.000,690000.000,729000.000,623000.000,599000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,4466845.000,8644009.000,,7616979.000,8023308.000,6060144.000,-19152851.000,2680723.000,2477884.000,2449873.000,-5082039.000,5331821.000,1264875.000,5640536.000,-6715949.000,5461017.000,5502327.000,5300945.000,-10912668.000,5413630.000
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,,,,676000.000,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-679000.000,,,,3068000.000,,,,66000.000,,,,-6103000.000,,,,-2569000.000,,,,-997000.000
ComprehensiveIncomeNetOfTax,,,1791000.000,-944000.000,1311000.000,1071000.000,-1941000.000,-39000.000,1404000.000,965000.000,945000.000,885000.000,-2481000.000,-2583000.000,-5931000.000,2121000.000,-1390000.000,-17490000.000,-43000.000,-2536000.000,-3625000.000,-2877000.000,-117000.000
CostOfGoodsAndServicesSold,14358000.000,14503000.000,14922000.000,14881000.000,14110000.000,14840000.000,13820000.000,13999000.000,13833000.000,15823000.000,14132000.000,14680000.000,14006000.000,16501000.000,14285000.000,16205000.000,14005000.000,15446000.000,14018000.000,14461000.000,13317000.000,14310000.000,12657000.000
CumulativeEffectOnRetainedEarningsBeforeTax1,,,,,,,,,,,,,,,,,,,,,,,100000.000
DebtIssuanceCosts,,,,,,,,300000.000,0.000,,,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,-104000.000,,,,-431000.000,,,,35000.000,,,,-255000.000,,,,4000.000,,,,0.000
DefinedBenefitPlanAmortizationOfGainsLosses,,,,-49000.000,-56000.000,,-57000.000,-59000.000,-65000.000,-124000.000,-45000.000,-46000.000,-40000.000,-128000.000,-75000.000,-81000.000,-75000.000,-75000.000,-80000.000,-79000.000,-74000.000,-71000.000,-87000.000
DefinedBenefitPlanContributionsByEmployer,,,,200000.000,200000.000,,200000.000,200000.000,300000.000,101000.000,200000.000,200000.000,200000.000,946000.000,200000.000,200000.000,200000.000,152000.000,200000.000,200000.000,200000.000,94000.000,200000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,131000.000,147000.000,,121000.000,125000.000,137000.000,141000.000,163000.000,167000.000,147000.000,172000.000,166000.000,179000.000,165000.000,158000.000,181000.000,181000.000,168000.000,153000.000,159000.000
DefinedBenefitPlanInterestCost,,,,188000.000,214000.000,,184000.000,190000.000,209000.000,214000.000,221000.000,227000.000,200000.000,245000.000,177000.000,190000.000,175000.000,169000.000,168000.000,168000.000,156000.000,140000.000,125000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,,179000.000,206000.000,,194000.000,201000.000,221000.000,53000.000,111000.000,98000.000,93000.000,201000.000,86000.000,92000.000,85000.000,86000.000,67000.000,66000.000,62000.000,58000.000,53000.000
DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,
DefinedBenefitPlanServiceCost,,,,73000.000,83000.000,,74000.000,77000.000,84000.000,53000.000,8000.000,-8000.000,0.000,0.000,0.000,0.000,,,,,,,
DefinedBenefitPlansEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,,,,,,,,,600000.000,,,,600000.000,,,,600000.000,600000.000,300000.000,,500000.000
Depreciation,,,317000.000,,,,357000.000,,,,300000.000,,,,364000.000,,,,385000.000,,,,306000.000
DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred,,,,,,,,,,,100000.000,100000.000,100000.000,-200000.000,100000.000,,,,28000.000,,,,7000.000
DerivativeInstrumentsLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortion,,,,,,,,,,,,-34000.000,-31000.000,,,,,,,,,,
DerivativeInstrumentsLossRecognizedInOtherComprehensiveIncomeEffectivePortion,,,,,,,,,,,,-56000.000,23000.000,,,,,,,,,,
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationNetOfTax,,,,,,,180000.000,107000.000,-5000.000,-2835000.000,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,200000.000,,,,0.000,,,,,,,,,,,,
EarningsPerShareBasic,0.050,0.000,0.020,0.030,0.000,0.030,0.000,-0.010,-0.030,-0.020,0.020,0.030,0.020,0.000,-0.040,0.010,-0.020,-0.520,-0.020,-0.020,-0.050,-0.040,-0.030
EarningsPerShareDiluted,0.050,0.000,0.020,0.030,0.000,0.030,0.000,-0.010,-0.030,-0.020,0.020,0.030,0.020,0.000,-0.040,0.010,-0.020,-0.520,-0.020,-0.020,-0.050,-0.040,-0.030
EffectOfExchangeRateOnCashAndCashEquivalents,,,248000.000,,,,-756000.000,,,,94000.000,,,,-849000.000,,,,88000.000,,,,109000.000
EffectiveIncomeTaxRateContinuingOperations,,,,0.279,,,0.668,0.734,0.307,,0.294,0.195,0.338,,0.206,,,,0.150,,,,-0.022
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,-11000.000,-11000.000,-41000.000,-16000.000,-29000.000,-27000.000,34000.000,-25000.000,-84000.000,-64000.000,-81000.000,-67000.000,0.000,-2000.000,223000.000,-134000.000,70000.000,51000.000,-9000.000,282000.000,138000.000,326000.000,-143000.000
GainLossOnDispositionOfAssets,,,3000.000,,,,-1000.000,,,,76000.000,,,,-19000.000,,,,0.000,,,,
GeneralAndAdministrativeExpense,4206000.000,4560000.000,4861000.000,4902000.000,4832000.000,5105000.000,5070000.000,5612000.000,5314000.000,1891000.000,4251000.000,3997000.000,4130000.000,4448000.000,4831000.000,4922000.000,5005000.000,5074000.000,5948000.000,5236000.000,4800000.000,4966000.000,5206000.000
GoodwillAcquiredDuringPeriod,,,,,,,,,,,0.000,,,,2061000.000,,,,,,,,
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,,,,,,,,,366000.000
GoodwillTranslationAdjustments,,,,,,,-703000.000,,,,77000.000,,,,-1544000.000,,,,116000.000,,,,
GrossProfit,12785000.000,11878000.000,13400000.000,13615000.000,11994000.000,13409000.000,12266000.000,12095000.000,11304000.000,12031000.000,11761000.000,12278000.000,11442000.000,13863000.000,11478000.000,12595000.000,11726000.000,12924000.000,12945000.000,11675000.000,11690000.000,12105000.000,11499000.000
IncomeLossFromContinuingOperations,,,,,,,-84000.000,-293000.000,-978000.000,2078000.000,719000.000,1022000.000,633000.000,-19000.000,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2000000.000,-118000.000,844000.000,1073000.000,-257000.000,568000.000,-253000.000,-1101000.000,-1411000.000,3200000.000,1019000.000,1270000.000,956000.000,1172000.000,-1764000.000,-427000.000,-1096000.000,-321000.000,-443000.000,-767000.000,-880000.000,-988000.000,-1043000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,-0.003,-0.010,-0.030,0.063,0.020,0.030,0.020,0.000,,,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,-0.003,-0.010,-0.030,0.063,0.020,0.030,0.020,0.000,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,180000.000,107000.000,-5000.000,-2835000.000,0.000,0.000,0.000,0.000,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,0.010,0.000,0.000,-0.090,0.000,0.000,0.000,0.000,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,0.010,0.000,0.000,-0.090,0.000,0.000,0.000,0.000,,,,,,,,,
IncomeTaxExpenseBenefit,630000.000,-146000.000,315000.000,299000.000,-124000.000,206000.000,-169000.000,-808000.000,-433000.000,1122000.000,300000.000,248000.000,323000.000,1191000.000,-363000.000,-776000.000,-249000.000,16819000.000,193000.000,-54000.000,758000.000,332000.000,23000.000
IncomeTaxesPaid,,,490000.000,,,,606000.000,,,,433000.000,,,,350000.000,,,,171000.000,,,,333000.000
IncreaseDecreaseInAccountsPayableTrade,,,-442000.000,,,,-153000.000,,,,-24000.000,,,,790000.000,,,,-2679000.000,,,,-320000.000
IncreaseDecreaseInAccountsReceivable,,,682000.000,,,,103000.000,,,,437000.000,,,,-115000.000,,,,463000.000,,,,-410000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,-73000.000,,,,-294000.000,,,,25000.000,,,,-301000.000,,,,-77000.000,,,,-110000.000
IncreaseDecreaseInAccruedLiabilities,,,204000.000,,,,639000.000,,,,-489000.000,,,,-648000.000,,,,1481000.000,,,,-571000.000
IncreaseDecreaseInDeferredRevenue,,,117000.000,,,,115000.000,,,,-29000.000,,,,355000.000,,,,32000.000,,,,92000.000
IncreaseDecreaseInInventories,,,-491000.000,,,,433000.000,,,,-48000.000,,,,758000.000,,,,-211000.000,,,,300000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,-163000.000,,,,-131000.000,,,,-39000.000,,,,-28000.000,,,,-23000.000,,,,0.000
IncreaseDecreaseInOtherReceivables,,,54000.000,,,,257000.000,,,,-5000.000,,,,149000.000,,,,463000.000,,,,526000.000
InterestExpense,192000.000,216000.000,147000.000,152000.000,147000.000,138000.000,130000.000,245000.000,276000.000,304000.000,265000.000,248000.000,239000.000,238000.000,222000.000,215000.000,204000.000,213000.000,164000.000,180000.000,142000.000,156000.000,162000.000
InterestPaid,,,137000.000,,,,68000.000,,,,268000.000,,,,175000.000,,,,194000.000,,,,164000.000
NetCashProvidedByUsedInFinancingActivities,,,767000.000,,,,3602000.000,,,,-931000.000,,,,832000.000,,,,-1726000.000,,,,-268000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,767000.000,,,,3602000.000,,,,-931000.000,,,,832000.000,,,,-1726000.000,,,,-268000.000
NetCashProvidedByUsedInInvestingActivities,,,-3299000.000,,,,-354000.000,,,,-169000.000,,,,-5589000.000,,,,-205000.000,,,,228000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-3299000.000,,,,-354000.000,,,,-169000.000,,,,-5589000.000,,,,-205000.000,,,,228000.000
