,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,2771132.000,2619560.000,2545624.000,2703954.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,36103.000,-118826.000,-103107.000,-80801.000
AdditionalPaidInCapitalCommonStock,223326556.000,223493218.000,223515518.000,223537818.000
AssetRetirementObligationCurrent,126681.000,342251.000,342251.000,342251.000
AssetRetirementObligationsNoncurrent,634471.000,396971.000,396971.000,396971.000
Assets,1165103.000,837052.000,378869.000,185818.000
AssetsCurrent,1031591.000,749689.000,292055.000,99553.000
CashAndCashEquivalentsAtCarryingValue,108808.000,65759.000,80370.000,33132.000
CommitmentsAndContingencies,0.000,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,1000000000.000,1000000000.000,1000000000.000,1000000000.000
CommonStockSharesIssued,439078759.000,439078759.000,439078759.000,439078759.000
CommonStockSharesOutstanding,439078759.000,439078759.000,439078759.000,439078759.000
CommonStockValue,439079.000,439079.000,439079.000,439079.000
ConvertibleLongTermNotesPayable,6238419.000,6238419.000,6238419.000,6238419.000
ConvertibleNotesPayableCurrent,717873.000,717873.000,717873.000,717873.000
InterestPayableCurrent,181113.000,204517.000,228975.000,254534.000
Liabilities,67389505.000,70011172.000,71118971.000,72582126.000
LiabilitiesAndStockholdersEquity,1165103.000,837052.000,378869.000,185818.000
LiabilitiesCurrent,13892190.000,15311408.000,15465811.000,16355051.000
MarketableSecuritiesCurrent,76060.000,0.000,,57938.000
MarketableSecuritiesRestrictedCurrent,800000.000,650000.000,190548.000,
NotesPayableRelatedPartiesClassifiedCurrent,2722060.000,2722060.000,2722060.000,2722060.000
NotesPayableRelatedPartiesNoncurrent,40759000.000,40759000.000,40759000.000,40865059.000
OtherLiabilitiesCurrent,7273331.000,8605147.000,8809028.000,9081850.000
OtherReceivablesNetCurrent,0.000,0.000,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,0.000
PreferredStockValue,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,46723.000,33930.000,21137.000,8483.000
PropertyPlantAndEquipmentNet,2356.000,1808.000,1259.000,710.000
RestrictedCashAndCashEquivalentsNoncurrent,130600.000,85000.000,85000.000,85000.000
RetainedEarningsAccumulatedDeficit,-290026140.000,-292987591.000,-294591592.000,-296292404.000
StockholdersEquity,-66224402.000,-69174120.000,-70740102.000,-72396308.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-66224402.000,-69174120.000,-70740102.000,-72396308.000
