,2011-12-31
AmortizationOfDebtDiscountPremium,1246000.000
AmortizationOfFinancingCosts,10018000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,5207000.000
BusinessCombinationIntegrationRelatedCosts,10954000.000
CapitalLeaseObligationsIncurred,44098000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1323000.000
CooperativeAdvertisingAmount,900000.000
CostOfRevenue,1089986000.000
CurrentFederalTaxExpenseBenefit,2427000.000
CurrentForeignTaxExpenseBenefit,4963000.000
CurrentStateAndLocalTaxExpenseBenefit,1195000.000
DeferredCompensationArrangementWithIndividualEmployerContribution,2200000.000
DeferredFederalIncomeTaxExpenseBenefit,-18368000.000
DeferredForeignIncomeTaxExpenseBenefit,-639000.000
DeferredIncomeTaxExpenseBenefit,-19099000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-92000.000
DefinedContributionPlanCostRecognized,6800000.000
DepreciationDepletionAndAmortization,342804000.000
DerivativeInstrumentsLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortion,6700000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,651651000.000
EarningsPerShareBasicAndDiluted,-0.290
EffectOfExchangeRateOnCashAndCashEquivalents,-796000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,5100000.000
FederalIncomeTaxExpenseBenefitContinuingOperations,-15941000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,-3364000.000
FiniteLivedIntangibleAssetsAmortizationExpense,1100000.000
FiniteLivedIntangibleAssetsFutureAmortizationExpense,7450000.000
ForeignCurrencyTransactionGainLossRealized,-300000.000
ForeignIncomeTaxExpenseBenefitContinuingOperations,4324000.000
FutureAmortizationExpenseAfterYearFive,1483000.000
FutureAmortizationExpenseYearFive,881000.000
FutureAmortizationExpenseYearFour,1053000.000
FutureAmortizationExpenseYearOne,1495000.000
FutureAmortizationExpenseYearThree,1193000.000
FutureAmortizationExpenseYearTwo,1345000.000
GainLossOnSaleOfPropertyPlantEquipment,55458000.000
GainsLossesOnExtinguishmentOfDebt,-15342000.000
GoodwillAcquiredDuringPeriod,13335000.000
GrossProfit,432228000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-40418000.000
IncomeTaxExpenseBenefit,-10514000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,839000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,668000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,-1289000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-14146000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,-758000.000
IncomeTaxesPaidNet,-13130000.000
IncreaseDecreaseInAccountsPayable,50664000.000
IncreaseDecreaseInAccountsReceivable,37005000.000
IncreaseDecreaseInAccruedLiabilities,40520000.000
IncreaseDecreaseInInventories,1652000.000
IncreaseDecreaseInOtherOperatingAssets,623000.000
IncreaseDecreaseInOutstandingChecksFinancingActivities,14670000.000
InterestExpense,224518000.000
