,2011-07-02,2011-10-01,2012-03-31,2012-06-30,2012-09-29,2012-12-31,2013-03-30,2013-06-29,2013-09-28,2014-03-29,2014-06-28,2014-09-27,2015-03-28,2015-06-27,2015-09-26,2016-04-01,2016-07-01,2016-09-30,2016-12-31,2017-04-01
AllocatedShareBasedCompensationExpense,,,,,,,563000.000,690000.000,291000.000,444000.000,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableChargeOffs,,,,,,,5222000.000,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,,,,,,,8507000.000,,,4621000.000,,,4562000.000,,,,11049000.000
AmortizationOfAcquiredIntangibleAssets,9785000.000,9688000.000,9837000.000,9839000.000,9837000.000,8842000.000,8788000.000,,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,,,,,,1800000.000,1800000.000,1900000.000,2000000.000,2100000.000,2100000.000,1200000.000,700000.000,700000.000,700000.000,800000.000,700000.000,700000.000
AmortizationOfFinancingCostsAndDiscounts,,,2501000.000,,,,1938000.000,,,2090000.000,,,2288000.000,,,1892000.000,,,,2019000.000
AmortizationOfIntangibleAssets,24509000.000,24435000.000,24513000.000,24505000.000,24487000.000,23738000.000,23831000.000,23844000.000,23920000.000,23559000.000,23500000.000,23233000.000,22109000.000,22100000.000,22524000.000,19578000.000,19085000.000,18994000.000,18869000.000,18845000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,,,7027000.000,,,,4080000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,4947000.000,,,3453000.000,,,4544000.000,,,-11699000.000,,,,19788000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,-7720000.000,,,,58000.000
ComprehensiveIncomeNetOfTax,-17212000.000,-30248000.000,-27632000.000,-23872000.000,-20513000.000,-46067000.000,-34550000.000,-21404000.000,-15848000.000,-36821000.000,-27008000.000,-27099000.000,-44684000.000,-73918000.000,-177916000.000,-38211000.000,-34316000.000,-21483000.000,-206531000.000,-37403000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,356000.000,-139000.000,380000.000,122000.000,-97000.000,419000.000,161000.000,215000.000,212000.000,345000.000,199000.000,-139000.000,17000.000,243000.000,137000.000,301000.000,101000.000,131000.000,17000.000,253000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-16856000.000,-30387000.000,-27252000.000,-23750000.000,-20416000.000,-45842000.000,-34389000.000,-21189000.000,-15636000.000,-36476000.000,-26809000.000,-27238000.000,-44667000.000,-73675000.000,-177779000.000,-37910000.000,-34215000.000,-21352000.000,-206514000.000,-37150000.000
CostOfGoodsSold,111090000.000,107463000.000,108235000.000,111802000.000,108297000.000,115586000.000,109639000.000,118962000.000,118160000.000,115748000.000,127467000.000,122696000.000,109242000.000,125536000.000,120357000.000,118083000.000,120474000.000,122533000.000,150324000.000,119569000.000
CostOfGoodsSoldAmortization,,,,,,,,8771000.000,8809000.000,8683000.000,8652000.000,8645000.000,7887000.000,7886000.000,8215000.000,7407000.000,7080000.000,7057000.000,6981000.000,6981000.000
CostsAndExpenses,,,,,,,,,,,,,,279898000.000,439360000.000,269444000.000,271308000.000,264796000.000,470795000.000,281715000.000
DebtIssuanceCosts,,,,300000.000,,,,,,,,,,,,,,,,
DeferredCompensationArrangementWithIndividualSharesIssued,,,,,,,,,,80110.000,,,,,,,,,,6140.000
DeferredIncomeTaxExpenseBenefit,,,168000.000,,,,,,,,,,,,,2652000.000,,,,2910000.000
DeferredIncomeTaxesAndTaxCredits,,,,,,,2732000.000,,,739000.000,,,7291000.000,,,,,,,
Depreciation,,,7325000.000,,,,7740000.000,,,8459000.000,,,8357000.000,,,10324000.000,,,,10929000.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,-447000.000,,,-27000.000,,,-1362000.000,,,440000.000,,,,319000.000
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,701000.000,,,,,,,,,,,,,,,,,
EffectiveIncomeTaxRateContinuingOperations,,,,0.004,0.026,,0.177,0.120,-0.046,0.078,0.366,0.063,-0.310,0.037,0.039,0.166,0.175,0.106,,-0.114
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchases,,,,,,,,,,1627000.000,,,,,,,,,,
GainLossOnDerivativeInstrumentsNetPretax,,,,652000.000,-281000.000,,,,,,,,,,,,,,,
GainLossOnDispositionOfAssets,,,-300000.000,,,,-28000.000,,,476000.000,,,-74000.000,,,-91000.000,,,,-130000.000
GainsLossesOnExtinguishmentOfDebt,,,-9308000.000,,,,-1059000.000,,,0.000,-1019000.000,,,-67967000.000,-335000.000,,,,,
GainsLossesOnRestructuringOfDebt,,,,-90000.000,,,,,,,,,,,,,,,,
GoodwillAcquiredDuringPeriod,,,,,,,363000.000,,,2383000.000,,,0.000,,,,,,,
GoodwillAndIntangibleAssetImpairment,,,,,,,,,,,,,,,164900000.000,,,,,
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,,,,,,963000.000
GoodwillImpairmentLoss,,,,,,,,,,,,,,,117298000.000,,,,,
GoodwillTranslationAdjustments,,,,,,,-1787000.000,,,-273000.000,,,-7295000.000,,,2754000.000,,,,
GrossProfit,166696000.000,155655000.000,170712000.000,174175000.000,165689000.000,174924000.000,169438000.000,175783000.000,169889000.000,166996000.000,186400000.000,182805000.000,,,,,,,,
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,,,,,,,,,,,4500000.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-33452000.000,-39802000.000,-26655000.000,-19835000.000,-21966000.000,-54816000.000,-27292000.000,-18438000.000,-17568000.000,-33549000.000,-18453000.000,-19883000.000,-26895000.000,-80819000.000,-184870000.000,-32524000.000,-20384000.000,-20459000.000,-220304000.000,-35725000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,-37937000.000,-23961000.000,-22625000.000,-202295000.000,-39803000.000
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,,,,,,,-190000.000,855000.000,142000.000,331000.000,58000.000
