,2011-06-30,2011-09-30,2012-03-31,2012-09-30
AdvertisingExpense,222619.000,319614.000,45495.000,
AmortizationOfDebtDiscountPremium,,,81645.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,166659.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,0.000,
CostOfGoodsAndServicesSold,136230.000,0.000,0.000,
Depreciation,,,11112.000,
DividendsPreferredStock,,-32817.000,26161.000,21333.000
DividendsSharebasedCompensationStock,,,,350000.000
EarningsPerShareBasic,,,,-0.000
EarningsPerShareBasicAndDiluted,-0.020,0.000,0.000,
EarningsPerShareDiluted,,,,-0.000
GainLossRelatedToLitigationSettlement,0.000,-18795.000,22952.000,
GainsLossesOnExtinguishmentOfDebt,,-16117.000,-360386.000,
GeneralAndAdministrativeExpense,,,453769.000,287026.000
GoodwillImpairmentLoss,,,,20000.000
GrossProfit,60061.000,4052.000,1020.000,
ImpairmentOfIntangibleAssetsExcludingGoodwill,2053197.000,82500.000,,
ImpairmentOfIntangibleAssetsFinitelived,,,,20000.000
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,20000.000
IncomeLossFromContinuingOperations,-11768772.000,706572.000,-2470165.000,-969539.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,0.000,0.000,
IncomeLossFromContinuingOperationsPerBasicShare,,,,-0.000
IncomeLossFromContinuingOperationsPerDilutedShare,,,,-0.000
IncomeLossFromDiscontinuedOperationsNetOfTax,-25980.000,3597.000,0.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,-25980.000,3597.000,0.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,0.000,0.000,
IncomeTaxesPaid,,,0.000,
IncreaseDecreaseInAccountsPayable,,,235396.000,
IncreaseDecreaseInAccountsReceivable,,,0.000,
IncreaseDecreaseInAccruedLiabilities,,,328442.000,
IncreaseDecreaseInDeferredRevenue,,,-765.000,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,50019.000,
IncreaseDecreaseInOtherOperatingAssets,,,-11814.000,
IncreaseDecreaseInOtherOperatingLiabilities,,,-1708.000,
IncreaseDecreaseInPrepaidExpense,,,-1751.000,
InformationTechnologyAndDataProcessing,0.000,0.000,,
InterestExpense,-55391.000,-7939.000,100294.000,35646.000
InterestPaid,,,5066.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,10500.000,
LaborAndRelatedExpense,2354873.000,1632643.000,686495.000,627619.000
LeaseAndRentalExpense,51262.000,49290.000,38368.000,
NetCashProvidedByUsedInContinuingOperations,,,-283341.000,
NetCashProvidedByUsedInFinancingActivities,,,450000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,450000.000,
NetCashProvidedByUsedInInvestingActivities,,,0.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,
NetIncomeLoss,-11794752.000,710169.000,-2470165.000,-969539.000
NetIncomeLossAvailableToCommonStockholdersBasic,,677352.000,-2496326.000,-990872.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,-969539.000
NonoperatingIncomeExpense,-6152462.000,3412260.000,-1247058.000,-21719.000
OperatingExpenses,5676371.000,2709740.000,1224127.000,947820.000
OperatingIncomeLoss,-5616310.000,-2705688.000,-1223107.000,-947820.000
OtherGeneralAndAdministrativeExpense,978211.000,625693.000,,
OtherNonoperatingIncome,15734.000,12500.000,,
PaymentsOfFinancingCosts,,,11500.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,0.000,
PreferredStockAmountOfPreferredDividendsInArrears,,,,21333.000
PreferredStockDividendsAndOtherAdjustments,,,,21333.000
ProceedsFromRepaymentsOfBankOverdrafts,,,0.000,
ProceedsFromSaleOfIntangibleAssets,,,0.000,
ProceedsFromShortTermDebt,,,211500.000,
ProvisionForDoubtfulAccounts,,,0.000,
Revenues,196291.000,4052.000,1020.000,
SalesCommissionsAndFees,16209.000,0.000,0.000,
SalesRevenueNet,196291.000,4052.000,1020.000,
ShareBasedCompensation,,,114539.000,
WeightedAverageNumberOfDilutedSharesOutstanding,518552090.000,1163884351.000,1017347786.000,1874411052.000
WeightedAverageNumberOfSharesOutstandingBasic,518552090.000,902477411.000,1017347786.000,1874411052.000
