,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,776000.000,,,,,,,,,,
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,,,36000.000,,,,36000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,240000.000,240000.000,,0.000,,,,0.000,0.000,,,,,,,,,,,
AssetImpairmentCharges,,,,,,,382000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,,,,,,,-18000.000,5732000.000,,,1020000.000,451000.000,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGainLoss1,,,,,,,,,,,,,,,,,-269000.000,,-1018000.000,613000.000,-322000.000,,-131000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-859000.000,,,,3474000.000,,,,14841000.000,,,,36365000.000,,,,-5737000.000,,,,-104586000.000
ComprehensiveIncomeNetOfTax,,9284000.000,8239000.000,7300000.000,15972000.000,3587000.000,19429000.000,16320000.000,15204000.000,27920000.000,5510000.000,7858000.000,10756000.000,25899000.000,7530000.000,2511000.000,3568000.000,30608000.000,11009000.000,15101000.000,13750000.000,17966000.000,5271000.000
CostOfGoodsSold,56962000.000,66599000.000,70956000.000,86466000.000,63866000.000,59089000.000,59297000.000,75492000.000,92721000.000,97589000.000,68931000.000,59048000.000,67249000.000,17944000.000,38310000.000,96900000.000,96977000.000,876000.000,33158000.000,57118000.000,54170000.000,47216000.000,44154000.000
DeferredIncomeTaxExpenseBenefit,,,-161000.000,,,,-982000.000,,,,-1724000.000,,,,-5831000.000,,,,-3822000.000,,,,-1761000.000
DepreciationAndAmortization,,,2584000.000,,,,2658000.000,,,,2360000.000,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,,,,,,,,,,,,,2301000.000,,,,2622000.000,,,,2896000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,2327000.000,-1947000.000,,,,,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,,,,,1339000.000,,,,,,,,,,,,,,,,
DerivativeInstrumentsGainRecognizedInIncome,,,,8625000.000,-2154000.000,,,,,,,,,,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,,,,,,-62000.000,-232000.000,5239000.000,7812000.000,719000.000,-3056000.000,6456000.000,4982000.000,-1039000.000,-5139000.000,803000.000,-845000.000,1279000.000
DistributedEarnings,,,,,,,,,,,,,-42000.000,,21000.000,16000.000,15000.000,14000.000,15000.000,10000.000,8000.000,344000.000,
EarningsPerShareBasic,0.210,0.310,0.170,0.210,0.300,0.150,0.330,0.420,0.350,0.610,0.140,0.120,0.260,0.700,0.190,0.090,0.110,0.670,0.240,0.330,0.290,0.430,0.080
