,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,267000000.000,276000000.000,201000000.000,208000000.000,286000000.000,307000000.000,222000000.000,227000000.000,301000000.000,294000000.000,261000000.000,252000000.000,320000000.000,347000000.000,237000000.000,253000000.000,293000000.000,302000000.000,234000000.000,219000000.000,297000000.000,354000000.000,225000000.000,218000000.000
AccountsPayableCurrent,66000000.000,80000000.000,113000000.000,85000000.000,84000000.000,78000000.000,83000000.000,90000000.000,87000000.000,100000000.000,137000000.000,128000000.000,142000000.000,122000000.000,148000000.000,110000000.000,119000000.000,120000000.000,153000000.000,124000000.000,129000000.000,139000000.000,145000000.000,185000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2866000000.000,2795000000.000,,2812000000.000,2805000000.000,2800000000.000,2839000000.000,2880000000.000,2881000000.000,2919000000.000,2907000000.000,2949000000.000,2989000000.000,3026000000.000,3050000000.000,3102000000.000,3148000000.000,3191000000.000,3209000000.000,3266000000.000,3320000000.000,3377000000.000,3443000000.000,3508000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,,,,,,-1000000.000,1000000.000,1000000.000,0.000
AdditionalPaidInCapital,1231000000.000,1231000000.000,,1231000000.000,1231000000.000,1231000000.000,,1232000000.000,1232000000.000,1232000000.000,,1232000000.000,1232000000.000,1232000000.000,,1322000000.000,1322000000.000,1322000000.000,,1322000000.000,1322000000.000,1322000000.000,1696000000.000,1697000000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,2000000.000,,,,3000000.000,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,3000000.000,3000000.000,3000000.000,3000000.000,4000000.000,2000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
AssetRetirementObligation,,,,,,,29000000.000,,,,33000000.000,,,,36000000.000,,,,37000000.000,,,,33000000.000,
Assets,9877000000.000,11091000000.000,11224000000.000,11004000000.000,11132000000.000,11056000000.000,11119000000.000,10405000000.000,10495000000.000,10365000000.000,9609000000.000,9876000000.000,9812000000.000,9822000000.000,10053000000.000,9790000000.000,9946000000.000,9962000000.000,10046000000.000,9960000000.000,10065000000.000,10090000000.000,10211000000.000,10245000000.000
AssetsCurrent,1636000000.000,1629000000.000,1670000000.000,1449000000.000,1625000000.000,1553000000.000,1575000000.000,864000000.000,949000000.000,830000000.000,733000000.000,950000000.000,884000000.000,925000000.000,1047000000.000,730000000.000,832000000.000,813000000.000,865000000.000,762000000.000,855000000.000,945000000.000,979000000.000,955000000.000
