,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,0.000,,0.000,,,,0.000,,,,0.000
CashPeriodIncreaseDecrease,,,0.000,,,,,,,,,,,,
DebtInstrumentDecreaseForgiveness,,,,,,,11500.000,,,,0.000,0.000,,,
EarningsPerShareBasicAndDiluted,-0.000,0.000,-0.017,-0.007,-0.017,-0.004,0.023,,0.006,,-0.064,-0.034,-0.001,0.025,-0.017
GeneralAndAdministrativeExpense,21495.000,18044.000,8808.000,2000.000,8347.000,661.000,,,2910.000,,16085.000,582683.000,15000.000,122692.000,520000.000
IncomeLossFromContinuingOperations,-21495.000,-18044.000,-8808.000,,-8347.000,,,,,,,,,,
IncomeTaxExpenseBenefit,,,,,0.000,,,,,,,,,,
IncomeTaxesPaid,,,0.000,,0.000,,0.000,,,,0.000,,,,
IncreaseDecreaseInAccountsPayable,,,,,,,-12000.000,,,,16085.000,,,,0.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,8808.000,,2495.000,,,,,,,,,,
IncreaseDecreaseInDueToRelatedParties,,,,,,,500.000,,,,,,,,
IncreaseDecreaseInOtherAccountsPayable,,,,,,,,,,,0.000,,,,
InterestIncomeOperating,,,,0.000,,,,,,,,,,,
InterestIncomeOther,,,,0.000,,,,,,,,,,,
InterestPaid,,,0.000,,0.000,,0.000,,,,0.000,,,,
InvestmentIncomeInterest,,0.000,0.000,,,,,,0.000,,0.000,0.000,0.000,0.000,
NetCashProvidedByUsedInFinancingActivities,,,,,,,,,,,0.000,,,,-520000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,,,,0.000,,,,-520000.000
NetCashProvidedByUsedInOperatingActivities,,,0.000,,0.000,,,,,,0.000,,,,-520000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,0.000,,0.000,,,,,,0.000,,,,-520000.000
NetIncomeLoss,-21495.000,-18044.000,-8808.000,-3500.000,,-2161.000,11500.000,,2910.000,,-16085.000,-582683.000,-15000.000,-122692.000,-520000.000
OperatingIncomeLoss,,,,-3500.000,,-2161.000,,,2910.000,,-16085.000,-582683.000,-15000.000,-122692.000,-520000.000
OtherIncome,,,,0.000,,,,,,,,,,,
ProFormaWeightedAverageSharesOutstandingDiluted,249918961.000,200499190.000,,,,,,,,,,,,,
ProfessionalFees,,,,1500.000,,1500.000,,,,,,,,,
ProfitLoss,,,,,-8347.000,,,,,,,,,,-520000.000
Revenues,,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SalesRevenueNet,,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
StockIssuedDuringPeriodValueNewIssues,,,,,,,,,,,,,,,-520000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,499234.000,,,,499234.000,499234.000,499234.000,-998468.000,499234.000,17114619.000,17114619.000,-25921546.000,31350123.000
WeightedAverageNumberOfSharesIssuedBasic,49918961.000,499190.000,,499234.000,499234.000,499234.000,,,,,,,,,
