,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AccountsPayableAndAccruedLiabilitiesCurrent,72000.000,256000.000,,,,,,,,,,,
AccountsPayableCurrent,,,1438000.000,1391000.000,87704000.000,115866000.000,79333000.000,66406000.000,97494000.000,129445000.000,80646000.000,67949000.000,109429000.000
AccountsPayableCurrentAndNoncurrent,6000.000,6000.000,6000.000,5000.000,,,,,,,,,
AccountsReceivableGrossCurrent,,,,,13089000.000,34020000.000,13851000.000,,,,20415000.000,,
AccountsReceivableNetCurrent,,,,,13048000.000,33815000.000,13746000.000,12406000.000,6067000.000,19754000.000,20315000.000,18952000.000,6871000.000
AccrualForEnvironmentalLossContingencies,,,,,,,500000.000,,,,600000.000,,
AccrualForEnvironmentalLossContingenciesDiscountRate,,,,,,,0.120,,,,0.120,,
AccrualForEnvironmentalLossContingenciesGross,,,,,,,1200000.000,,,,1100000.000,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueAfterFifthYear,,,,,,,700000.000,,,,600000.000,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInFifthYear,,,,,,,100000.000,,,,100000.000,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInFourthYear,,,,,,,100000.000,,,,100000.000,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInSecondYear,,,,,,,100000.000,,,,100000.000,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInThirdYear,,,,,,,100000.000,,,,100000.000,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueWithinOneYear,,,,,,,100000.000,,,,100000.000,,
AccruedLiabilitiesCurrent,,,1804000.000,3281000.000,,,,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,,4000.000,24000.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,58298000.000,,,,63789000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,-45381000.000,-44788000.000,-51774000.000,-50996000.000,-50434000.000,-49717000.000,-58891000.000,-57736000.000,-56776000.000
AdditionalPaidInCapital,,,,,14320000.000,14791000.000,15887000.000,17146000.000,17565000.000,40297000.000,50771000.000,51995000.000,59212000.000
AdditionalPaidInCapitalCommonStock,5000000.000,5521000.000,8857000.000,10650000.000,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,41000.000,205000.000,105000.000,,,,100000.000,,
Assets,116088000.000,115882000.000,115533000.000,115170000.000,261656000.000,307622000.000,267903000.000,250969000.000,279359000.000,310252000.000,277866000.000,257826000.000,309328000.000
AssetsCurrent,1088000.000,878000.000,509000.000,137000.000,129149000.000,175121000.000,128897000.000,113524000.000,140693000.000,180255000.000,140146000.000,110143000.000,163042000.000
