,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,132125000.000,156456000.000,184595000.000,218455000.000,219627000.000,227783000.000,243503000.000,260860000.000,252624000.000,254050000.000,449295000.000,478899000.000,492718000.000,594011000.000,603735000.000,663768000.000,624153000.000,823704000.000,881564000.000,949556000.000,962397000.000,969924000.000,883072000.000,,318259000.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,1761382000.000,1650832000.000,1633339000.000,1444280000.000,1284855000.000,1284085000.000,1271364000.000,1212231000.000,1014754000.000,951849000.000,1006198000.000,989367000.000,893257000.000,839386000.000,865441000.000,934897000.000,715313000.000,719545000.000,800248000.000,784493000.000,667410000.000,682925000.000,646216000.000,655362000.000,611119000.000
AccountsReceivableGross,,,,,,,,,,,,,119597000.000,113811000.000,108564000.000,124698000.000,93268000.000,96675000.000,107795000.000,109399000.000,114154000.000,94159000.000,87967000.000,107107000.000,103966000.000
AccountsReceivableNet,,,,,,,,,,,,,,,,,,,,,,,,322196000.000,318259000.000
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,,86192000.000,109196000.000,77673000.000,72543000.000,72898000.000,95466000.000,67581000.000,85504000.000,87993000.000,108316000.000,92663000.000,87068000.000,94524000.000,110866000.000,85910000.000,76124000.000,81709000.000,99023000.000,80599000.000,75492000.000,82255000.000,101085000.000,87313000.000,79639000.000
AccruedProfessionalFeesCurrentAndNoncurrent,,2400000.000,,7100000.000,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,263000.000,,,,64000.000,,,,,,,,,,,,11894000.000,,,,0.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,129000.000,,,,124000.000,,,,70000.000,,,85000.000,100000.000,0.000,0.000,,104000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-48545000.000,,,,-87547000.000,,,,-38297000.000,,,,-51823000.000,,,,-84798000.000,,,,-70560000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,373000.000,42755000.000,-42585000.000,-47773000.000,-34259000.000,-81785000.000,-82026000.000,-87354000.000,-77511000.000,-137010000.000,-33261000.000,-38173000.000,-34237000.000,-30913000.000,-43290000.000,-51753000.000,-69263000.000,-66352000.000,-77437000.000,-72804000.000,-77750000.000,-69131000.000,-70134000.000,-70456000.000,-67881000.000
